Nation,Position,Squad,Age_x,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,Non-Penalty Goals + Assists/90,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,xG/90,xAG/90,xG + xAG/90,npxG/90,npxG + xAG.1,MarketValue,Player,ID,Name,Age_y,Overall rating,Potential,Height,Weight,foot,Best overall,Best position,Growth,Value,Wage,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Att. Position,Vision,Penalties,Total defending,Defensive awareness,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Weak foot,Attacking work rate,Defensive work rate,International reputation,Source_League
bf BFA,"FW,MF",Standard Liège,19,2001,15,8,714,7.9,2,0,2,2,0,0,4,0,0.25,0.0,0.25,0.25,0.25,,,,,,,,,,,,,1000000.0,Abdoul-Fessal Tapsoba,2012,A. Tapsoba,19,67,77,177,70,Right,69,FW,10,2200000,4000,311,55,68,57,63,68,259,70,38,39,40,72,373,84,83,81,52,73,333,69,83,60,55,66,243,38,23,67,54,61,52,15,18,19,40,8,6,7,12,7,3,Medium,Medium,1,BelgianProLeague
ca CAN,FW,Genk,22,1998,18,6,615,6.8,3,0,3,3,0,0,1,0,0.44,0.0,0.44,0.44,0.44,,,,,,,,,,,,,5000000.0,Ike Ugbo,437,I. Ugbo,22,72,78,185,73,Right,74,FW,6,3800000,12000,339,57,77,68,66,71,255,69,43,38,38,67,362,75,80,70,74,63,337,68,74,65,75,55,296,61,26,73,63,73,70,21,30,19,53,11,13,5,13,11,3,High,Medium,1,BelgianProLeague
bo BOL,"MF,FW",Beerschot,22,1999,26,15,"1,569",17.4,0,2,2,0,0,0,2,0,0.0,0.11,0.11,0.0,0.11,,,,,,,,,,,,,700000.0,Ramiro Vaca,1865,R. Vaca,22,68,77,176,61,Right,69,FW,9,2700000,5000,311,70,64,40,67,70,330,75,65,64,60,66,337,74,73,76,53,61,284,68,49,80,22,65,227,20,20,72,48,67,74,27,25,22,48,6,14,8,11,9,4,High,Low,1,BelgianProLeague
be BEL,"MF,FW",Sint-Truiden,20,2001,5,3,252,2.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,200000.0,Stan Van Dessel,3199,S. Van Dessel,19,60,71,169,60,Right,63,FW,11,525000,1000,243,44,37,51,69,42,252,64,34,34,57,63,368,74,73,80,56,85,269,53,64,68,42,42,273,57,56,54,60,46,169,61,53,55,42,14,7,5,8,8,4,Medium,High,1,BelgianProLeague
be BEL,FW,Union SG,23,1998,29,29,"2,464",27.4,13,9,22,12,1,2,3,1,0.47,0.33,0.8,0.44,0.77,,,,,,,,,,,,,5500000.0,Dante Vanzeir,1442,D. Vanzeir,23,73,78,175,77,Right,75,FW,5,4700000,13000,354,68,75,66,71,74,331,70,71,59,58,73,392,88,82,76,68,78,380,75,85,79,70,71,320,66,38,74,73,69,94,39,24,31,44,7,7,11,14,5,3,Medium,Medium,1,BelgianProLeague
be BEL,FW,OH Leuven,21,2000,5,0,67,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,200000.0,Daan Vekemans,2911,D. Vekemans,21,62,71,180,75,Left,64,FW,9,900000,2000,302,62,61,63,62,54,258,60,49,36,53,60,346,74,77,71,59,65,314,61,70,57,65,61,236,33,38,56,51,58,104,21,49,34,57,11,10,13,9,14,3,Medium,Medium,1,BelgianProLeague
ma MAR,"FW,MF",Charleroi,20,2000,33,18,"1,695",18.8,5,3,8,5,0,0,0,0,0.27,0.16,0.42,0.27,0.42,,,,,,,,,,,,,1200000.0,Anass Zaroury,1863,A. Zaroury,20,68,79,176,68,Right,73,FW,11,2700000,5000,306,61,67,52,68,58,335,76,69,52,65,73,402,85,78,84,69,86,327,70,72,71,51,63,267,52,28,68,69,50,67,18,27,22,48,10,10,11,11,6,4,High,Medium,1,BelgianProLeague
ma MAR,"FW,MF",Union SG,18,2003,4,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,100000.0,Ilyes Ziani,3637,I. Ziani,18,55,71,180,70,Right,57,FW,16,325000,850,224,47,36,47,58,36,267,63,45,45,52,62,315,72,66,70,38,69,265,53,63,48,53,48,243,54,45,49,54,41,128,46,47,35,40,13,9,6,6,6,3,Medium,Medium,1,BelgianProLeague
nl NED,FW,Anderlecht,20,2001,32,28,"2,077",23.1,15,7,22,15,0,0,2,0,0.65,0.3,0.95,0.65,0.95,,,,,,,,,,,,,11000000.0,Joshua Zirkzee,1550,J. Zirkzee,20,71,81,193,89,Right,73,FW,10,4099999,30000,317,55,74,60,66,62,307,73,63,61,33,77,334,69,71,66,68,60,354,72,66,63,83,70,257,43,14,70,63,67,40,10,14,16,51,6,11,12,8,14,3,Medium,Low,1,BelgianProLeague
uy URU,"FW,MF",Grêmio,21,2002,10,0,112,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.2,1.0,2.0,3.0,14.0,0.69,0.12,0.81,0.69,0.81,6000000.0,Matias Arezo,666,M. Arezo,18,68,82,175,76,Right,70,FW,14,2800000,4000,317,54,66,66,57,74,284,70,48,49,46,71,357,76,64,72,71,74,343,74,73,68,60,68,291,59,40,68,61,63,94,28,36,30,45,8,6,12,10,9,3,High,Medium,1,Laliga
br BRA,"FW,MF",Atl Goianiense,18,2005,3,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.6,1.0,0.0,9.0,1.55,0.0,1.55,1.55,1.55,700000.0,Jean Carlos Alves Ferreira,1840,João Ferreira,20,69,79,185,79,Right,69,FW,10,2900000,4000,256,64,31,52,63,46,258,62,53,32,46,65,339,77,78,56,68,60,306,69,65,70,67,35,276,65,67,53,47,44,197,62,68,67,57,5,11,13,15,13,3,Medium,High,1,PrimeiraLigaPortugal
br BRA,"FW,MF",Botafogo (RJ),23,2001,35,33,"2,533",28.1,7,3,10,6,1,1,3,0,0.25,0.11,0.36,0.21,0.32,7.1,6.4,3.8,10.1,85.0,74.0,261.0,0.25,0.13,0.39,0.22,0.36,8000000.0,Luiz Henrique,375,Luis Henrique,19,73,77,181,78,Right,74,FW,4,4200000,16000,339,76,63,67,74,59,322,76,59,52,63,72,363,86,83,73,57,64,347,76,54,72,77,68,275,49,24,66,73,63,105,40,34,31,46,9,5,7,10,15,3,Medium,Low,1,BrazilSerieA
br BRA,"FW,MF",Botafogo (RJ),23,2001,35,33,"2,533",28.1,7,3,10,6,1,1,3,0,0.25,0.11,0.36,0.21,0.32,7.1,6.4,3.8,10.1,85.0,74.0,261.0,0.25,0.13,0.39,0.22,0.36,8000000.0,Luiz Henrique,375,Luis Henrique,19,73,77,181,78,Right,74,FW,4,4200000,16000,339,76,63,67,74,59,322,76,59,52,63,72,363,86,83,73,57,64,347,76,54,72,77,68,275,49,24,66,73,63,105,40,34,31,46,9,5,7,10,15,3,Medium,Low,1,BrazilSerieA
br BRA,FW,Cruzeiro,22,2002,16,13,"1,163",12.9,2,2,4,2,0,1,3,0,0.15,0.15,0.31,0.15,0.31,5.3,4.5,1.4,5.9,20.0,18.0,56.0,0.41,0.11,0.52,0.35,0.46,7000000.0,Kaio Jorge,603,Kaio Jorge,19,69,82,182,71,Right,71,FW,13,3300000,19000,309,44,73,64,66,62,287,76,47,40,51,73,365,76,77,75,69,68,329,65,68,69,63,64,237,48,18,66,41,64,56,24,14,18,44,14,5,9,8,8,3,High,Medium,1,SerieA
ve VEN,"FW,MF",Atl Goianiense,21,2002,12,5,478,5.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.4,1.3,22.0,12.0,45.0,0.16,0.08,0.24,0.16,0.24,350000.0,Matías Lacava,2173,M. Lacava,18,67,79,167,62,Left,68,FW,12,2400000,1000,275,63,63,36,65,48,288,70,43,50,60,65,345,73,75,62,62,73,259,51,44,70,44,50,238,33,22,61,66,56,78,25,28,25,54,14,6,11,13,10,2,High,Medium,1,PrimeiraLigaPortugal
ar ARG,FW,Palmeiras,23,2000,35,24,"2,140",23.8,10,2,12,10,0,0,8,0,0.42,0.08,0.5,0.42,0.5,9.4,9.4,3.0,12.3,32.0,41.0,111.0,0.39,0.13,0.52,0.39,0.52,700000.0,José López,664,Javi López,19,68,80,183,75,Left,68,FW,12,2700000,5000,232,64,26,62,59,21,203,49,35,31,28,60,332,69,72,69,65,57,238,23,55,69,66,25,254,60,68,47,43,36,200,66,68,66,63,11,13,14,14,11,3,Medium,Medium,1,BrazilSerieA
ar ARG,FW,Palmeiras,23,2000,35,24,"2,140",23.8,10,2,12,10,0,0,8,0,0.42,0.08,0.5,0.42,0.5,9.4,9.4,3.0,12.3,32.0,41.0,111.0,0.39,0.13,0.52,0.39,0.52,700000.0,José López,664,Javi López,19,68,80,183,75,Left,68,FW,12,2700000,5000,232,64,26,62,59,21,203,49,35,31,28,60,332,69,72,69,65,57,238,23,55,69,66,25,254,60,68,47,43,36,200,66,68,66,63,11,13,14,14,11,3,Medium,Medium,1,Laliga
ar ARG,FW,Palmeiras,23,2000,35,24,"2,140",23.8,10,2,12,10,0,0,8,0,0.42,0.08,0.5,0.42,0.5,9.4,9.4,3.0,12.3,32.0,41.0,111.0,0.39,0.13,0.52,0.39,0.52,700000.0,José López,664,Javi López,19,68,80,183,75,Left,68,FW,12,2700000,5000,232,64,26,62,59,21,203,49,35,31,28,60,332,69,72,69,65,57,238,23,55,69,66,25,254,60,68,47,43,36,200,66,68,66,63,11,13,14,14,11,3,Medium,Medium,1,Laliga2
ar ARG,FW,Palmeiras,23,2000,35,24,"2,140",23.8,10,2,12,10,0,0,8,0,0.42,0.08,0.5,0.42,0.5,9.4,9.4,3.0,12.3,32.0,41.0,111.0,0.39,0.13,0.52,0.39,0.52,700000.0,José López,664,Javi López,19,68,80,183,75,Left,68,FW,12,2700000,5000,232,64,26,62,59,21,203,49,35,31,28,60,332,69,72,69,65,57,238,23,55,69,66,25,254,60,68,47,43,36,200,66,68,66,63,11,13,14,14,11,3,Medium,Medium,1,LigaProfesionalArgentina
br BRA,"MF,FW",Ath Paranaense,17,2006,18,10,838,9.3,1,2,3,1,0,0,2,0,0.11,0.21,0.32,0.11,0.32,0.7,0.7,1.0,1.8,22.0,37.0,61.0,0.08,0.11,0.19,0.08,0.19,2000000.0,João Machado Cruz,744,Juan Cruz,21,66,78,177,72,Left,67,FW,12,2100000,5000,284,64,63,42,63,52,320,71,64,61,56,68,349,78,75,77,53,66,241,61,44,38,34,64,270,45,34,64,64,63,91,32,28,31,57,9,15,11,14,8,3,Medium,Medium,1,LigaProfesionalArgentina
br BRA,"FW,MF",Atlético Mineiro,23,2000,26,22,"1,991",22.1,8,1,9,7,1,1,3,1,0.36,0.05,0.41,0.32,0.36,5.9,5.1,1.6,6.7,54.0,79.0,158.0,0.27,0.07,0.34,0.23,0.3,11000000.0,Paulinho,319,Paulinho,20,74,81,177,77,Right,76,FW,7,8500000,29000,311,65,67,47,74,58,361,82,73,55,70,81,381,77,74,82,66,82,336,71,67,61,70,67,284,45,41,67,73,58,98,29,37,32,63,13,13,10,15,12,3,Medium,Medium,1,Bundesliga
br BRA,"FW,MF",Cruzeiro,20,2003,3,0,81,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,1.0,2.0,0.06,0.0,0.06,0.06,0.06,900000.0,João Pedro,476,João Pedro,19,71,84,182,70,Right,73,FW,13,4500000,20000,326,56,71,70,64,65,301,76,61,33,58,73,366,79,76,80,71,60,316,68,54,68,65,61,248,29,14,73,63,69,66,17,25,24,45,7,6,10,8,14,4,Medium,Medium,1,PremierLeague
ec ECU,"FW,MF",Flamengo,23,2000,11,8,684,7.6,1,0,1,1,0,0,1,0,0.13,0.0,0.13,0.13,0.13,1.6,1.6,1.9,3.5,25.0,27.0,68.0,0.21,0.25,0.46,0.21,0.46,6000000.0,Gonzalo Plata,1393,G. Plata,20,76,86,178,65,Left,78,FW,10,16500000,10000,325,70,67,44,73,71,347,82,76,53,56,80,415,87,85,88,75,80,316,70,51,62,66,67,309,61,40,75,73,60,127,43,46,38,57,13,8,14,10,12,3,High,Low,1,Laliga2
br BRA,"FW,MF",Juventude,18,2005,6,0,99,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,1.0,5.0,11.0,0.21,0.0,0.21,0.21,0.21,5000000.0,Ruan,919,Ruan,22,63,71,187,78,Right,65,FW,8,1000000,5000,196,34,26,63,44,29,176,36,33,27,39,41,289,62,68,48,54,57,261,35,74,60,68,24,222,54,62,28,33,45,204,61,70,73,52,9,6,10,12,15,2,Low,High,1,BrazilSerieA
br BRA,FW,Ath Paranaense,15,2008,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1500000.0,Kayke Santos,1751,Kenny Rocha Santos,21,69,78,174,68,Right,71,FW,9,3100000,5000,306,61,59,58,72,56,343,72,66,65,68,72,367,73,70,77,67,80,320,57,68,76,61,58,322,71,60,64,68,59,181,58,64,59,44,8,9,7,11,9,3,High,Medium,1,BelgianProLeague
ng NGA,FW,Greuther Fürth,22,1998,24,5,726,8.1,0,1,1,0,0,0,3,0,0.0,0.12,0.12,0.0,0.12,1.8,1.8,1.3,3.2,14.0,17.0,38.0,0.23,0.16,0.39,0.23,0.39,800000.0,Dickson Abiama,640,D. Abiama,22,68,76,184,79,Right,70,FW,8,2700000,9000,275,39,71,63,49,53,254,69,59,30,30,66,365,81,83,68,65,68,329,66,62,69,68,64,231,39,17,69,44,62,54,24,14,16,48,6,9,9,9,15,4,Medium,Medium,1,Bundesliga
de GER,"MF,FW",Eint Frankfurt,23,1998,13,1,259,2.9,0,1,1,0,0,0,0,0,0.0,0.35,0.35,0.0,0.35,0.4,0.4,0.4,0.9,8.0,2.0,29.0,0.14,0.16,0.3,0.14,0.3,1500000.0,Ragnar Ache,599,R. Ache,22,69,76,183,81,Right,71,FW,7,2900000,12000,294,33,67,78,60,56,236,63,44,32,32,65,361,80,78,67,66,70,361,72,88,66,77,58,239,53,17,66,43,60,72,31,19,22,48,6,12,8,12,10,3,High,Medium,1,Bundesliga
ma MAR,"FW,MF",Leverkusen,21,2000,25,13,"1,256",14.0,3,2,5,3,0,0,3,0,0.21,0.14,0.36,0.21,0.36,4.3,4.3,2.1,6.4,51.0,56.0,105.0,0.31,0.15,0.46,0.31,0.46,12000000.0,Amine Adli,320,A. Adli,21,74,84,174,60,Left,77,FW,10,9500000,32000,346,65,72,71,71,67,346,80,73,52,61,80,401,86,81,85,69,80,350,78,75,80,47,70,277,36,30,75,68,68,114,44,35,35,52,10,8,14,8,12,3,High,High,1,Bundesliga
xk KVX,"MF,FW",Hoffenheim,18,2002,2,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,400000.0,Fisnik Asllani,1058,F. Asllani,18,61,74,188,81,Right,63,FW,13,775000,2000,271,36,69,60,54,52,262,62,49,52,37,62,299,64,61,58,56,60,306,59,65,59,65,58,245,42,22,60,55,66,59,19,20,20,52,9,7,9,13,14,4,Medium,Medium,1,Bundesliga
ng NGA,FW,Union Berlin,23,1997,31,29,"2,174",24.2,15,1,16,13,2,2,1,0,0.62,0.04,0.66,0.54,0.58,13.6,12.0,2.4,14.4,36.0,51.0,171.0,0.56,0.1,0.66,0.5,0.6,20000000.0,Taiwo Awoniyi,200,T. Awoniyi,23,76,79,183,85,Right,78,FW,3,10500000,28000,345,57,77,74,71,66,287,72,55,35,56,69,379,79,84,70,76,70,384,82,81,73,83,65,310,77,33,77,53,70,75,25,27,23,44,10,7,9,8,10,2,High,Medium,1,Bundesliga
de GER,"DF,FW",Wolfsburg,23,1998,34,28,"2,446",27.2,3,5,8,3,0,0,4,0,0.11,0.18,0.29,0.11,0.29,1.8,1.8,5.3,7.1,74.0,104.0,171.0,0.07,0.19,0.26,0.07,0.26,20000000.0,Ridle Baku,68,R. Baku,23,80,85,176,75,Right,81,FW,5,32000000,59000,339,79,74,49,74,63,354,83,79,45,69,78,416,83,83,82,78,90,387,77,73,91,73,73,359,74,74,76,75,60,219,74,70,75,46,12,8,7,10,9,4,High,Medium,2,Bundesliga
at AUT,"MF,FW",Hoffenheim,21,1999,29,23,"1,888",21.0,7,2,9,7,0,0,5,0,0.33,0.1,0.43,0.33,0.43,7.0,7.0,3.7,10.8,34.0,83.0,116.0,0.33,0.18,0.51,0.33,0.51,22000000.0,Christoph Baumgartner,115,C. Baumgartner,21,78,84,180,73,Right,80,FW,6,22500000,27000,355,62,75,65,79,74,353,82,65,52,75,79,395,82,76,81,77,79,315,73,63,67,49,63,310,58,34,75,78,65,134,31,54,49,55,10,11,9,14,11,3,Medium,Medium,2,Bundesliga
eng ENG,"FW,DF",Gladbach,22,1999,4,0,50,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.05,0.0,0.05,0.05,0.05,1000000.0,Keanan Bennetts,898,K. Bennetts,22,63,70,179,78,Left,64,FW,7,975000,5000,279,65,53,44,62,55,334,71,65,73,58,67,346,76,75,70,52,73,274,70,34,54,62,54,256,45,41,50,50,70,131,31,53,47,46,11,8,10,10,7,4,High,Medium,1,Bundesliga
es ESP,FW,Leverkusen,16,2005,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,Iker Bravo,800,Iván Bravo,20,65,77,181,64,Left,65,FW,12,1600000,5000,222,54,33,52,54,29,261,65,49,39,50,58,340,77,75,59,58,71,243,29,55,74,50,35,238,55,59,44,36,44,190,58,67,65,59,14,8,13,15,9,3,High,Medium,1,Bundesliga
hr CRO,FW,Wolfsburg,23,1998,1,0,21,0.2,0,1,1,0,0,0,0,0,0.0,4.29,4.29,0.0,4.29,0.0,0.0,0.3,0.3,0.0,1.0,3.0,0.0,1.5,1.5,0.0,1.5,15000000.0,Josip Brekalo,121,J. Brekalo,23,78,84,175,70,Right,80,FW,6,22500000,56000,346,77,76,45,78,70,392,84,79,77,70,82,403,84,75,87,74,83,341,78,63,72,52,76,286,41,30,77,74,64,117,35,42,40,41,9,7,5,6,14,4,High,Low,2,Bundesliga
nl NED,"FW,MF",RB Leipzig,19,2002,9,1,131,1.5,0,2,2,0,0,0,0,0,0.0,1.37,1.37,0.0,1.37,0.6,0.6,0.7,1.4,1.0,2.0,12.0,0.42,0.51,0.93,0.42,0.93,9000000.0,Brian Brobbey,1506,B. Brobbey,19,72,82,180,78,Right,74,FW,10,5000000,27000,305,35,74,69,69,58,282,64,49,44,53,72,366,77,79,59,67,84,379,72,89,66,89,63,287,69,26,74,52,66,75,28,23,24,57,10,11,15,8,13,4,Medium,Low,1,Bundesliga
dk DEN,"FW,MF",Hoffenheim,22,1998,25,9,812,9.0,4,0,4,4,0,0,1,0,0.44,0.0,0.44,0.44,0.44,2.8,2.8,2.0,4.8,31.0,27.0,106.0,0.31,0.22,0.53,0.31,0.53,6000000.0,Jacob Bruun Larsen,395,J. Bruun Larsen,22,73,78,183,77,Right,74,FW,5,4700000,23000,331,67,72,58,72,62,356,72,73,70,67,74,385,83,87,75,72,68,340,76,75,58,69,62,310,68,59,73,66,44,154,56,54,44,53,14,6,11,11,11,4,Medium,Medium,1,Bundesliga
dk DEN,"FW,MF",Hoffenheim,22,1998,25,9,812,9.0,4,0,4,4,0,0,1,0,0.44,0.0,0.44,0.44,0.44,2.8,2.8,2.0,4.8,31.0,27.0,106.0,0.31,0.22,0.53,0.31,0.53,6000000.0,Jacob Bruun Larsen,395,J. Bruun Larsen,22,73,78,183,77,Right,74,FW,5,4700000,23000,331,67,72,58,72,62,356,72,73,70,67,74,385,83,87,75,72,68,340,76,75,58,69,62,310,68,59,73,66,44,154,56,54,44,53,14,6,11,11,11,4,Medium,Medium,1,Netherlands
de GER,"FW,MF",Mainz 05,21,2000,34,32,"2,611",29.0,11,3,14,10,1,1,0,0,0.38,0.1,0.48,0.34,0.45,12.8,12.0,2.7,14.8,65.0,64.0,200.0,0.44,0.09,0.54,0.42,0.51,17000000.0,Jonathan Burkardt,198,J. Burkardt,20,76,84,181,79,Right,78,FW,8,16500000,20000,343,59,78,66,72,68,326,82,60,44,63,77,391,79,86,76,76,74,365,76,75,77,69,68,315,71,37,77,66,64,112,44,35,33,52,14,9,9,6,14,3,High,Medium,1,Bundesliga
us USA,"FW,DF",Hoffenheim,17,2003,2,0,41,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,2.0,5.0,0.23,0.0,0.23,0.23,0.23,3000000.0,Justin Che,772,J. Che,17,65,82,185,79,Right,65,FW,17,1700000,500,235,60,27,59,62,27,242,61,50,24,47,60,343,74,74,70,60,65,258,24,77,71,68,18,251,61,63,51,51,25,183,57,66,60,52,7,12,7,13,13,2,High,High,1,Bundesliga
de GER,FW,Bayern Munich,17,2004,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.25,1000000.0,Lucas Copado,1125,L. Copado,17,60,77,179,70,Right,63,FW,17,625000,2000,276,43,64,48,61,60,273,70,54,41,44,64,315,62,59,67,59,68,273,65,51,50,45,62,229,36,18,53,57,65,58,15,21,22,51,8,8,12,12,11,3,Medium,Medium,1,Bundesliga
fr FRA,"FW,MF",Stuttgart,20,2001,21,11,"1,079",12.0,0,1,1,0,0,0,8,0,0.0,0.08,0.08,0.0,0.08,0.8,0.8,0.6,1.4,27.0,14.0,88.0,0.07,0.05,0.12,0.07,0.12,2500000.0,Tanguy Coulibaly,544,T. Coulibaly,20,70,80,175,72,Left,71,FW,10,3500000,11000,298,67,68,38,66,59,311,81,68,41,47,74,376,81,77,84,50,84,273,61,53,63,60,36,292,63,38,66,68,57,127,48,42,37,45,8,12,5,6,14,3,Medium,High,1,Bundesliga
fr FRA,"FW,MF",Leverkusen,22,1999,32,32,"2,760",30.7,13,12,25,13,0,1,10,1,0.42,0.39,0.82,0.42,0.82,8.0,7.2,9.2,16.4,131.0,110.0,261.0,0.26,0.3,0.56,0.24,0.54,60000000.0,Moussa Diaby,21,M. Diaby,21,83,88,170,68,Left,84,FW,5,56000000,55000,327,76,78,28,78,67,359,88,71,42,73,85,450,96,92,92,77,93,317,73,62,74,44,64,319,67,48,77,77,50,129,48,35,46,47,8,9,8,8,14,3,High,Low,2,Bundesliga
fr FRA,"FW,MF",Leverkusen,22,1999,32,32,"2,760",30.7,13,12,25,13,0,1,10,1,0.42,0.39,0.82,0.42,0.82,8.0,7.2,9.2,16.4,131.0,110.0,261.0,0.26,0.3,0.56,0.24,0.54,60000000.0,Moussa Diaby,21,M. Diaby,21,83,88,170,68,Left,84,FW,5,56000000,55000,327,76,78,28,78,67,359,88,71,42,73,85,450,96,92,92,77,93,317,73,62,74,44,64,319,67,48,77,77,50,129,48,35,46,47,8,9,8,8,14,3,High,Low,2,Ligue2
nl NED,FW,Hertha BSC,23,1998,2,1,138,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,0.02,0.0,0.02,0.02,0.02,6000000.0,Javairô Dilrosun,430,J. Dilrosun,23,72,77,174,74,Left,73,FW,5,3500000,25000,297,69,67,32,69,60,328,81,64,49,58,76,394,86,80,85,66,77,276,72,40,62,54,48,257,34,42,67,59,55,121,50,44,27,52,8,15,11,7,11,2,Medium,Low,1,Bundesliga
nl NED,"MF,FW",Hertha BSC,21,2000,21,6,718,8.0,3,0,3,3,0,0,1,0,0.38,0.0,0.38,0.38,0.38,1.5,1.5,0.4,1.9,9.0,24.0,48.0,0.19,0.05,0.24,0.19,0.24,3500000.0,Jurgen Ekkelenkamp,497,J. Ekkelenkamp,21,71,80,188,83,Right,73,FW,9,4200000,19000,323,57,69,66,73,58,330,74,63,48,70,75,329,68,60,67,71,63,354,68,72,75,73,66,320,64,57,75,69,55,178,62,61,55,51,13,6,12,14,6,4,Medium,Medium,1,Bundesliga
dk DEN,FW,Stuttgart,18,2003,6,0,123,1.4,1,0,1,1,0,0,0,0,0.73,0.0,0.73,0.73,0.73,0.4,0.4,0.0,0.4,2.0,3.0,18.0,0.26,0.0,0.26,0.26,0.26,3000000.0,Wahid Faghir,837,W. Faghir,17,64,84,185,85,Right,66,FW,20,1600000,1000,270,31,65,62,54,58,252,63,46,37,42,64,339,67,68,74,61,69,347,68,79,63,79,58,228,33,19,65,58,53,52,15,21,16,50,11,9,15,9,6,3,Medium,Medium,1,Bundesliga
de GER,"FW,MF",Stuttgart,23,1998,25,21,"1,714",19.0,3,2,5,3,0,0,3,0,0.16,0.11,0.26,0.16,0.26,3.2,3.2,4.2,7.4,61.0,69.0,102.0,0.17,0.22,0.39,0.17,0.39,4000000.0,Chris Führich,321,C. Führich,23,74,78,178,69,Right,75,FW,4,6000000,21000,324,67,71,54,74,58,334,74,68,50,68,74,391,83,75,83,70,80,328,69,66,79,49,65,302,58,43,70,70,61,170,56,59,55,43,6,7,12,12,6,4,High,Medium,1,Bundesliga
no NOR,FW,Dortmund,21,2000,24,21,"1,911",21.2,22,8,30,16,6,6,3,0,1.04,0.38,1.41,0.75,1.13,17.9,13.2,5.4,18.6,40.0,41.0,137.0,0.84,0.25,1.1,0.62,0.88,150000000.0,Erling Haaland,3,E. Haaland,20,88,94,194,94,Left,90,FW,6,143500000,110000,381,47,94,78,74,88,353,78,77,62,51,85,412,82,93,77,88,72,430,94,74,82,93,87,366,85,43,89,73,76,126,44,53,29,52,7,14,13,11,7,3,High,Medium,4,Bundesliga
de GER,"FW,MF",Arminia,22,1998,30,13,"1,364",15.2,0,3,3,0,0,0,2,0,0.0,0.2,0.2,0.0,0.2,1.9,1.9,1.4,3.3,32.0,55.0,83.0,0.12,0.09,0.22,0.12,0.22,2000000.0,Robin Hack,545,R. Hack,22,70,77,176,68,Right,73,FW,7,3200000,12000,317,63,70,49,68,67,308,75,56,49,54,74,403,85,77,87,68,86,283,70,39,76,45,53,255,38,29,68,66,54,93,33,31,29,45,8,9,9,10,9,4,High,Low,1,Bundesliga
de GER,FW,Bochum,18,2002,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,Luis Hartwig,1198,L. Hartwig,18,59,78,180,76,Right,61,FW,19,575000,2000,276,47,67,62,51,49,216,47,52,32,32,53,351,78,77,76,55,65,279,55,68,55,42,59,233,40,17,58,52,66,48,13,20,15,51,10,14,13,7,7,4,Medium,Medium,1,Bundesliga
