Nation,Position,Squad,Age_x,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,Non-Penalty Goals + Assists/90,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,xG/90,xAG/90,xG + xAG/90,npxG/90,npxG + xAG.1,MarketValue,Player,ID,Name,Age_y,Overall rating,Potential,Height,Weight,foot,Best overall,Best position,Growth,Value,Wage,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Att. Position,Vision,Penalties,Total defending,Defensive awareness,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Weak foot,Attacking work rate,Defensive work rate,International reputation,Source_League
fr FRA,"DF,FW",Monaco,18,2002,9,3,352,3.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,10.0,34.0,1.0,0.05,0.02,0.08,0.05,0.08,6000000.0,Chrislain Matsima,680,C. Matsima,18,67,83,193,80,Right,69,FW,16,2400000,4000,217,31,29,69,64,24,219,54,31,23,51,60,258,55,61,48,60,34,283,54,71,55,79,24,263,69,66,41,44,43,198,65,69,64,45,12,8,8,6,11,3,Medium,Medium,1,Ligue1
eng ENG,"FW,MF",Montpellier,22,1998,35,23,"2,030",22.6,9,0,9,9,0,0,3,0,0.4,0.0,0.4,0.4,0.4,5.6,5.6,1.2,6.8,76.0,23.0,140.0,0.25,0.05,0.3,0.25,0.3,8000000.0,Stephy Mavididi,192,S. Mavididi,22,76,81,182,71,Right,77,FW,5,11500000,26000,353,69,75,70,71,68,314,79,53,42,66,74,380,88,90,69,69,64,356,73,72,68,73,70,271,45,24,75,68,59,65,27,18,20,46,6,10,6,8,16,2,Medium,Medium,1,Ligue1
fr FRA,"MF,FW",Metz,22,1998,11,2,257,2.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.4,0.6,9.0,18.0,3.0,0.09,0.13,0.22,0.09,0.22,800000.0,Youssef Maziz,760,Y. Maziz,22,65,71,175,65,Right,67,FW,6,1100000,4000,275,58,51,40,72,54,344,65,62,74,71,72,334,66,68,67,59,74,288,64,50,65,55,54,254,45,29,57,66,57,88,23,34,31,50,7,9,14,10,10,3,High,Low,1,Ligue1
fr FRA,FW,Paris S-G,21,1998,31,27,"2,380",26.4,27,7,34,21,6,6,5,0,1.02,0.26,1.29,0.79,1.06,22.1,17.4,4.8,22.2,163.0,80.0,345.0,0.83,0.18,1.02,0.66,0.84,160000000.0,Kylian Mbappé,1,K. Mbappé,21,90,95,178,73,Right,91,FW,5,185500000,160000,408,78,91,73,83,83,394,92,79,63,70,90,458,96,96,92,92,82,404,86,77,86,76,79,351,62,38,91,80,80,100,34,34,32,42,13,5,7,11,6,4,High,Low,3,Ligue1
cd COD,"MF,FW",Reims,18,2002,32,28,"2,210",24.6,4,1,5,4,0,0,3,0,0.16,0.04,0.2,0.16,0.2,2.6,2.6,2.4,5.0,47.0,77.0,114.0,0.11,0.1,0.2,0.11,0.2,9000000.0,Nathanael Mbuku,636,N. Mbuku,18,68,81,170,65,Left,69,FW,13,2800000,4000,301,65,62,45,67,62,323,74,64,55,59,71,383,79,77,84,57,86,270,68,42,60,48,52,250,38,28,59,62,63,98,31,33,34,50,14,8,12,8,8,2,High,Medium,1,Ligue1
dz ALG,"FW,MF",Angers,23,1997,17,4,414,4.6,1,0,1,1,0,0,1,0,0.22,0.0,0.22,0.22,0.22,1.2,1.2,0.1,1.3,16.0,13.0,49.0,0.26,0.02,0.28,0.26,0.28,1600000.0,Farid El Melali,637,F. El Melali,23,68,74,168,65,Right,70,FW,6,1900000,8000,295,64,71,41,66,53,303,83,49,43,57,71,357,72,73,68,54,90,202,55,33,34,35,45,253,35,19,67,66,66,100,26,36,38,44,5,8,8,13,10,3,Medium,Low,1,Ligue1
cd COD,FW,Nantes,23,1996,1,1,82,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,3.0,7.0,0.09,0.0,0.09,0.09,0.09,750000.0,Samuel Moutoussamy,1793,S. Moutoussamy,23,69,74,176,72,Left,71,FW,5,2100000,10000,304,65,57,48,73,61,316,72,53,47,70,74,360,73,69,77,61,80,278,55,35,65,59,64,291,51,64,65,65,46,206,66,72,68,42,6,9,14,8,5,3,Medium,Medium,1,Ligue1
mr MTN,"FW,MF",Metz,20,2000,28,9,"1,001",11.1,3,4,7,3,0,0,4,0,0.27,0.36,0.63,0.27,0.63,1.4,1.4,2.4,3.8,41.0,22.0,81.0,0.13,0.22,0.34,0.13,0.34,3000000.0,Papa Ndiaga Yade,762,P. Yade,20,65,78,185,76,Left,66,FW,13,1700000,4000,304,63,64,58,57,62,300,70,65,50,46,69,330,81,77,66,49,57,314,69,50,56,73,66,249,50,20,59,56,64,79,26,24,29,60,13,9,14,13,11,3,Medium,Medium,1,Ligue1
fr FRA,"FW,MF",Nantes,20,2000,6,0,42,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.4,2.0,1.0,6.0,0.26,0.67,0.93,0.26,0.93,500000.0,Bridge Ndilu,950,B. Ndilu,19,62,78,186,80,Right,64,FW,16,1000000,3000,279,39,67,68,58,47,248,62,45,39,46,56,307,71,69,57,57,53,302,58,61,53,68,62,238,34,17,61,54,72,44,15,15,14,44,6,9,10,8,11,3,Medium,Medium,1,Ligue1
ch SUI,"FW,MF",Nice,19,2000,28,3,551,6.1,1,1,2,1,0,0,0,0,0.16,0.16,0.33,0.16,0.33,0.7,0.7,0.7,1.4,22.0,7.0,65.0,0.12,0.11,0.22,0.12,0.22,4000000.0,Dan Ndoye,574,D. Ndoye,19,69,77,183,78,Right,70,FW,8,3000000,10000,306,65,64,52,67,58,310,73,58,57,52,70,361,78,78,71,62,72,309,70,57,59,62,61,275,56,29,66,64,60,96,34,31,31,61,10,14,10,15,12,3,High,Medium,1,Ligue1
sn SEN,FW,Metz,21,1999,10,9,663,7.4,6,0,6,5,1,1,0,0,0.81,0.0,0.81,0.68,0.68,3.5,2.7,0.1,2.8,9.0,12.0,44.0,0.47,0.02,0.49,0.37,0.38,9000000.0,Ibrahima Niane,416,I. Niane,21,72,81,187,73,Right,74,FW,9,5500000,12000,316,56,74,75,58,53,292,73,56,51,44,68,355,84,79,73,64,55,351,79,72,64,69,67,241,36,11,71,52,71,41,11,14,16,46,10,7,8,6,15,3,High,Low,1,Ligue1
fr FRA,"MF,FW",Saint-Étienne,22,1998,32,20,"1,771",19.7,4,4,8,4,0,0,1,0,0.2,0.2,0.41,0.2,0.41,3.9,3.9,2.9,6.9,55.0,46.0,101.0,0.2,0.15,0.35,0.2,0.35,5000000.0,Arnaud Nordin,376,A. Nordin,22,73,81,170,69,Left,74,FW,8,7000000,21000,325,65,69,67,72,52,329,76,67,44,66,76,374,79,80,71,66,78,332,74,63,63,64,68,259,31,33,72,68,55,94,36,32,26,56,14,6,13,10,13,4,Medium,Medium,1,Ligue1
fr FRA,"FW,MF",Bordeaux,23,1996,38,27,"2,420",26.9,4,4,8,4,0,0,2,0,0.15,0.15,0.3,0.15,0.3,3.9,3.9,5.0,8.9,77.0,77.0,210.0,0.15,0.19,0.33,0.15,0.33,7000000.0,Remi Oudin,241,R. Oudin,23,75,78,185,79,Left,76,FW,3,7500000,25000,360,74,73,69,75,69,369,76,78,73,66,76,359,71,74,72,73,69,368,75,77,73,71,72,287,45,26,75,73,68,87,37,27,23,51,8,13,11,13,6,3,Medium,High,1,Ligue1
it ITA,"FW,MF",Monaco,19,2001,16,0,230,2.6,1,0,1,1,0,0,2,1,0.39,0.0,0.39,0.39,0.39,2.1,2.1,0.2,2.3,6.0,2.0,16.0,0.81,0.08,0.89,0.81,0.89,6000000.0,Pietro Pellegri,627,P. Pellegri,19,68,80,188,80,Right,70,FW,12,2900000,11000,299,50,70,62,61,56,296,68,56,54,50,68,311,67,72,61,64,47,322,70,63,55,73,61,250,46,18,72,55,59,46,19,12,15,49,7,14,6,8,14,3,Medium,Medium,1,Ligue1
pt POR,"FW,MF",Angers,23,1996,28,16,"1,467",16.3,4,1,5,4,0,0,5,0,0.25,0.06,0.31,0.25,0.31,2.1,2.1,0.6,2.7,24.0,44.0,87.0,0.13,0.04,0.16,0.13,0.16,3500000.0,Mathias Pereira Lage,308,M. Pereira Lage,23,74,80,180,67,Right,75,FW,6,6500000,18000,357,72,72,68,73,72,354,73,73,64,70,74,373,79,78,80,62,74,386,76,84,85,67,74,302,31,62,69,73,67,95,22,49,24,46,9,15,5,11,6,3,Medium,Medium,1,Ligue1
fr FRA,FW,Dijon,19,2000,4,1,93,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,4.0,0.45,0.0,0.45,0.45,0.45,700000.0,Rayan Philippe,3317,R. Philippe,19,59,72,182,78,Left,61,FW,13,550000,2000,263,39,65,59,53,47,232,53,48,32,39,60,287,54,54,56,58,65,298,62,61,59,62,54,243,40,20,59,56,68,54,15,17,22,45,9,13,6,11,6,2,High,Low,1,Ligue1
br BRA,"FW,MF",Rennes,23,1996,6,5,404,4.5,1,2,3,1,0,0,0,0,0.22,0.45,0.67,0.22,0.67,0.9,0.9,0.9,1.7,11.0,12.0,31.0,0.2,0.19,0.39,0.2,0.39,30000000.0,Raphinha,28,Raphinha,23,82,87,176,68,Left,83,FW,5,46000000,110000,345,78,74,45,76,72,391,84,81,75,70,81,431,91,91,88,82,79,380,81,74,85,64,76,362,76,55,81,77,73,137,45,54,38,50,8,7,13,8,14,4,High,High,1,Ligue1
fr FRA,"MF,FW",Nice,22,1998,14,12,"1,058",11.8,1,2,3,1,0,0,1,0,0.09,0.17,0.26,0.09,0.26,1.7,1.7,2.3,3.9,36.0,71.0,62.0,0.14,0.19,0.34,0.14,0.34,22000000.0,Jeff Reine-Adélaïde,246,J. Reine-Adélaïde,22,75,84,184,75,Right,79,FW,9,12500000,43000,334,65,70,58,78,63,348,83,61,53,72,79,372,77,75,78,76,66,362,79,73,75,68,67,327,56,64,75,77,55,151,41,61,49,60,10,15,11,16,8,3,High,Medium,1,Ligue1
fr FRA,"MF,FW",Saint-Étienne,18,2002,17,1,239,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,6.0,9.0,18.0,0.04,0.02,0.06,0.04,0.06,2500000.0,Maxence Rivera,958,M. Rivera,18,62,79,168,61,Right,64,FW,17,1000000,2000,268,49,58,45,63,53,274,67,55,37,51,64,366,77,75,79,53,82,254,61,44,55,40,54,229,35,20,58,58,58,64,25,24,15,47,8,6,15,12,6,3,High,Medium,1,Ligue1
fr FRA,"DF,FW",Marseille,22,1998,2,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1000000.0,Christopher Rocchia,685,C. Rocchia,22,67,71,172,70,Left,67,FW,4,1400000,9000,251,61,37,58,63,32,264,57,55,37,54,61,370,75,77,75,64,79,300,60,69,74,59,38,269,61,60,53,48,47,191,60,64,67,49,12,12,9,9,7,3,Medium,Medium,1,Ligue1
fr FRA,"FW,MF",Nantes,23,1996,6,0,56,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.2,3.0,4.0,1.0,0.23,0.05,0.28,0.23,0.28,300000.0,Roli Pereira de Sa,1023,R. Pereira de Sa,23,61,67,177,71,Left,65,FW,6,525000,4000,295,59,55,59,64,58,293,64,47,55,62,65,345,76,73,74,52,70,273,59,50,58,58,48,295,62,58,58,62,55,155,43,58,54,61,8,16,14,8,15,3,Medium,Medium,1,Ligue1
fr FRA,FW,Dijon,22,1998,10,3,342,3.8,1,0,1,1,0,0,1,0,0.26,0.0,0.26,0.26,0.26,0.7,0.7,0.8,1.5,0.0,6.0,27.0,0.18,0.2,0.39,0.18,0.39,1000000.0,Aurélien Scheidler,2286,A. Scheidler,22,66,74,192,90,Right,68,FW,8,1900000,4000,296,39,71,70,59,57,276,61,59,55,37,64,242,54,54,35,59,40,346,70,64,68,78,66,270,63,24,66,52,65,75,21,32,22,54,13,6,13,8,14,2,Medium,Low,1,Ligue1
fr FRA,"FW,MF",Nice,20,2000,4,0,66,0.7,1,0,1,1,0,0,1,0,1.36,0.0,1.36,1.36,1.36,0.2,0.2,0.0,0.2,3.0,3.0,15.0,0.31,0.0,0.31,0.31,0.31,350000.0,Malik Sellouki,718,M. Sellouki,20,66,77,177,67,Right,68,FW,11,1900000,7000,305,59,61,51,68,66,318,72,58,57,61,70,331,68,71,66,58,68,298,66,60,59,52,61,281,45,47,61,64,64,144,50,50,44,52,9,14,15,6,8,4,High,Medium,1,Ligue1
nl NED,"FW,MF",Reims,22,1998,24,6,652,7.2,0,1,1,0,0,0,2,0,0.0,0.14,0.14,0.0,0.14,0.9,0.9,0.5,1.5,4.0,22.0,38.0,0.13,0.07,0.2,0.13,0.2,3000000.0,Kaj Sierhuis,577,K. Sierhuis,22,69,77,180,83,Right,71,FW,8,3200000,11000,311,40,72,68,63,68,301,66,60,63,44,68,316,61,68,52,64,71,359,74,63,73,82,67,283,65,20,70,58,70,70,36,19,15,51,13,8,12,8,10,3,High,Low,1,Ligue1
fr FRA,FW,Lyon,17,2003,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600000.0,Florent da Silva,568,Fábio Silva,17,69,85,185,75,Right,71,FW,16,3500000,7000,289,41,70,62,46,70,266,73,52,31,38,72,363,76,74,72,73,68,336,72,72,58,70,64,268,54,17,71,56,70,53,16,21,16,46,6,12,7,13,8,4,High,High,1,Ligue1
fr FRA,FW,Lyon,17,2003,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600000.0,Florent da Silva,568,Fábio Silva,17,69,85,185,75,Right,71,FW,16,3500000,7000,289,41,70,62,46,70,266,73,52,31,38,72,363,76,74,72,73,68,336,72,72,58,70,64,268,54,17,71,56,70,53,16,21,16,46,6,12,7,13,8,4,High,High,1,PremierLeague
fr FRA,FW,Dijon,19,2001,5,2,169,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,2.0,3.0,11.0,0.1,0.05,0.15,0.1,0.15,400000.0,Jacques Siwe,1293,J. Siwe,18,57,74,183,72,Right,59,FW,17,425000,1000,254,35,61,59,51,48,226,56,44,36,37,53,295,62,63,57,54,59,275,58,65,52,50,50,216,30,18,59,47,62,58,19,22,17,56,13,9,12,9,13,3,Medium,Medium,1,Ligue1
fr FRA,FW,Lyon,20,2000,3,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400000.0,Yaya Soumaré,948,Y. Soumaré,20,62,75,173,55,Right,62,FW,13,950000,8000,274,56,61,47,59,51,266,65,53,41,44,63,360,69,76,82,51,82,280,62,53,51,56,58,225,44,14,55,54,58,68,20,27,21,41,6,6,12,8,9,3,Medium,Medium,1,Ligue1
pt POR,"FW,MF",Brest,23,1997,4,0,43,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.4,0.0,0.0,2.0,0.6,0.14,0.74,0.6,0.74,1200000.0,Heriberto Tavares,1762,Heriberto Tavares,23,70,76,181,66,Left,72,FW,6,2500000,10000,320,61,68,61,63,67,342,75,73,70,50,74,377,79,79,76,70,73,343,82,56,71,62,72,278,59,22,66,61,70,84,23,33,28,43,7,13,8,7,8,5,High,Medium,1,Ligue1
cg CGO,"MF,FW",Metz,22,1998,15,4,495,5.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.4,4.0,24.0,12.0,0.06,0.01,0.08,0.06,0.08,1500000.0,Warren Tchimbembé,761,W. Tchimbembé,22,65,74,180,74,Left,68,FW,9,1600000,4000,284,58,63,38,69,56,277,67,51,28,65,66,357,79,85,74,60,59,292,65,38,68,58,63,280,49,58,59,62,52,178,46,66,66,55,12,12,12,13,6,2,High,Medium,1,Ligue1
fr FRA,"FW,MF",Rennes,23,1997,34,30,"2,436",27.1,9,7,16,8,1,1,2,1,0.33,0.26,0.59,0.3,0.55,5.3,4.6,3.6,8.2,57.0,64.0,188.0,0.2,0.13,0.33,0.17,0.3,13000000.0,Martin Terrier,153,M. Terrier,23,77,81,184,73,Right,79,FW,4,15500000,42000,365,72,78,69,78,68,360,76,77,58,72,77,382,82,83,73,76,68,363,78,71,69,68,77,299,55,27,79,76,62,99,34,31,34,43,12,5,13,5,8,3,Medium,High,1,Ligue1
sn SEN,FW,Metz,21,1999,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.25,0.0,0.25,0.25,0.25,1000000.0,Cheikh Tidiane Sabaly,2116,C. Sabaly,21,67,78,168,56,Right,68,FW,11,2300000,5000,293,63,65,46,65,54,291,71,54,41,58,67,380,79,79,80,56,86,246,59,55,62,31,39,230,31,19,67,54,59,46,16,11,19,69,15,14,14,11,15,3,High,Low,1,Ligue1
fr FRA,"FW,MF",Saint-Étienne,19,2001,3,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14,350000.0,Tyron Tormin,1033,T. Tormin,19,61,76,172,67,Right,62,FW,15,775000,3000,257,56,55,41,54,51,277,64,53,49,48,63,356,79,79,72,51,75,285,56,59,60,59,51,234,39,19,60,54,62,85,21,33,31,43,9,6,10,12,6,3,Medium,Medium,1,Ligue1
fr FRA,"MF,FW",Nice,19,2000,5,1,109,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,2.0,8.0,5.0,0.07,0.07,0.13,0.07,0.13,2000000.0,Alexis Trouillet,682,A. Trouillet,19,67,78,175,65,Left,69,FW,11,2200000,6000,274,58,44,59,73,40,315,72,58,43,70,72,358,68,66,77,69,78,276,60,56,59,58,43,297,58,59,58,71,51,168,55,59,54,46,14,10,6,7,9,3,Medium,Medium,1,Ligue1
fr FRA,FW,Montpellier,17,2003,18,3,555,6.2,3,1,4,3,0,0,1,0,0.49,0.16,0.65,0.49,0.65,2.5,2.5,0.4,2.8,16.0,6.0,44.0,0.4,0.06,0.45,0.4,0.45,5000000.0,Elye Wahi,681,E. Wahi,17,67,80,184,74,Right,69,FW,13,2300000,2000,294,49,69,55,59,62,302,73,60,47,51,71,368,85,82,74,59,68,313,61,67,54,68,63,274,57,28,66,59,64,75,25,27,23,51,13,7,5,12,14,3,Medium,Medium,1,Ligue1
us USA,"FW,MF",Lille,20,2000,28,7,878,9.8,3,0,3,3,0,0,1,0,0.31,0.0,0.31,0.31,0.31,3.0,3.0,1.2,4.2,26.0,19.0,80.0,0.31,0.12,0.43,0.31,0.43,12000000.0,Timothy Weah,360,T. Weah,20,73,82,183,66,Right,75,FW,9,6500000,22000,339,62,73,67,69,68,317,75,64,41,63,74,398,85,87,85,70,71,331,70,69,59,64,69,294,48,40,74,72,60,112,38,39,35,57,7,9,12,15,14,3,High,Medium,1,Ligue1
cd COD,"MF,FW",Lorient,23,1996,38,30,"2,674",29.7,10,4,14,6,4,5,2,0,0.34,0.13,0.47,0.2,0.34,12.1,8.8,3.5,12.3,81.0,63.0,184.0,0.41,0.12,0.53,0.3,0.41,10000000.0,Yoane Wissa,367,Y. Wissa,23,73,79,176,74,Right,74,FW,6,4800000,21000,322,64,74,54,65,65,297,76,46,41,60,74,399,84,91,81,70,73,353,75,75,71,67,65,291,61,22,73,65,70,66,25,23,18,50,14,7,6,8,15,3,High,Low,1,Ligue1
tr TUR,"FW,MF",Lille,23,1997,32,10,"1,086",12.1,7,4,11,7,0,0,1,0,0.58,0.33,0.91,0.58,0.91,4.2,4.2,4.0,8.2,25.0,52.0,85.0,0.35,0.33,0.68,0.35,0.68,20000000.0,Yusuf Yazıcı,102,Y. Yazıcı,23,78,82,185,74,Left,80,FW,4,20500000,36000,372,77,74,68,81,72,397,82,82,76,75,82,354,65,71,73,76,69,361,81,54,75,71,80,336,71,40,77,79,69,137,38,54,45,47,10,12,5,13,7,4,Medium,Medium,1,Ligue1
dz ALG,"MF,FW",Bordeaux,21,1999,27,15,"1,187",13.2,1,1,2,1,0,0,3,1,0.08,0.08,0.15,0.08,0.15,1.6,1.6,1.3,3.0,30.0,56.0,48.0,0.12,0.1,0.22,0.12,0.22,2500000.0,Mehdi Zerkane,678,M. Zerkane,20,67,77,185,73,Left,69,FW,10,2200000,8000,306,58,54,66,71,57,302,68,56,43,66,69,313,63,66,59,68,57,321,64,63,68,69,57,323,67,60,65,66,65,175,58,62,55,49,7,5,8,14,15,3,Medium,Medium,1,Ligue1
ml MLI,"FW,MF",Strasbourg,23,1996,23,2,436,4.8,2,0,2,2,0,0,0,0,0.41,0.0,0.41,0.41,0.41,0.9,0.9,0.6,1.5,18.0,20.0,45.0,0.18,0.13,0.31,0.18,0.31,2000000.0,Kévin Zohi,472,K. Zohi,23,71,77,177,70,Right,72,FW,6,3000000,16000,329,65,69,66,67,62,312,79,60,45,55,73,371,79,81,84,59,68,326,67,70,67,61,61,248,32,16,67,64,69,64,19,23,22,53,7,13,9,14,10,3,High,Medium,1,Ligue1
dz ALG,"FW,MF",Le Havre,20,1999,25,17,"1,387",15.4,2,1,3,1,1,1,2,1,0.13,0.06,0.19,0.06,0.13,,,,,,,,,,,,,1800000.0,Himad Abdelli,2761,H. Abdelli,20,63,76,188,81,Left,65,FW,13,1200000,2000,275,48,51,61,65,50,287,70,45,47,59,66,295,68,65,56,61,45,305,65,63,60,69,48,257,63,30,55,68,41,150,47,56,47,56,9,8,14,13,12,3,Medium,Low,1,Ligue2
ma MAR,"FW,MF",Toulouse,20,2000,33,29,"2,507",27.9,8,7,15,8,0,0,5,1,0.29,0.25,0.54,0.29,0.54,,,,,,,,,,,,,6000000.0,Amine Adli,1943,A. Adli,20,68,82,174,60,Left,71,FW,14,2900000,3000,319,61,70,63,70,55,318,71,67,49,59,72,373,81,81,72,62,77,288,73,43,64,50,58,254,35,24,66,63,66,104,34,35,35,52,10,8,14,8,12,3,Medium,Medium,1,Ligue2
fr FRA,"MF,FW",Le Havre,21,1999,24,12,"1,236",13.7,3,2,5,3,0,0,3,0,0.22,0.15,0.36,0.22,0.36,,,,,,,,,,,,,700000.0,Nabil Alioui,2760,N. Alioui,21,63,73,175,64,Right,65,FW,10,1100000,2000,307,61,67,57,64,58,306,70,57,52,60,67,318,61,75,70,45,67,313,66,74,57,57,59,225,35,25,61,50,54,70,27,22,21,38,7,8,7,9,7,4,Medium,Low,1,Ligue2
fr FRA,FW,Toulouse,17,2002,30,12,"1,147",12.7,7,1,8,7,0,0,2,1,0.55,0.08,0.63,0.55,0.63,,,,,,,,,,,,,3000000.0,Janis Antiste,2110,J. Antiste,17,67,82,182,77,Right,69,FW,15,2300000,600,294,35,69,64,61,65,273,65,55,40,43,70,345,80,79,72,58,56,321,71,70,62,59,59,225,30,14,63,49,69,44,15,15,14,59,13,11,15,7,13,3,Medium,Medium,1,Ligue2
fr FRA,"MF,FW",Paris FC,20,2000,27,4,633,7.0,3,1,4,3,0,0,1,0,0.43,0.14,0.57,0.43,0.57,,,,,,,,,,,,,700000.0,Said Arab,2772,S. Arab,19,63,74,178,79,Right,66,FW,11,1000000,1000,259,54,54,39,62,50,299,70,61,48,52,68,356,74,73,75,59,75,317,70,52,74,58,63,277,63,44,56,61,53,131,48,40,43,60,14,10,9,14,13,3,High,High,1,Ligue2
fr FRA,"FW,MF",Chambly Oise,20,2000,17,6,581,6.5,2,0,2,2,0,0,0,0,0.31,0.0,0.31,0.31,0.31,,,,,,,,,,,,,600000.0,Bastian Badu,3062,B. Badu,20,61,75,188,86,Left,63,FW,14,800000,4000,255,32,62,66,54,41,238,55,50,36,39,58,288,63,61,60,60,44,336,63,67,65,82,59,224,29,20,60,54,61,62,18,19,25,37,7,6,7,5,12,3,Medium,Medium,1,Ligue2
dz ALG,"MF,FW",Nancy,22,1998,22,3,545,6.1,2,2,4,2,0,0,1,0,0.33,0.33,0.66,0.33,0.66,,,,,,,,,,,,,700000.0,Yanis Barka,3187,Y. Barka,22,60,68,183,75,Right,62,FW,8,550000,1000,282,55,59,56,57,55,262,61,56,36,49,60,310,62,64,60,59,65,296,58,62,56,61,59,236,37,15,62,60,62,49,20,16,13,42,13,7,9,8,5,3,Medium,Low,1,Ligue2
fr FRA,FW,Niort,20,2000,9,0,129,1.4,1,0,1,1,0,0,2,0,0.7,0.0,0.7,0.7,0.7,,,,,,,,,,,,,500000.0,Antoine Baroan,3052,A. Baroan,20,61,69,188,82,Left,64,FW,8,725000,1000,289,51,61,56,62,59,298,60,57,62,52,67,333,80,77,71,44,61,286,55,59,52,68,52,240,30,21,65,59,65,68,15,31,22,47,14,7,9,8,9,3,Medium,Medium,1,Ligue2
fr FRA,"MF,FW",Nancy,22,1997,19,17,"1,475",16.4,7,3,10,5,2,2,2,0,0.43,0.18,0.61,0.31,0.49,,,,,,,,,,,,,2000000.0,Amine Bassi,1728,A. Bassi,22,70,77,173,69,Right,72,FW,7,3200000,4000,316,65,65,59,70,57,340,72,66,66,65,71,357,72,65,76,66,78,326,68,57,72,56,73,311,59,49,65,72,66,139,39,49,51,48,7,13,5,9,14,4,High,Low,1,Ligue2
ma MAR,"FW,MF",Auxerre,19,2001,19,0,171,1.9,2,0,2,2,0,0,0,0,1.05,0.0,1.05,1.05,1.05,,,,,,,,,,,,,1000000.0,Yanis Begraoui,3175,Y. Begraoui,18,60,79,178,70,Right,62,FW,19,625000,500,268,49,66,57,50,46,242,65,36,50,35,56,364,74,78,67,65,80,290,52,68,69,53,48,225,34,17,56,50,68,51,13,18,20,49,9,9,14,12,5,5,High,Low,1,Ligue2
gh GHA,FW,Le Havre,19,2001,7,4,312,3.5,1,0,1,1,0,0,2,0,0.29,0.0,0.29,0.29,0.29,,,,,,,,,,,,,300000.0,Godwin Bentil,2921,G. Bentil,19,62,75,185,73,Right,64,FW,13,950000,1000,271,41,66,61,54,49,241,55,50,39,39,58,323,73,75,60,55,60,329,66,69,66,72,56,224,27,19,59,50,69,47,17,11,19,56,11,8,14,9,14,3,Medium,Low,1,Ligue2
mq MTQ,"MF,FW",Nancy,22,1997,31,28,"2,404",26.7,12,2,14,12,0,0,5,0,0.45,0.07,0.52,0.45,0.52,,,,,,,,,,,,,1300000.0,Mickaël Biron,2446,M. Biron,22,65,70,170,71,Right,67,FW,5,1100000,2000,293,54,67,56,60,56,254,65,48,28,49,64,364,76,72,74,66,76,315,63,60,68,65,59,244,48,10,67,59,60,45,12,18,15,51,10,15,12,8,6,2,High,Medium,1,Ligue2
