MarketValue,Growth,league_score,Season,country_score,Source_League,Nation,Best position,Matches Played,International reputation,Sprint speed,Age,Best overall,Name,foot,team_score
13000000,9,3,2021,5,Championship,eng ENG,MF,30,1,76,21,76,J. Dasilva,Left,4
380000,10,3,2021,5,Championship,eng ENG,MF,15,1,64,21,67,J. Davenport,Left,4
380000,15,3,2021,5,Championship,ng NGA,MF,8,1,67,19,60,F. Dele-Bashiru,Right,5
890000,14,3,2021,5,Championship,ng NGA,MF,2,1,59,20,61,T. Dele-Bashiru,Right,5
2600000,7,3,2021,5,Championship,eng ENG,MF,39,1,61,21,73,K. Dewsbury-Hall,Left,3
1300000,8,3,2021,5,Championship,eng ENG,MF,26,1,70,21,69,Y. Dhanda,Right,3
3800000,5,3,2021,5,Championship,eng ENG,MF,24,1,66,22,73,K. Dowell,Left,4
320000,13,3,2021,5,Championship,eng ENG,MF,7,1,70,20,63,J. Eccles,Right,2
5100000,7,3,2021,4,Championship,nl NED,MF,23,1,51,22,73,C. Eiting,Left,3
19000000,15,3,2021,5,Championship,eng ENG,MF,41,1,77,17,74,H. Elliott,Left,4
1300000,11,3,2021,5,Championship,eng ENG,MF,19,1,56,22,68,S. Field,Left,3
130000,17,3,2021,5,Championship,ng NGA,MF,2,1,73,19,56,S. Folarin,Right,3
5700000,8,3,2021,3,Championship,fi FIN,MF,39,1,70,21,70,M. Forss,Right,4
5100000,15,3,2021,5,Championship,eng ENG,MF,20,1,67,19,70,J. Garner,Right,5
8900000,12,3,2021,5,Championship,eng ENG,MF,5,1,70,20,73,M. Gibbs-White,Right,3
1700000,12,3,2021,5,Championship,eng ENG,MF,23,1,90,20,68,R. Giles,Left,2
320000,18,3,2021,5,Championship,eng ENG,MF,1,1,62,15,54,K. Gordon,Right,3
1000000,9,3,2021,5,Championship,eng ENG,MF,11,1,79,22,69,A. Green,Right,5
1000000,9,3,2021,3,Championship,fi FIN,MF,18,1,48,22,67,A. Halme,Right,5
2600000,7,3,2021,4,Championship,nl NED,MF,42,1,67,23,75,G. Hamer,Right,2
3200000,12,3,2021,5,Championship,eng ENG,MF,18,1,67,20,69,R. Harper,Right,3
770000,9,3,2021,5,Championship,wls WAL,MF,16,1,68,21,63,M. Harris,Right,4
450000,13,3,2021,5,Championship,eng ENG,MF,3,1,60,20,61,A. Hunt,Right,5
3800000,16,3,2021,2,Championship,ie IRL,MF,17,1,73,19,68,A. Idah,Right,4
8900000,7,3,2021,4,Championship,de GER,MF,41,1,68,22,73,V. Janelt,Left,4
5100000,8,3,2021,3,Championship,pl POL,MF,41,1,90,22,71,K. Jóźwiak,Right,3
150000000,9,3,2021,5,Championship,eng ENG,MF,24,1,72,21,68,H. Kane,Right,5
260000,16,3,2021,5,Championship,us USA,MF,11,1,80,18,63,C. Kelman,Right,3
190000,14,3,2021,2,Championship,ie IRL,MF,1,1,66,20,63,G. Kilkenny,Right,4
770000,7,3,2021,2,Championship,ie IRL,MF,43,1,58,19,70,J. Knight,Right,3
770000,7,3,2021,5,Championship,eng ENG,MF,37,1,58,22,70,J. Knight,Right,1
2600000,6,3,2021,5,Championship,eng ENG,MF,36,1,65,22,72,R. Ledson,Right,3
1900000,6,3,2021,5,Championship,eng ENG,MF,34,1,90,21,68,J. Leko,Right,3
1000000,5,3,2021,5,Championship,eng ENG,MF,14,1,76,23,69,C. Mahoney,Left,1
6400000,16,3,2021,4,Championship,fr FRA,MF,27,1,69,19,69,H. Massengo,Right,3
1000000,7,3,2021,1,Championship,au AUS,MF,15,1,77,21,74,R. McGree,Left,3
890000,10,3,2021,5,Championship,sct SCO,MF,26,1,57,21,70,T. McIntyre,Left,4
160000,9,3,2021,2,Championship,ie IRL,MF,16,1,75,21,64,D. McNamara,Right,1
380000,13,3,2021,3,Championship,al ALB,MF,29,1,60,19,64,A. Mehmeti,Right,1
640000,13,3,2021,5,Championship,eng ENG,MF,16,1,67,20,63,B. Mitchell,Right,1
1300000,12,3,2021,2,Championship,ie IRL,MF,15,1,63,20,69,J. Molumby,Right,3
130000,13,3,2021,5,Championship,eng ENG,MF,3,1,64,19,58,J. Moon,Right,5
510000,7,3,2021,5,Championship,wls WAL,MF,10,1,67,23,68,J. Morrell,Right,3
190000,9,3,2021,3,Championship,zw ZIM,MF,17,1,65,21,64,A. Muskwe,Right,1
190000,10,3,2021,5,Championship,eng ENG,MF,11,1,78,21,59,S. Nombe,Right,3
3800000,9,3,2021,5,Championship,eng ENG,MF,42,1,67,21,71,L. O'Brien,Left,3
1300000,7,3,2021,5,Championship,eng ENG,MF,46,1,77,22,74,C. O'Hare,Right,2
1100000,13,3,2021,5,Championship,eng ENG,MF,16,1,65,20,65,T. Oakley-Boothe,Right,3
510000,11,3,2021,3,Championship,ke KEN,MF,11,1,76,21,63,C. Oduor,Left,5
510000,12,3,2021,5,Championship,ng NGA,MF,8,1,69,20,66,N. Ofoborh,Right,1
260000,6,3,2021,2,Championship,ie IRL,MF,11,1,90,23,67,C. Ogbene,Right,2
3800000,7,3,2021,5,Championship,eng ENG,MF,41,1,77,23,69,S. Ojo,Left,4
19000000,13,3,2021,4,Championship,fr FRA,MF,44,1,77,18,74,M. Olise,Left,4
190000,13,3,2021,5,Championship,eng ENG,MF,1,1,69,19,61,J. Onen,Right,4
770000,5,3,2021,5,Championship,eng ENG,MF,43,1,87,23,69,F. Onyedinma,Right,1
2300000,5,3,2021,5,Championship,jm JAM,MF,23,1,72,23,71,K. Palmer,Right,3
1000000,7,3,2021,5,Championship,eng ENG,MF,34,1,59,20,68,R. Palmer,Right,5
260000,6,3,2021,5,Championship,eng ENG,MF,6,1,67,22,64,A. Pattison,Right,1
190000,15,3,2021,5,Championship,wls WAL,MF,5,1,77,18,57,S. Pearson,Right,3
380000,7,3,2021,5,Championship,eng ENG,MF,12,1,72,22,67,M. Penney,Left,5
3800000,12,3,2021,5,Championship,pt POR,MF,14,1,71,20,71,Domingos Quina,Right,5
3800000,6,3,2021,3,Championship,zw ZIM,MF,42,1,83,23,75,A. Rinomhota,Right,4
2600000,5,3,2021,5,Championship,eng ENG,MF,15,1,75,23,74,P. Roberts,Left,3
510000,12,3,2021,5,Championship,eng ENG,MF,9,1,64,21,61,T. Sang,Right,4
28000000,8,3,2021,4,Championship,sn SEN,MF,39,1,94,22,78,I. Sarr,Right,5
2300000,6,3,2021,3,Championship,gw GNB,MF,39,1,68,22,72,Alfa Semedo,Right,4
1900000,10,3,2021,3,Championship,gh GHA,MF,44,1,86,20,68,A. Semenyo,Right,3
45000000,14,3,2021,5,Championship,eng ENG,MF,19,1,65,19,62,L. Shaw,Right,5
380000,10,3,2021,5,Championship,eng ENG,MF,30,1,51,22,70,B. Sheaf,Right,2
380000,6,3,2021,2,Championship,ie IRL,MF,27,1,60,22,67,J. Shipley,Left,2
3800000,15,3,2021,5,Championship,eng ENG,MF,30,1,63,18,69,L. Sibley,Left,3
13000000,11,3,2021,5,Championship,eng ENG,MF,45,1,59,19,75,O. Skipp,Right,4
4500000,9,3,2021,4,Championship,hu HUN,MF,42,1,67,20,71,C. Styles,Left,5
2300000,8,3,2021,5,Championship,eng ENG,MF,29,1,63,22,69,S. Surridge,Right,4
2300000,6,3,2021,3,Championship,dk DEN,MF,32,1,68,22,70,J. Sørensen,Right,4
3800000,10,3,2021,5,Championship,eng ENG,MF,29,1,79,21,71,M. Tavernier,Left,3
380000,14,3,2021,4,Championship,rs SRB,MF,7,1,68,17,60,D. Tetek,Right,4
770000,6,3,2021,5,Championship,wls WAL,MF,17,1,75,23,66,G. Thomas,Right,3
6400000,13,3,2021,5,Championship,eng ENG,MF,19,1,75,21,69,L. Thomas,Left,5
1300000,5,3,2021,2,Championship,nir NIR,MF,34,1,72,23,69,J. Thompson,Left,3
1900000,8,3,2021,5,Championship,eng ENG,MF,19,1,67,22,73,L. Travis,Right,4
1900000,11,3,2021,5,Championship,eng ENG,MF,26,1,68,21,68,J. Tymon,Left,3
3800000,8,3,2021,3,Championship,tn TUN,MF,7,1,70,21,72,Y. Valery,Right,3
3200000,7,3,2021,3,Championship,ke KEN,MF,43,1,67,23,70,Z. Vyner,Right,3
510000,7,3,2021,5,Championship,eng ENG,MF,3,1,67,22,72,L. Walsh,Right,3
190000,17,3,2021,2,Championship,ie IRL,MF,9,1,63,19,56,L. Watson,Right,3
1100000,9,3,2021,5,Championship,eng ENG,MF,44,1,71,21,68,B. Wiles,Right,2
1000000,7,3,2021,5,Championship,eng ENG,MF,1,1,57,23,71,J. Williams,Right,3
1000000,7,3,2021,5,Championship,eng ENG,MF,21,1,57,20,71,J. Williams,Right,5
1900000,8,3,2021,5,Championship,eng ENG,MF,38,1,82,22,70,C. Willock,Right,3
22000000,6,3,2021,5,Championship,wls WAL,MF,37,1,75,23,77,H. Wilson,Left,4
3200000,9,3,2021,5,Championship,eng ENG,MF,34,1,69,22,71,R. Yates,Right,3
190000,10,5,2021,3,Laliga,gh GHA,MF,3,1,62,21,61,S. Abdulai,Right,3
770000,12,5,2021,4,Laliga,nl NED,MF,3,1,69,21,64,B. Adekanye,Left,2
1900000,8,5,2021,5,Laliga,ci CIV,MF,10,1,65,22,68,P. Akouokou,Right,5
3200000,14,5,2021,4,Laliga,es ESP,MF,22,1,68,20,68,Miguel Baeza,Left,5
3800000,6,5,2021,4,Laliga,es ESP,MF,33,1,74,23,72,Kike Barja,Right,3
15000000,7,5,2021,4,Laliga,es ESP,MF,32,1,65,21,77,Fran Beltrán,Right,5
2600000,8,5,2021,3,Laliga,cm CMR,MF,25,1,64,22,75,Y. Eteki,Right,5
60000,9,5,2021,3,Laliga,ar ARG,MF,2,1,64,22,63,J. Brunet,Right,5
26000000,8,5,2021,5,Laliga,ng NGA,MF,28,1,85,21,78,S. Chukwueze,Left,5
4500000,8,5,2021,5,Laliga,ci CIV,MF,23,1,69,22,77,I. Doumbia,Right,3
1300000,8,5,2021,4,Laliga,es ESP,MF,23,1,68,22,68,Dani Escriche,Right,3
4500000,7,5,2021,4,Laliga,es ESP,MF,31,1,47,23,79,Edu Expósito,Right,3
100000000,10,5,2021,5,Laliga,pt POR,MF,31,1,83,20,85,João Félix,Right,5
10000000,6,5,2021,4,Laliga,do DOM,MF,7,1,81,23,78,Junior Firpo,Left,5
15000000,8,5,2021,3,Laliga,ar ARG,MF,16,1,68,22,77,J. Foyth,Right,5
2300000,4,5,2021,4,Laliga,es ESP,MF,11,1,64,23,74,Aleix García,Right,3
130000,8,5,2021,4,Laliga,es ESP,MF,2,1,63,21,55,Sergi García,Right,3
3800000,15,5,2021,4,Laliga,es ESP,MF,29,1,68,19,70,Sergio Gómez,Left,3
32000000,5,4,2021,5,BrazilSerieA,pt POR,MF,31,2,87,23,81,Gonçalo Guedes,Right,5
32000000,5,5,2021,5,Laliga,pt POR,MF,31,2,87,23,81,Gonçalo Guedes,Right,5
9600000,6,5,2021,4,Laliga,es ESP,MF,31,1,54,23,78,Ander Guevara,Right,4
6400000,7,5,2021,4,Laliga,es ESP,MF,36,1,69,23,74,Raúl Guti,Right,3
23000000,7,5,2021,4,Laliga,ve VEN,MF,32,1,67,22,81,Y. Herrera,Right,5
19000000,9,5,2021,3,Laliga,co COL,MF,27,1,86,22,79,L. Suárez,Right,5
110000000,5,5,2021,4,Laliga,nl NED,MF,37,3,82,23,88,F. de Jong,Right,5
4500000,11,5,2021,5,Laliga,pt POR,MF,17,1,83,21,72,Jota,Right,3
380000,11,5,2021,3,Laliga,ge GEO,MF,3,1,65,21,66,G. Kochorashvili,Right,1
770000,15,5,2021,4,Laliga,fr FRA,MF,2,1,67,18,70,K. Koindredi,Left,5
19000000,13,5,2021,4,Laliga,jp JPN,MF,13,1,76,19,76,T. Kubo,Left,5
10000000,10,5,2021,5,Laliga,mx MEX,MF,21,1,74,20,75,D. Lainez,Left,5
770000,14,5,2021,4,Laliga,es ESP,MF,9,1,68,18,61,Javi López,Left,3
770000,14,2,2021,4,LigaProfesionalArgentina,es ESP,MF,9,1,68,18,61,Javi López,Left,3
10000000,13,5,2021,4,Laliga,es ESP,MF,17,1,65,20,70,Roberto López,Left,4
380000,13,5,2021,3,Laliga,mr MTN,MF,2,1,66,20,65,A. Mahmoud,Right,3
1500000,7,5,2021,4,Laliga,es ESP,MF,5,1,69,23,73,Adrián Marín,Left,3
1500000,10,5,2021,4,Laliga,es ESP,MF,13,1,30,20,68,Josep Martínez,Right,3
1500000,10,1,2021,4,Laliga2,es ESP,MF,13,1,30,20,68,Josep Martínez,Right,3
18000000,6,4,2021,4,BrazilSerieA,es ESP,MF,34,1,72,23,78,Brais Méndez,Left,5
18000000,6,5,2021,4,Laliga,es ESP,MF,34,1,72,23,78,Brais Méndez,Left,5
890000,7,5,2021,4,Laliga,tr TUR,MF,11,1,78,23,74,E. Mor,Left,5
6400000,8,5,2021,4,Laliga,es ESP,MF,30,1,77,21,72,Jon Morcillo,Left,4
1900000,6,5,2021,4,Laliga,es ESP,MF,30,1,79,23,73,Tete Morente,Right,3
32000000,15,5,2021,5,Laliga,gn GUI,MF,14,1,74,17,72,I. Moriba,Right,5
19000000,15,5,2021,5,Laliga,us USA,MF,32,1,79,17,68,Y. Musah,Right,5
5700000,18,5,2021,4,Laliga,es ESP,MF,1,1,78,18,61,M. Niang,Left,3
1300000,10,5,2021,5,Laliga,ng NGA,MF,5,1,69,22,67,K. Nwakali,Right,3
89000000,14,5,2021,4,Laliga,es ESP,MF,37,1,76,17,81,Pedri,Right,5
7700000,16,5,2021,5,Laliga,uy URU,MF,12,1,79,18,71,F. Pellistri,Right,3
1300000,7,5,2021,4,Laliga,es ESP,MF,24,1,64,23,72,Kike Pérez,Left,3
23000000,12,5,2021,4,Laliga,es ESP,MF,14,1,67,20,77,Riqui Puig,Right,5
13000000,7,5,2021,4,Laliga,rs SRB,MF,31,1,64,22,79,U. Račić,Right,5
380000,10,5,2021,4,Laliga,es ESP,MF,1,1,65,22,66,Oriol Rey,Left,3
89000000,14,5,2021,4,Laliga,es ESP,MF,15,1,72,20,66,Rodri,Left,5
2600000,13,5,2021,4,Laliga,es ESP,MF,21,1,75,19,66,Borja Sainz,Right,3
3800000,7,5,2021,4,Laliga,es ESP,MF,29,1,69,23,71,Jaime Seoane,Right,3
890000,14,5,2021,2,Laliga,am ARM,MF,1,1,68,18,65,E. Sevikyan,Left,1
51000000,6,5,2021,4,Laliga,es ESP,MF,32,1,79,23,81,Carlos Soler,Right,5
3800000,11,5,2021,4,Laliga,es ESP,MF,15,1,78,21,73,Alberto Soro,Left,5
7000000,11,5,2021,5,Laliga,pt POR,MF,3,1,79,19,74,Tomás Tavares,Right,3
8900000,6,5,2021,4,Laliga,es ESP,MF,30,1,75,23,77,Manu Vallejo,Right,5
83000000,6,5,2021,5,Laliga,uy URU,MF,24,1,90,22,84,F. Valverde,Right,5
1300000,8,5,2021,4,Laliga,es ESP,MF,3,1,75,22,72,Iñigo Vicente,Right,4
1900000,16,5,2021,4,Laliga,es ESP,MF,2,1,74,18,69,N. Williams,Right,4
1900000,16,5,2021,4,PremierLeague,es ESP,MF,2,1,74,18,69,N. Williams,Right,4
51000000,6,5,2021,5,Laliga,no NOR,MF,7,3,77,21,85,M. Ødegaard,Left,5
380000,11,1,2021,4,Laliga2,es ESP,MF,24,1,62,21,68,Javi Alonso,Left,1
770000,18,1,2021,5,Laliga2,eng ENG,MF,1,1,93,19,65,A. Appiah,Left,3
1900000,8,1,2021,3,Laliga2,al ALB,MF,27,1,72,22,74,K. Bare,Right,3
260000,17,1,2021,4,Laliga2,es ESP,MF,8,1,63,23,64,L. Beltrán,Right,1
260000,17,2,2021,4,LigaProfesionalArgentina,es ESP,MF,8,1,63,23,64,L. Beltrán,Right,1
510000,9,1,2021,4,Laliga2,es ESP,MF,22,1,76,21,71,Álex Bermejo,Right,1
1300000,16,1,2021,3,Laliga2,pl POL,MF,23,1,71,18,67,M. Bogusz,Right,2
380000,9,1,2021,4,Laliga2,es ESP,MF,35,1,63,22,67,Juanma Bravo,Right,1
190000,14,1,2021,4,Laliga2,es ESP,MF,34,1,77,20,69,Gaspar Campos,Right,2
890000,9,1,2021,2,Laliga2,pa PAN,MF,28,1,72,21,67,A. Carrasquilla,Right,1
3800000,7,1,2021,5,Laliga2,pt POR,MF,32,1,68,23,74,João Carvalho,Right,3
380000,6,1,2021,4,Laliga2,es ESP,MF,37,1,75,23,65,Berto Cayarga,Right,1
1000000,8,1,2021,4,Laliga2,es ESP,MF,36,1,80,22,69,Pep Chavarría,Left,3
1000000,11,1,2021,4,Laliga2,es ESP,MF,26,1,76,21,67,Óscar Clemente,Left,2
3200000,6,1,2021,4,Laliga2,es ESP,MF,35,1,55,23,74,Santi Comesaña,Right,3
640000,6,1,2021,4,Laliga2,fr FRA,MF,29,1,78,23,67,P. Cornud,Left,1
6400000,12,1,2021,5,Laliga2,pt POR,MF,35,1,64,19,69,Samú Costa,Left,3
5100000,16,1,2021,5,Laliga2,br BRA,MF,22,1,80,18,66,Yan Couto,Right,3
2800000,14,1,2021,4,Laliga2,es ESP,MF,3,1,76,20,65,Juan Cruz,Left,3
3800000,7,1,2021,3,Laliga2,ar ARG,MF,29,1,83,23,76,B. Cufré,Left,3
1300000,11,1,2021,4,Laliga2,es ESP,MF,37,1,66,22,76,Pedro Díaz,Right,2
510000,13,1,2021,4,Laliga2,fr FRA,MF,27,1,66,20,66,N. Djouahra,Right,2
640000,6,1,2021,4,Laliga2,es ESP,MF,36,1,71,23,67,Carlos Doncel,Left,1
640000,9,1,2021,3,Laliga2,co COL,MF,41,1,74,21,65,J. Elitim,Left,1
1700000,13,1,2021,4,Laliga2,es ESP,MF,28,1,71,19,70,Ramón Enríquez,Right,3
640000,9,1,2021,3,Laliga2,ma MAR,MF,26,1,75,22,68,M. Ezzarfani,Right,2
380000,9,1,2021,4,Laliga2,es ESP,MF,10,1,74,21,67,Paolo Fernandes,Left,1
510000,5,1,2021,1,Laliga2,pe PER,MF,19,1,61,22,69,A. Fuentes,Right,2
640000,8,1,2021,4,Laliga2,es ESP,MF,38,1,73,22,68,Manu Fuster,Right,1
1000000,8,1,2021,4,Laliga2,es ESP,MF,35,1,79,22,76,Manu García,Right,2
1000000,8,2,2021,4,LigaProfesionalArgentina,es ESP,MF,35,1,79,22,76,Manu García,Right,2
260000,6,1,2021,4,Laliga2,es ESP,MF,35,1,73,22,68,Víctor García,Right,1
130000,14,1,2021,5,Laliga2,uy URU,MF,4,1,73,18,65,E. Gómez,Right,1
510000,8,1,2021,4,Laliga2,es ESP,MF,25,1,59,23,69,Fabio González,Right,2
510000,8,2,2021,4,LigaProfesionalArgentina,es ESP,MF,25,1,59,23,69,Fabio González,Right,2
890000,10,1,2021,4,Laliga2,es ESP,MF,32,1,61,19,71,José Gragera,Right,2
260000,9,1,2021,4,Laliga2,es ESP,MF,24,1,65,22,65,Carlos Isaac,Right,1
380000,17,1,2021,4,Laliga2,sn SEN,MF,16,1,70,19,64,N. Jackson,Right,2
1000000,9,1,2021,3,Laliga2,sk SVK,MF,32,1,80,22,70,E. Jirka,Right,2
260000,11,1,2021,3,Laliga2,al ALB,MF,3,1,50,20,65,K. Lleshi,Right,1
1900000,13,1,2021,4,Laliga2,fr FRA,MF,15,1,55,19,69,E. Loiodice,Left,2
510000,7,1,2021,4,Laliga2,es ESP,MF,16,1,65,23,70,Álex López,Right,2
1000000,13,1,2021,4,Laliga2,es ESP,MF,24,1,69,20,69,Pol Lozano,Right,3
640000,12,1,2021,2,Laliga2,pa PAN,MF,26,1,80,22,65,J. Rodríguez,Left,1
5700000,12,5,2021,4,Bundesliga,es ESP,MF,38,1,78,21,68,Andrés Martín,Left,3
5700000,12,1,2021,4,Laliga2,es ESP,MF,38,1,78,21,68,Andrés Martín,Left,3
1000000,10,1,2021,4,Laliga2,es ESP,MF,33,1,67,21,68,Iván Martín,Left,2
1500000,10,5,2021,4,Laliga,es ESP,MF,12,1,30,19,68,Josep Martínez,Right,3
1500000,10,1,2021,4,Laliga2,es ESP,MF,12,1,30,19,68,Josep Martínez,Right,3
770000,9,1,2021,4,Laliga2,es ESP,MF,38,1,70,22,67,Pablo Martínez,Right,2
1300000,10,1,2021,4,Laliga2,es ESP,MF,29,1,87,21,71,Jordi Mboula,Right,3
640000,9,1,2021,4,Laliga2,es ESP,MF,23,1,67,22,71,Nacho Méndez,Left,2
770000,11,1,2021,4,Laliga2,es ESP,MF,24,1,66,21,70,Javi Mier,Right,2
5100000,13,1,2021,4,Laliga2,es ESP,MF,39,1,67,20,69,Monchu,Right,3
380000,9,1,2021,4,Laliga2,es ESP,MF,23,1,67,21,70,Joni Montiel,Left,3
1000000,5,1,2021,5,Laliga2,us USA,MF,41,1,84,23,71,S. Moore,Right,1
1300000,13,1,2021,4,Laliga2,es ESP,MF,26,1,72,18,69,Pablo Moreno,Right,3
6400000,9,1,2021,4,Laliga2,es ESP,MF,35,1,65,21,74,Manu Morlanes,Right,3
2600000,8,1,2021,4,Laliga2,es ESP,MF,30,1,64,23,69,Luis Muñoz,Right,3
190000,6,1,2021,4,Laliga2,es ESP,MF,3,1,76,23,67,Javi Navarro,Right,1
1700000,9,1,2021,2,Laliga2,ao ANG,MF,38,1,73,22,73,R. Nteka,Left,2
380000,9,1,2021,4,Laliga2,es ESP,MF,13,1,68,22,66,Chema Núñez,Right,1
380000,9,2,2021,4,LigaProfesionalArgentina,es ESP,MF,13,1,68,22,66,Chema Núñez,Right,1
1300000,11,1,2021,4,Laliga2,es ESP,MF,31,1,57,22,68,Luis Perea,Right,2
510000,6,1,2021,4,Laliga2,es ESP,MF,36,1,55,23,69,Hugo Rama,Right,1
1000000,16,1,2021,4,Laliga2,be BEL,MF,23,1,80,19,66,L. Ramazani,Right,3
260000,6,1,2021,4,Laliga2,es ESP,MF,35,1,85,23,67,Chris Ramos,Right,1
130000,9,1,2021,4,Laliga2,es ESP,MF,25,1,63,22,65,Aarón Rey,Right,1
890000,9,1,2021,4,Laliga2,es ESP,MF,6,1,55,23,70,Christian Rivera,Right,2
3200000,7,1,2021,3,Laliga2,ar ARG,MF,25,1,81,23,78,L. Robertone,Right,3
1000000,14,1,2021,5,Laliga2,uy URU,MF,13,1,72,20,68,J. Sanabria,Left,3
1000000,7,1,2021,4,Laliga2,es ESP,MF,35,1,69,23,71,Antonio Sánchez,Right,3
3800000,18,1,2021,4,Laliga2,es ESP,MF,32,1,64,18,67,Francho Serrano,Right,3
510000,11,1,2021,5,Laliga2,eng ENG,MF,33,1,83,21,72,S. Shashoua,Right,1
510000,8,1,2021,3,Laliga2,ma MAR,MF,19,1,68,22,66,O. Siddiki,Right,2
380000,14,1,2021,4,Laliga2,ve VEN,MF,24,1,69,20,66,S. Sosa,Left,1
380000,4,1,2021,4,Laliga2,es ESP,MF,23,1,91,23,68,Pol Valentín,Right,2
2300000,6,1,2021,3,Laliga2,ar ARG,MF,21,1,82,23,76,M. Vargas,Right,3
1900000,9,1,2021,4,Laliga2,es ESP,MF,30,1,67,22,73,Fran Villalba,Right,3
510000,12,1,2021,5,Laliga2,it ITA,MF,26,1,74,22,65,L. Zanimacchia,Right,3
2600000,7,2,2021,3,LigaProfesionalArgentina,ar ARG,MF,21,1,64,21,68,G. Abrego,Right,2
3800000,10,2,2021,3,LigaProfesionalArgentina,ar ARG,MF,15,1,65,20,69,A. Almendra,Right,3
1500000,11,2,2021,3,LigaProfesionalArgentina,ar ARG,MF,21,1,84,21,75,J. Álvarez,Right,3
2300000,16,2,2021,3,LigaProfesionalArgentina,ar ARG,MF,11,1,69,18,68,D. Ayala,Left,3
3400000,7,2,2021,3,LigaProfesionalArgentina,ar ARG,MF,15,1,73,22,71,N. Barrios,Right,3
6400000,11,2,2021,3,LigaProfesionalArgentina,ar ARG,MF,17,1,69,22,74,T. Belmonte,Right,4
4500000,8,2,2021,3,LigaProfesionalArgentina,ar ARG,MF,23,1,71,23,67,M. Braida,Right,3
320000,9,2,2021,3,LigaProfesionalArgentina,ar ARG,MF,20,1,75,21,68,V. Burgoa,Left,2
1300000,10,2,2021,3,LigaProfesionalArgentina,ar ARG,MF,20,1,74,20,64,R. Cabral,Right,3
570000,9,2,2021,3,LigaProfesionalArgentina,ar ARG,MF,12,1,75,21,71,E. Cañete,Right,3
260000,14,2,2021,3,LigaProfesionalArgentina,ar ARG,MF,22,1,60,20,63,N. Castro,Right,1
160000,17,2,2021,3,LigaProfesionalArgentina,ar ARG,MF,7,1,62,20,61,L. Chávez,Right,1
770000,11,2,2021,3,LigaProfesionalArgentina,ar ARG,MF,14,1,64,21,66,N. Cordero,Right,3
4200000,10,2,2021,3,LigaProfesionalArgentina,ar ARG,MF,17,1,69,22,64,M. Coronel,Right,3
570000,12,2,2021,3,LigaProfesionalArgentina,ar ARG,MF,11,1,72,21,69,A. Díaz,Right,3
4500000,8,2,2021,3,LigaProfesionalArgentina,ar ARG,MF,25,1,72,23,66,K. Gutiérrez,Right,3
5100000,16,2,2021,3,LigaProfesionalArgentina,ar ARG,MF,22,1,75,18,69,F. Farías,Right,3
1500000,10,2,2021,3,LigaProfesionalArgentina,ar ARG,MF,16,1,77,21,74,C. Ferreira,Right,3
6400000,12,2,2021,3,LigaProfesionalArgentina,ar ARG,MF,23,1,67,21,70,G. Galoppo,Right,3
1700000,7,2,2021,3,LigaProfesionalArgentina,ar ARG,MF,16,1,74,21,58,M. Garay,Right,3
1000000,8,1,2021,3,Laliga2,ar ARG,MF,3,1,79,21,76,Manu García,Right,2
1000000,8,2,2021,3,LigaProfesionalArgentina,ar ARG,MF,3,1,79,21,76,Manu García,Right,2
1900000,15,2,2021,3,LigaProfesionalArgentina,ar ARG,MF,5,1,69,19,62,L. Giaccone,Right,2
570000,8,2,2021,3,LigaProfesionalArgentina,ar ARG,MF,18,1,71,21,61,J. Giani,Right,1
1500000,6,2,2021,3,LigaProfesionalArgentina,ar ARG,MF,23,1,62,23,72,I. Gómez,Right,2
510000,8,1,2021,3,Laliga2,ar ARG,MF,12,1,59,19,69,Fabio González,Right,1
510000,8,2,2021,3,LigaProfesionalArgentina,ar ARG,MF,12,1,59,19,69,Fabio González,Right,1
640000,12,2,2021,3,LigaProfesionalArgentina,ar ARG,MF,16,1,68,20,72,L. González,Right,3
380000,16,2,2021,3,LigaProfesionalArgentina,ar ARG,MF,9,1,62,18,58,M. González,Right,3
1500000,7,2,2021,3,LigaProfesionalArgentina,ar ARG,MF,24,1,72,23,71,J. Méndez,Right,3
100000,15,2,2021,3,LigaProfesionalArgentina,ar ARG,MF,8,1,72,20,66,J. Indacoechea,Right,3
260000,8,2,2021,3,LigaProfesionalArgentina,ar ARG,MF,21,1,68,22,68,M. Insaurralde,Right,1
830000,20,2,2021,3,LigaProfesionalArgentina,ar ARG,MF,5,1,68,19,62,A. Lagos,Right,2
480000,12,2,2021,3,LigaProfesionalArgentina,ar ARG,MF,12,1,68,20,70,V. Larralde,Right,5
130000,14,2,2021,3,LigaProfesionalArgentina,ar ARG,MF,21,1,72,20,65,F. Lo Celso,Left,2
770000,14,5,2021,3,Laliga,ar ARG,MF,5,1,68,21,61,Javi López,Left,3
770000,14,2,2021,3,LigaProfesionalArgentina,ar ARG,MF,5,1,68,21,61,Javi López,Left,3
890000,7,2,2021,3,LigaProfesionalArgentina,ar ARG,MF,14,1,82,21,74,M. Lovera,Right,3
3800000,11,2,2021,3,LigaProfesionalArgentina,ar ARG,MF,13,1,74,21,64,I. Machuca,Right,3
640000,6,2,2021,3,LigaProfesionalArgentina,ar ARG,MF,24,1,92,23,70,B. Mansilla,Left,2
960000,9,2,2021,3,LigaProfesionalArgentina,ar ARG,MF,20,1,73,20,62,E. Roldán,Right,3
1300000,15,2,2021,3,LigaProfesionalArgentina,ar ARG,MF,24,1,67,23,65,Arnau Martínez,Right,2
