MarketValue,Growth,league_score,Season,country_score,Source_League,Nation,Best position,Matches Played,International reputation,Sprint speed,Age,Best overall,Name,foot,team_score
3200000,5,3,2021,5,BelgianProLeague,jm JAM,MF,33,1,73,23,73,S. Nicholson,Right,3
2300000,5,3,2021,4,BelgianProLeague,be BEL,MF,23,1,70,23,73,C. De Norre,Right,3
450000,16,3,2021,3,BelgianProLeague,gh GHA,MF,7,1,73,18,64,I. Nuhu,Right,2
1100000,5,3,2021,3,BelgianProLeague,gh GHA,MF,31,1,83,22,69,E. Ocansey,Left,2
3600000,6,3,2021,5,BelgianProLeague,ng NGA,MF,25,1,84,22,73,D. Okereke,Right,5
1100000,9,3,2021,3,BelgianProLeague,cm CMR,MF,28,1,56,20,68,J. Onana,Right,2
7000000,6,3,2021,3,BelgianProLeague,gh GHA,MF,23,1,68,22,73,E. Owusu,Right,4
3800000,18,3,2021,4,BelgianProLeague,be BEL,MF,17,1,74,17,67,L. Oyen,Right,4
3200000,9,3,2021,4,BelgianProLeague,hr CRO,MF,9,1,65,20,73,A. Palaversa,Right,2
510000,13,3,2021,4,BelgianProLeague,rs SRB,MF,7,1,74,19,63,D. Pavlovic,Right,4
2000000,11,3,2021,4,BelgianProLeague,be BEL,MF,23,1,52,19,69,E. Pletinckx,Right,2
7700000,11,3,2021,4,BelgianProLeague,be BEL,MF,29,1,68,19,73,N. Raskin,Right,4
130000,11,3,2021,4,BelgianProLeague,be BEL,MF,1,1,74,20,59,T. Reyners,Right,2
15000000,9,3,2021,4,BelgianProLeague,be BEL,MF,27,1,68,20,75,A. Sambi Lokonga,Right,4
1000000,14,3,2021,4,BelgianProLeague,be BEL,MF,5,1,65,18,65,M. Samoise,Right,4
890000,9,3,2021,4,BelgianProLeague,gm GAM,MF,19,1,80,21,67,A. Sanyang,Left,3
700000,4,3,2021,4,BelgianProLeague,be BEL,MF,25,1,66,23,67,J. Schryvers,Right,2
1300000,5,3,2021,2,BelgianProLeague,ua UKR,MF,17,1,73,23,67,M. Shved,Left,4
510000,14,3,2021,4,BelgianProLeague,be BEL,MF,1,1,66,18,64,E. Sierra,Right,4
1500000,7,3,2021,5,BelgianProLeague,pt POR,MF,19,1,78,21,71,Leonardo Lopes,Right,3
700000,4,3,2021,2,BelgianProLeague,lu LUX,MF,18,1,67,23,68,D. Sinani,Left,2
6400000,16,3,2021,4,BelgianProLeague,be BEL,MF,16,1,75,18,67,H. Siquet,Right,4
1500000,8,3,2021,4,BelgianProLeague,fr FRA,MF,20,1,71,22,70,A. Sissako,Right,2
380000,11,3,2021,5,BelgianProLeague,ml MLI,MF,3,1,70,20,62,S. Sissoko,Right,2
3800000,9,3,2021,3,BelgianProLeague,gh GHA,MF,34,1,84,20,72,K. Sowah,Left,3
770000,5,3,2021,3,BelgianProLeague,tn TUN,MF,18,1,72,23,71,B. Srarfi,Left,2
260000,14,3,2021,4,BelgianProLeague,be BEL,MF,6,1,71,18,60,J. Steuckers,Left,2
260000,9,3,2021,4,BelgianProLeague,fr FRA,MF,1,1,63,20,66,E. Sylvestre,Left,4
960000,4,3,2021,3,BelgianProLeague,cm CMR,MF,30,1,86,23,68,S. Tabekou,Right,2
1000000,14,3,2021,2,BelgianProLeague,bf BFA,MF,19,1,82,18,66,A. Tapsoba,Right,4
7700000,7,3,2021,5,BelgianProLeague,no NOR,MF,24,1,67,21,74,K. Thorstvedt,Left,4
3200000,9,3,2021,5,BelgianProLeague,ch SUI,MF,16,1,63,21,71,B. Toma,Right,4
130000,14,3,2021,4,BelgianProLeague,be BEL,MF,8,1,68,19,63,Y. Van den Bossche,Right,2
640000,14,3,2021,4,BelgianProLeague,be BEL,MF,2,1,68,19,65,T. Van Den Keybus,Left,5
1500000,16,3,2021,4,BelgianProLeague,be BEL,MF,5,1,78,18,66,I. Van der Brempt,Right,5
450000,6,3,2021,4,BelgianProLeague,be BEL,MF,7,1,52,23,66,B. Van Durmen,Left,2
640000,12,3,2021,4,BelgianProLeague,be BEL,MF,12,1,54,18,71,J. van Hecke,Right,2
640000,12,3,2021,4,Netherlands,be BEL,MF,12,1,54,18,71,J. van Hecke,Right,2
890000,8,3,2021,4,BelgianProLeague,be BEL,MF,28,1,65,21,67,C. Vanhoutte,Right,3
450000,9,3,2021,4,BelgianProLeague,be BEL,MF,14,1,77,20,64,D. Vekemans,Right,3
14000000,13,3,2021,4,BelgianProLeague,be BEL,MF,16,1,69,19,74,Y. Verschaeren,Right,4
890000,8,3,2021,4,BelgianProLeague,be BEL,MF,5,1,66,21,69,L. Verstraete,Right,2
1100000,9,3,2021,5,BelgianProLeague,br BRA,MF,28,1,79,21,68,Vitinho,Right,3
3800000,5,3,2021,4,BelgianProLeague,nl NED,MF,11,1,69,23,75,M. Vlap,Right,4
890000,5,3,2021,4,BelgianProLeague,be BEL,MF,19,1,78,22,68,T. Vlietinck,Right,3
8700000,18,3,2021,4,BelgianProLeague,be BEL,MF,29,1,72,17,69,A. Vranckx,Right,4
1000000,6,3,2021,4,BelgianProLeague,be BEL,MF,8,1,49,23,70,D. Wouters,Left,4
1500000,7,3,2021,5,Netherlands,uy URU,MF,36,1,77,23,68,A. Da Cruz,Right,3
1100000,11,3,2021,5,PrimeiraLigaPortugal,br BRA,MF,3,1,78,18,67,João Ferreira,Right,3
10000000,7,4,2021,5,BrazilSerieA,br BRA,MF,35,1,83,23,74,Luis Henrique,Right,4
10000000,7,4,2021,5,Ligue1,br BRA,MF,35,1,83,23,74,Luis Henrique,Right,4
380000,7,3,2021,3,,co COL,MF,3,1,65,19,63,J. González,Right,1
2800000,14,1,2021,5,Laliga2,br BRA,MF,18,1,76,17,65,Juan Cruz,Left,3
260000,5,3,2021,5,,br BRA,MF,25,1,75,21,67,Marcelinho,Left,1
100000,14,3,2021,5,Netherlands,br BRA,MF,1,1,55,18,58,L. Miguel,Right,3
130000,10,5,2021,5,Bundesliga,br BRA,MF,26,1,77,23,75,Paulinho,Right,2
1400000,13,3,2021,5,Championship,br BRA,MF,3,1,76,20,73,João Pedro,Right,2
5100000,10,3,2021,3,PrimeiraLigaPortugal,ec ECU,MF,11,1,85,23,75,G. Plata,Left,4
2300000,14,3,2021,5,,br BRA,MF,1,1,76,18,68,Riquelme,Right,3
23000000,12,3,2021,5,,br BRA,MF,4,1,54,19,61,Rodrigo,Right,5
380000,6,3,2021,5,,uy URU,MF,19,1,75,20,73,L. Rodríguez,Right,1
5100000,8,3,2021,5,PrimeiraLigaPortugal,br BRA,MF,3,1,65,19,71,Filipe Soares,Right,3
1500000,14,2,2021,3,LigaProfesionalArgentina,ar ARG,MF,20,1,61,23,71,F. Vera,Right,2
26000000,6,5,2021,5,Bundesliga,us USA,MF,27,1,74,21,78,T. Adams,Right,5
2300000,17,5,2021,4,Bundesliga,fr FRA,MF,6,1,66,18,62,N. Ahamada,Right,4
23000000,4,5,2021,4,Bundesliga,de GER,MF,29,1,64,23,80,N. Amiri,Right,5
1000000,13,5,2021,5,Bundesliga,ng NGA,MF,10,1,65,19,62,T. Arokodare,Right,4
8300000,6,5,2021,3,Bundesliga,ar ARG,MF,13,1,52,23,75,S. Ascacíbar,Right,5
45000000,4,5,2021,5,Bundesliga,jm JAM,MF,30,1,94,22,82,L. Bailey,Left,5
4500000,7,5,2021,3,Bundesliga,ma MAR,MF,26,1,75,22,75,A. Barkok,Right,5
28000000,8,5,2021,5,Bundesliga,at AUT,MF,31,1,78,20,78,C. Baumgartner,Right,5
1300000,4,5,2021,5,Bundesliga,ng NGA,MF,5,1,78,23,72,N. Sarenren Bazee,Right,4
70000000,12,5,2021,5,Bundesliga,eng ENG,MF,29,1,76,17,78,J. Bellingham,Right,5
5100000,6,5,2021,3,Bundesliga,sk SVK,MF,12,1,52,22,76,L. Bénes,Left,4
3200000,18,5,2021,4,Bundesliga,nl NED,MF,9,1,60,18,65,M. Bogarde,Right,5
1500000,15,5,2021,4,Bundesliga,de GER,MF,2,1,68,18,67,D. Borkowski,Right,5
1500000,12,5,2021,3,Bundesliga,ma MAR,MF,12,1,68,21,69,N. Boujellab,Right,4
5700000,11,5,2021,4,Bundesliga,de GER,MF,29,1,77,20,72,J. Burkardt,Right,3
380000,13,5,2021,5,Bundesliga,ch SUI,MF,1,1,78,20,65,N. Burkart,Right,4
1300000,12,5,2021,5,Bundesliga,mk MKD,MF,14,1,72,20,65,D. Churlinov,Right,4
380000,18,5,2021,3,Bundesliga,al ALB,MF,3,1,64,18,63,T. Civeja,Right,4
1500000,8,5,2021,4,Bundesliga,ve VEN,MF,23,1,72,22,72,S. Córdova,Right,3
3800000,16,5,2021,5,Bundesliga,pt POR,MF,2,1,67,19,71,Tiago Dantas,Right,5
7700000,11,5,2021,4,Bundesliga,hu HUN,MF,12,1,65,18,70,M. Dárdai,Left,5
49000000,7,5,2021,4,Bundesliga,fr FRA,MF,32,1,94,21,82,M. Diaby,Left,5
49000000,7,2,2021,4,Ligue2,fr FRA,MF,32,1,94,21,82,M. Diaby,Left,5
11000000,8,5,2021,4,Bundesliga,nl NED,MF,12,1,82,22,74,J. Dilrosun,Left,5
640000,18,5,2021,4,Bundesliga,de GER,MF,8,1,75,18,65,E. Dinkçi,Right,4
8900000,8,5,2021,4,Bundesliga,jp JPN,MF,34,1,73,22,77,R. Doan,Left,3
9600000,6,5,2021,4,Bundesliga,de GER,MF,33,1,69,23,78,M. Eggestein,Right,4
1300000,21,5,2021,4,Bundesliga,de GER,MF,2,1,67,17,62,L. Egloff,Right,4
20000000,6,5,2021,5,Bundesliga,ch SUI,MF,31,2,89,23,79,B. Embolo,Right,5
1700000,6,5,2021,4,Bundesliga,jp JPN,MF,16,1,79,22,70,K. Endo,Right,3
890000,13,5,2021,4,Bundesliga,de GER,MF,4,1,55,20,63,F. Flick,Right,4
13000000,8,5,2021,4,Bundesliga,de GER,MF,9,1,46,22,75,D. Geiger,Right,5
28000000,7,5,2021,3,Bundesliga,ar ARG,MF,15,1,90,22,79,N. González,Left,4
26000000,9,5,2021,4,Bundesliga,fr FRA,MF,24,1,75,21,78,M. Guendouzi,Right,5
31000000,6,5,2021,5,Bundesliga,ml MLI,MF,31,1,68,22,79,A. Haidara,Right,5
13000000,6,5,2021,3,Bundesliga,ma MAR,MF,28,2,63,23,78,A. Harit,Right,4
15000000,4,5,2021,4,Bundesliga,de GER,MF,13,2,75,23,76,B. Henrichs,Right,5
510000,5,5,2021,3,Bundesliga,xk KVX,MF,3,1,61,22,64,B. Idrizi,Right,4
8900000,11,5,2021,4,Bundesliga,sn SEN,MF,23,1,88,20,72,I. Jakobs,Left,4
2600000,7,5,2021,3,Bundesliga,fi FIN,MF,13,1,70,22,73,F. Jensen,Right,4
32000000,3,5,2021,4,Bundesliga,jp JPN,MF,32,1,69,23,80,D. Kamada,Right,5
2600000,4,5,2021,3,Bundesliga,,MF,19,1,50,23,72,A. Karazor,Right,4
7000000,14,5,2021,4,Bundesliga,de GER,MF,21,1,74,19,71,N. Katterbach,Left,4
2600000,9,5,2021,4,Bundesliga,de GER,MF,12,1,55,20,65,Y. Keitel,Right,4
6400000,13,5,2021,4,Bundesliga,de GER,MF,25,1,71,20,71,M. Klimowicz,Right,4
18000000,7,5,2021,4,Bundesliga,nl NED,MF,19,1,90,21,77,J. Kluivert,Right,5
3800000,15,5,2021,4,Bundesliga,de GER,MF,4,1,82,18,66,A. Knauff,Right,5
1300000,6,5,2021,4,Bundesliga,de GER,MF,26,1,62,22,72,F. Kunze,Right,3
2200000,14,5,2021,4,Bundesliga,tr TUR,MF,7,1,69,20,70,A. Kutucu,Right,4
33000000,4,5,2021,5,Bundesliga,at AUT,MF,3,1,86,23,83,K. Laimer,Right,5
2600000,6,5,2021,2,Bundesliga,gr GRE,MF,12,1,77,22,72,D. Limnios,Right,4
3800000,6,5,2021,4,Bundesliga,de GER,MF,7,1,55,23,75,E. Löwen,Right,5
320000,11,5,2021,4,Bundesliga,de GER,MF,1,1,55,20,60,L. Mack,Right,4
8900000,9,5,2021,4,Bundesliga,de GER,MF,16,1,66,21,75,A. Maier,Right,3
28000000,7,5,2021,4,Bundesliga,be BEL,MF,24,1,66,22,77,O. Mangala,Right,4
5100000,13,5,2021,5,Bundesliga,wls WAL,MF,3,1,93,19,70,R. Matondo,Right,4
3800000,11,5,2021,4,Bundesliga,de GER,MF,21,1,66,20,70,J. Mbom,Right,4
640000,16,5,2021,4,Bundesliga,de GER,MF,2,1,61,19,61,J. Michelbrink,Right,5
380000,14,5,2021,4,Bundesliga,de GER,MF,2,1,66,19,62,S. Müller,Right,3
49000000,13,5,2021,4,Bundesliga,de GER,MF,26,1,75,17,76,J. Musiala,Right,5
1000000,20,5,2021,4,Bundesliga,de GER,MF,4,1,74,17,65,P. Nebel,Left,3
45000000,6,5,2021,4,Bundesliga,de GER,MF,33,1,61,23,83,F. Neuhaus,Right,5
55000000,5,5,2021,4,Bundesliga,fr FRA,MF,28,1,77,22,83,C. Nkunku,Right,5
57000000,7,5,2021,4,Bundesliga,es ESP,MF,32,1,60,22,82,Dani Olmo,Right,5
4500000,8,5,2021,4,Bundesliga,tr TUR,MF,28,1,65,22,74,S. Özcan,Right,4
17000000,7,5,2021,3,Bundesliga,ar ARG,MF,9,1,77,21,79,E. Palacios,Right,5
260000,10,5,2021,3,Bundesliga,bg BUL,MF,1,1,55,19,64,L. Petkov,Right,4
2800000,17,5,2021,4,Bundesliga,nl NED,MF,7,1,74,19,62,D. Redan,Right,5
20000000,14,5,2021,5,Bundesliga,br BRA,MF,14,1,79,18,73,Reinier,Right,5
640000,14,5,2021,4,Bundesliga,de GER,MF,2,1,64,18,67,R. Reitz,Right,5
49000000,11,5,2021,5,Bundesliga,us USA,MF,32,1,77,17,78,G. Reyna,Right,5
6400000,7,5,2021,4,Bundesliga,de GER,MF,29,1,69,22,74,M. Richter,Right,4
13000000,5,5,2021,4,Bundesliga,es ESP,MF,6,1,61,23,78,Marc Roca,Left,5
3200000,7,5,2021,5,Bundesliga,no NOR,MF,24,1,64,22,68,J. Ryerson,Right,3
17000000,3,5,2021,4,Bundesliga,hu HUN,MF,28,1,68,23,76,R. Sallai,Right,4
130000000,5,5,2021,5,Bundesliga,eng ENG,MF,26,3,80,20,88,J. Sancho,Right,5
1300000,19,5,2021,4,Bundesliga,nl NED,MF,1,1,75,16,64,M. Sankoh,Right,4
10000000,11,5,2021,5,Bundesliga,us USA,MF,32,1,79,20,73,J. Sargent,Right,4
34000000,5,5,2021,5,Bundesliga,at AUT,MF,32,1,64,22,79,X. Schlager,Left,5
5100000,10,5,2021,5,Bundesliga,at AUT,MF,22,1,71,20,73,R. Schmid,Right,4
11000000,6,5,2021,4,Bundesliga,de GER,MF,25,1,69,23,79,S. Serdar,Right,4
1000000,6,5,2021,4,Bundesliga,de GER,MF,13,1,40,23,69,N. Seufert,Right,3
19000000,5,5,2021,5,Bundesliga,ch SUI,MF,28,1,77,23,80,D. Sow,Right,5
890000,16,5,2021,4,Bundesliga,de GER,MF,5,1,55,19,61,N. Tauer,Right,3
1100000,9,5,2021,4,Bundesliga,de GER,MF,10,1,52,21,63,L. Tempelmann,Right,4
2200000,7,5,2021,4,Bundesliga,de GER,MF,24,1,75,23,71,C. Teuchert,Right,3
5100000,13,5,2021,4,Bundesliga,de GER,MF,24,1,74,18,71,J. Thielmann,Right,4
45000000,6,5,2021,4,Bundesliga,fr FRA,MF,29,1,85,22,82,M. Thuram,Right,5
20000000,5,5,2021,4,Bundesliga,fr FRA,MF,26,2,57,23,79,L. Tousart,Right,5
17000000,8,5,2021,5,Bundesliga,ch SUI,MF,30,1,83,21,76,R. Vargas,Right,4
57000000,13,5,2021,4,Bundesliga,de GER,MF,29,1,74,17,78,F. Wirtz,Right,5
10000000,9,5,2021,5,Bundesliga,at AUT,MF,32,1,76,21,75,H. Wolf,Left,5
1500000,13,5,2021,4,Bundesliga,de GER,MF,6,1,64,18,65,N. Woltemade,Right,4
38000000,6,5,2021,5,Bundesliga,ch SUI,MF,25,1,85,23,83,D. Zakaria,Right,5
640000,6,1,2021,5,Bundesliga2,ng NGA,MF,16,1,85,23,69,S. Abdullahi,Right,1
770000,15,1,2021,5,Bundesliga2,eng ENG,MF,1,1,77,19,63,X. Amaechi,Left,3
640000,7,1,2021,1,Bundesliga2,tg TOG,MF,25,1,78,22,69,E. Amenyido,Right,2
2300000,11,1,2021,4,Bundesliga2,de GER,MF,21,1,70,19,68,S. Appelkamp,Right,3
320000,13,1,2021,4,Bundesliga2,de GER,MF,5,1,66,19,61,S. Asta,Right,3
290000,11,1,2021,4,Bundesliga2,de GER,MF,1,1,56,21,61,T. Baack,Right,2
700000,8,1,2021,4,Bundesliga2,de GER,MF,17,1,68,23,70,M. Bader,Right,2
260000,8,1,2021,4,Bundesliga2,de GER,MF,10,1,75,21,65,U. Bapoh,Right,2
640000,10,1,2021,4,Bundesliga2,de GER,MF,30,1,72,20,65,M. Batmaz,Right,2
3200000,8,1,2021,4,Bundesliga2,de GER,MF,29,1,59,20,69,M. Bauer,Right,3
570000,8,1,2021,4,Bundesliga2,de GER,MF,15,1,71,22,68,T. Baumgart,Right,3
1500000,5,1,2021,4,Bundesliga2,de GER,MF,32,1,33,23,69,M. Besuschkow,Right,2
3200000,8,1,2021,3,Bundesliga2,si SVN,MF,30,1,69,21,74,J. Bijol,Right,3
380000,6,1,2021,4,Bundesliga2,de GER,MF,10,1,87,23,68,T. Bonga,Right,1
510000,12,1,2021,4,Bundesliga2,de GER,MF,6,1,58,18,60,T. Breithaupt,Right,2
160000,12,1,2021,4,Bundesliga2,de GER,MF,2,1,63,20,62,L. Bürger,Right,1
570000,7,1,2021,4,Bundesliga2,de GER,MF,32,1,81,20,68,K. Caliskaner,Right,2
570000,7,1,2021,4,Bundesliga2,de GER,MF,24,1,73,21,68,L. Daschner,Right,3
380000,6,1,2021,4,Bundesliga2,de GER,MF,20,1,64,23,68,L. Dietz,Right,1
3200000,5,1,2021,4,Bundesliga2,de GER,MF,34,1,74,22,73,C. Führich,Right,3
1100000,6,1,2021,4,Bundesliga2,de GER,MF,22,1,56,23,70,B. Gimber,Left,2
890000,8,1,2021,4,Bundesliga2,de GER,MF,27,1,82,21,70,B. Goller,Right,2
290000,5,1,2021,4,Bundesliga2,de GER,MF,10,1,55,22,68,A. Groiß,Right,2
3800000,9,1,2021,4,Bundesliga2,de GER,MF,23,1,84,21,74,R. Hack,Right,3
100000,8,1,2021,4,Bundesliga2,de GER,MF,1,1,56,21,59,J. Hanek,Right,2
260000,10,1,2021,4,Bundesliga2,de GER,MF,6,1,78,19,62,O. Heil,Right,3
290000,5,1,2021,4,Bundesliga2,de GER,MF,3,1,76,22,65,L. Hemmerich,Right,1
220000,7,1,2021,4,Bundesliga2,de GER,MF,6,1,34,23,64,N. Hoffmann,Right,1
830000,6,1,2021,5,Bundesliga2,at AUT,MF,27,1,90,23,70,M. Honsak,Left,2
510000,10,1,2021,4,Bundesliga2,de GER,MF,18,1,83,20,67,L. Ihorst,Left,2
770000,8,1,2021,4,Bundesliga2,se SWE,MF,32,1,68,22,68,S. Ingelsson,Left,3
960000,5,1,2021,4,Bundesliga2,de GER,MF,7,1,76,22,69,E. Iyoha,Right,3
2000000,5,1,2021,4,Bundesliga2,gm GAM,MF,27,1,90,22,73,B. Jatta,Right,3
190000,18,1,2021,4,Bundesliga2,de GER,MF,1,1,63,18,59,N. Jeck,Right,3
890000,8,1,2021,4,Bundesliga2,de GER,MF,29,1,75,22,69,J. Justvan,Left,3
510000,7,1,2021,4,Bundesliga2,de GER,MF,25,1,65,23,67,P. Kammerbauer,Right,1
220000,8,1,2021,4,Bundesliga2,de GER,MF,2,1,64,22,66,S. Klaas,Right,2
260000,7,1,2021,4,Bundesliga2,de GER,MF,15,1,68,23,66,N. Klaß,Left,1
510000,9,1,2021,3,Bundesliga2,pl POL,MF,32,1,69,21,69,D. Kopacz,Right,1
770000,10,1,2021,4,Bundesliga2,de GER,MF,23,1,76,20,66,D. Kother,Right,2
3800000,6,1,2021,3,Bundesliga2,pl POL,MF,27,1,77,23,73,D. Kownacki,Right,3
3800000,10,1,2021,4,Bundesliga2,de GER,MF,31,1,68,19,70,T. Krauß,Right,3
5100000,10,1,2021,4,Bundesliga2,de GER,MF,34,1,85,21,74,F. Krüger,Right,3
190000,7,1,2021,3,Bundesliga2,gh GHA,MF,3,1,65,22,61,M. Kwarteng,Right,3
380000,11,1,2021,4,Bundesliga2,de GER,MF,9,1,67,20,60,T. Latteier,Right,3
1900000,14,1,2021,4,Bundesliga2,de GER,MF,24,1,83,19,69,J. Leweling,Right,3
3800000,10,1,2021,4,Bundesliga2,de GER,MF,18,1,89,21,72,L. Maina,Right,3
190000,13,1,2021,4,Bundesliga2,de GER,MF,2,1,52,20,63,E. Majetschak,Right,3
1300000,6,1,2021,4,Bundesliga2,de GER,MF,32,1,73,22,72,M. Mehlem,Right,2
290000,8,1,2021,4,Bundesliga2,de GER,MF,16,1,64,21,63,D. Meisel,Right,1
130000,9,1,2021,4,Bundesliga2,de GER,MF,3,1,68,21,59,T. Möller,Right,2
450000,4,1,2021,4,Bundesliga2,de GER,MF,26,1,82,23,67,M. Multhaup,Right,2
1300000,8,1,2021,3,Bundesliga2,xk KVX,MF,26,1,78,22,69,F. Muslija,Right,3
1500000,12,1,2021,3,Bundesliga2,dk DEN,MF,24,1,68,20,68,N. Nartey,Right,2
2600000,8,1,2021,3,Bundesliga2,bg BUL,MF,29,1,74,21,72,F. Nürnberger,Left,3
640000,7,1,2021,4,Bundesliga2,de GER,MF,20,1,68,23,68,P. Ochs,Left,3
640000,13,1,2021,3,Bundesliga2,gh GHA,MF,10,1,77,19,65,K. Ofori,Right,3
3200000,12,1,2021,4,Bundesliga2,de GER,MF,30,1,78,20,70,F. Becker,Left,3
3800000,17,1,2021,4,Bundesliga2,be BEL,MF,25,1,73,18,68,A. Onana,Right,3
640000,9,1,2021,4,Bundesliga2,de GER,MF,1,1,79,21,68,A. Opoku,Right,3
890000,8,1,2021,4,Bundesliga2,de GER,MF,5,1,69,21,69,D. Otto,Right,2
320000,12,1,2021,4,Bundesliga2,ve VEN,MF,11,1,67,20,64,E. Peña Zauner,Right,2
890000,6,1,2021,3,Bundesliga2,pl POL,MF,13,1,64,22,68,J. Piotrowski,Right,3
640000,4,1,2021,4,Bundesliga2,de GER,MF,33,1,74,23,69,F. Porath,Right,2
890000,7,1,2021,4,Bundesliga2,de GER,MF,29,1,65,23,71,N. Rapp,Right,2
6400000,7,1,2021,4,Bundesliga2,de GER,MF,34,1,86,22,73,D. Raum,Left,3
1300000,5,1,2021,4,Bundesliga2,de GER,MF,32,1,84,22,70,F. Reese,Right,2
2600000,10,1,2021,4,Bundesliga2,nl NED,MF,27,1,73,20,72,L. Reis,Right,2
1300000,8,1,2021,4,Bundesliga2,de GER,MF,31,1,65,21,70,R. Schallenberg,Right,3
510000,6,1,2021,4,Bundesliga2,de GER,MF,22,1,66,22,68,N. Schmidt,Right,2
1000000,9,1,2021,4,Bundesliga2,de GER,MF,22,1,64,21,69,J. Schöppner,Right,2
1500000,8,1,2021,4,Bundesliga2,de GER,MF,30,1,73,20,72,K. Sessa,Right,2
770000,4,1,2021,4,Bundesliga2,de GER,MF,30,1,85,23,70,T. Skarke,Right,2
1500000,5,1,2021,4,Bundesliga2,se SWE,MF,5,1,65,23,68,E. Smith,Right,3
700000,7,1,2021,4,Bundesliga2,de GER,MF,31,1,62,22,69,P. Sontheimer,Right,1
3200000,8,1,2021,4,Bundesliga2,de GER,MF,30,1,55,21,68,A. Stach,Right,3
190000,9,1,2021,4,Bundesliga2,de GER,MF,2,1,62,19,61,J. Stark,Right,2
130000,9,1,2021,4,Bundesliga2,de GER,MF,2,1,64,22,62,N. Tarnat,Right,3
770000,7,1,2021,4,Bundesliga2,de GER,MF,21,1,55,23,69,M. Thalhammer,Right,3
640000,11,1,2021,4,Bundesliga2,de GER,MF,24,1,68,21,68,T. Tillman,Right,3
5100000,13,1,2021,4,Bundesliga2,de GER,MF,24,1,90,19,70,J. Vagnoman,Right,3
2600000,5,1,2021,2,Bundesliga2,gr GRE,MF,19,1,71,22,73,S. Vasiliadis,Right,3
220000,7,1,2021,4,Bundesliga2,de GER,MF,3,1,65,21,61,C. Viet,Right,3
190000,5,1,2021,4,Bundesliga2,de GER,MF,1,1,67,22,62,N. Wähling,Right,2
260000,8,1,2021,4,Bundesliga2,de GER,MF,7,1,73,19,63,J. Wieckhoff,Right,3
1900000,8,1,2021,4,Bundesliga2,de GER,MF,32,1,64,21,70,M. Wintzheimer,Right,3
3200000,8,1,2021,5,Bundesliga2,uy URU,MF,34,1,75,20,72,R. Zalazar,Right,3
320000,8,1,2021,4,Bundesliga2,de GER,MF,15,1,66,23,66,R. Ziegele,Right,1
640000,6,3,2021,5,Championship,eng ENG,MF,32,1,74,22,66,V. Adeboyejo,Right,5
510000,9,3,2021,5,Championship,eng ENG,MF,21,1,60,21,64,D. Adeniran,Right,1
1300000,8,3,2021,5,Championship,eng ENG,MF,5,1,58,23,68,L. Amos,Left,3
380000,13,3,2021,5,Championship,eng ENG,MF,5,1,71,20,62,J. Anthony,Right,4
6400000,7,3,2021,3,Championship,cw CUW,MF,43,1,69,22,72,J. Bacuna,Right,3
1300000,9,3,2021,5,Championship,eng ENG,MF,34,1,65,21,70,T. Bakinson,Right,3
1300000,9,3,2021,4,Championship,cd COD,MF,2,1,57,21,68,B. Baningime,Right,3
130000,19,3,2021,5,Championship,eng ENG,MF,2,1,80,17,62,W. Bapaga,Right,2
1000000,8,3,2021,2,Championship,gd GRN,MF,1,1,68,22,67,S. Baptiste,Right,4
1500000,5,3,2021,4,Championship,tr TUR,MF,33,1,53,23,71,D. Barlaser,Right,2
890000,11,3,2021,5,Championship,eng ENG,MF,11,1,65,21,67,T. Bayliss,Right,3
260000,11,3,2021,5,Championship,eng ENG,MF,6,1,65,20,54,F. Bettache,Right,3
1100000,16,3,2021,3,Championship,dk DEN,MF,4,1,59,19,63,M. Bidstrup,Right,4
6400000,8,3,2021,3,Championship,pl POL,MF,13,1,64,22,73,K. Bielik,Right,3
5100000,14,3,2021,5,Championship,eng ENG,MF,33,1,67,19,68,M. Bird,Left,3
1500000,6,3,2021,5,Championship,eng ENG,MF,40,1,80,22,70,C. Brittain,Right,5
20000000,7,3,2021,5,Championship,wls WAL,MF,32,1,73,23,78,D. Brooks,Left,4
2000000,5,3,2021,5,Championship,eng ENG,MF,19,1,72,23,72,I. Brown,Right,5
3200000,12,3,2021,5,Championship,eng ENG,MF,35,1,70,19,66,L. Buchanan,Left,3
510000,12,3,2021,5,Championship,eng ENG,MF,28,1,73,20,69,J. Buckley,Right,4
260000,16,3,2021,5,Championship,eng ENG,MF,13,1,69,18,57,T. Burey,Right,1
60000,17,3,2021,3,Championship,gw GNB,MF,1,1,77,16,57,Mamadi Camará,Right,4
7700000,12,3,2021,5,Championship,eng ENG,MF,16,1,80,20,72,T. Campbell,Left,3
5100000,7,3,2021,3,Championship,ma MAR,MF,45,1,74,22,72,I. Chair,Right,3
1300000,6,3,2021,5,Championship,eng ENG,MF,34,1,77,23,70,C. Chaplin,Left,5
190000,9,3,2021,2,Championship,ie IRL,MF,9,1,82,22,65,T. Clarke,Left,2
640000,18,3,2021,5,Championship,wls WAL,MF,6,1,72,18,56,R. Colwill,Right,4
60000,16,3,2021,5,Championship,sct SCO,MF,5,1,67,17,58,T. Conway,Right,3
11000000,5,3,2021,5,Championship,eng ENG,MF,31,1,65,23,77,L. Cook,Right,4
1500000,8,3,2021,5,Championship,eng ENG,MF,17,1,77,22,68,H. Coulson,Left,3
320000,17,3,2021,5,Championship,eng ENG,MF,5,1,52,19,63,M. Daly,Right,3
