Player,Nation,Position,Squad,Age,Year of birth,90s Played,Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Passes Blocked,Interceptions,Tkl+Int,Clearances,Errors,Source_League
Bilal Ould-Chikh,ma MAR,FW,ADO Den Haag,23,1997,5.1,,7,,,,,,,,,,,1,,,,Netherlands
Leeroy Owusu,nl NED,DF,Willem II,23,1996,28.0,,28,,,,,,,,,,,28,,,,Netherlands
Kenneth Paal,sr SUR,DF,Zwolle,23,1997,25.2,,26,,,,,,,,,,,47,,,,Netherlands
Maarten Paes,id IDN,GK,Utrecht,22,1998,8.0,,0,,,,,,,,,,,0,,,,Netherlands
Vangelis Pavlidis,gr GRE,"FW,MF",Willem II,21,1998,32.5,,24,,,,,,,,,,,15,,,,Netherlands
Immanuel Pherai,sr SUR,"FW,MF",Zwolle,19,2001,17.7,,16,,,,,,,,,,,5,,,,Netherlands
David Philipp,de GER,"FW,MF",ADO Den Haag,20,2000,6.1,,7,,,,,,,,,,,7,,,,Netherlands
Kik Pierie,nl NED,DF,Twente,20,2000,23.4,,24,,,,,,,,,,,56,,,,Netherlands
Shaquille Pinas,sr SUR,DF,ADO Den Haag,22,1998,24.4,,17,,,,,,,,,,,43,,,,Netherlands
Joël Piroe,nl NED,"FW,MF",PSV Eindhoven,20,1999,1.5,,0,,,,,,,,,,,0,,,,Netherlands
Julio Pleguezuelo,es ESP,DF,Twente,23,1997,18.3,,18,,,,,,,,,,,44,,,,Netherlands
Thomas Poll,nl NED,DF,Groningen,19,2001,0.3,,0,,,,,,,,,,,1,,,,Netherlands
Romano Postema,nl NED,FW,Groningen,18,2002,0.4,,0,,,,,,,,,,,0,,,,Netherlands
Giacomo Quagliata,it ITA,DF,Heracles Almelo,20,2000,22.9,,29,,,,,,,,,,,53,,,,Netherlands
Jacob Rasmussen,dk DEN,DF,Vitesse,23,1997,27.5,,32,,,,,,,,,,,59,,,,Netherlands
Andrei Ratiu,ro ROU,"MF,FW",ADO Den Haag,22,1998,5.8,,13,,,,,,,,,,,7,,,,Netherlands
Eliano Reijnders,id IDN,"FW,MF",Zwolle,19,2000,18.3,,22,,,,,,,,,,,13,,,,Netherlands
Tijjani Reijnders,nl NED,MF,AZ Alkmaar,22,1998,8.2,,6,,,,,,,,,,,18,,,,Netherlands
Devyne Rensch,nl NED,DF,Ajax,17,2003,9.9,,22,,,,,,,,,,,26,,,,Netherlands
Marco Rente,de GER,DF,Heracles Almelo,23,1997,19.6,,22,,,,,,,,,,,62,,,,Netherlands
Dante Rigo,be BEL,MF,ADO Den Haag,21,1998,9.1,,12,,,,,,,,,,,18,,,,Netherlands
Yahcuroo Roemer,nl NED,"FW,MF",VVV-Venlo,19,2001,7.5,,8,,,,,,,,,,,4,,,,Netherlands
Godfried Roemeratoe,cw CUW,MF,Twente,20,1999,24.6,,38,,,,,,,,,,,37,,,,Netherlands
Ole Romeny,nl NED,"MF,FW",Willem II,20,2000,4.0,,5,,,,,,,,,,,3,,,,Netherlands
Maximiliano Romero,ar ARG,FW,PSV Eindhoven,21,1999,0.0,,0,,,,,,,,,,,0,,,,Netherlands
Pablo Rosario,nl NED,MF,PSV Eindhoven,23,1997,25.7,,37,,,,,,,,,,,58,,,,Netherlands
Llazaros Rota,gr GRE,DF,Fortuna Sittard,22,1997,19.3,,34,,,,,,,,,,,32,,,,Netherlands
Daan Rots,nl NED,FW,Twente,19,2001,2.6,,2,,,,,,,,,,,0,,,,Netherlands
Dries Saddiki,ma MAR,MF,Willem II,23,1996,10.4,,17,,,,,,,,,,,32,,,,Netherlands
Michal Sadílek,cz CZE,MF,PSV Eindhoven,21,1999,0.5,,0,,,,,,,,,,,2,,,,Netherlands
Görkem Sağlam,de GER,MF,Willem II,22,1998,14.1,,20,,,,,,,,,,,8,,,,Netherlands
Ismael Saibari,ma MAR,"FW,MF",PSV Eindhoven,19,2001,0.0,,0,,,,,,,,,,,0,,,,Netherlands
Shurandy Sambo,nl NED,DF,PSV Eindhoven,18,2001,0.2,,0,,,,,,,,,,,0,,,,Netherlands
Bassala Sambou,eng ENG,FW,Fortuna Sittard,22,1997,0.4,,1,,,,,,,,,,,0,,,,Netherlands
Ibrahim Sangaré,ci CIV,MF,PSV Eindhoven,22,1997,25.3,,69,,,,,,,,,,,70,,,,Netherlands
Kjell Scherpen,nl NED,GK,Ajax,20,2000,2.0,,1,,,,,,,,,,,0,,,,Netherlands
Vincent Schippers,nl NED,DF,Willem II,19,2001,1.7,,0,,,,,,,,,,,5,,,,Netherlands
Ben Scholte,nl NED,MF,Emmen,18,2001,0.1,,0,,,,,,,,,,,0,,,,Netherlands
Lucas Schoofs,be BEL,MF,Heracles Almelo,23,1997,25.7,,48,,,,,,,,,,,46,,,,Netherlands
Sam Schreck,de GER,MF,Groningen,21,1999,3.6,,9,,,,,,,,,,,7,,,,Netherlands
Perr Schuurs,nl NED,DF,Ajax,20,1999,21.0,,23,,,,,,,,,,,32,,,,Netherlands
Cain Seedorf,nl NED,DF,ADO Den Haag,20,2000,2.0,,2,,,,,,,,,,,0,,,,Netherlands
Lindon Selahi,al ALB,MF,Twente,21,1999,0.7,,6,,,,,,,,,,,4,,,,Netherlands
Lindon Selahi,al ALB,MF,Willem II,21,1999,5.2,,10,,,,,,,,,,,17,,,,Netherlands
Marcos Senesi,ar ARG,DF,Feyenoord,23,1997,32.0,,57,,,,,,,,,,,83,,,,Netherlands
José Pascual Alba Seva,es ESP,MF,ADO Den Haag,20,2000,6.7,,4,,,,,,,,,,,7,,,,Netherlands
Xander Severina,cw CUW,FW,ADO Den Haag,19,2001,0.5,,1,,,,,,,,,,,1,,,,Netherlands
Meritan Shabani,al ALB,"MF,FW",VVV-Venlo,21,1999,2.9,,3,,,,,,,,,,,4,,,,Netherlands
Sekou Sidibe,be BEL,"FW,MF",Emmen,19,2001,0.4,,1,,,,,,,,,,,2,,,,Netherlands
Elias Sierra,be BEL,FW,Heracles Almelo,18,2001,1.5,,3,,,,,,,,,,,1,,,,Netherlands
Luis Sinisterra,co COL,FW,Feyenoord,21,1999,13.4,,6,,,,,,,,,,,7,,,,Netherlands
Kian Slor,nl NED,FW,Groningen,18,2002,0.9,,0,,,,,,,,,,,0,,,,Netherlands
Gijs Smal,nl NED,DF,Twente,22,1997,15.3,,27,,,,,,,,,,,26,,,,Netherlands
Ian Smeulers,nl NED,DF,Willem II,20,2000,0.4,,0,,,,,,,,,,,2,,,,Netherlands
Rein Smit,nl NED,FW,Heerenveen,19,2001,0.7,,0,,,,,,,,,,,0,,,,Netherlands
Sylla Sow,nl NED,FW,RKC Waalwijk,23,1996,12.6,,11,,,,,,,,,,,4,,,,Netherlands
Wesley Spieringhs,nl NED,MF,Willem II,18,2002,13.0,,16,,,,,,,,,,,31,,,,Netherlands
Tommy St. Jago,nl NED,DF,Utrecht,20,2000,22.8,,33,,,,,,,,,,,29,,,,Netherlands
Casper Staring,nl NED,DF,Twente,19,2001,1.7,,3,,,,,,,,,,,5,,,,Netherlands
Calvin Stengs,nl NED,"MF,FW",AZ Alkmaar,21,1998,28.9,,29,,,,,,,,,,,24,,,,Netherlands
Jørgen Strand Larsen,no NOR,FW,Groningen,20,2000,25.6,,6,,,,,,,,,,,9,,,,Netherlands
Yukinari Sugawara,jp JPN,DF,AZ Alkmaar,20,2000,18.3,,24,,,,,,,,,,,29,,,,Netherlands
Tomáš Suslov,sk SVK,"MF,FW",Groningen,18,2002,16.5,,24,,,,,,,,,,,15,,,,Netherlands
Moussa Sylla,ml MLI,FW,Utrecht,20,1999,7.3,,7,,,,,,,,,,,4,,,,Netherlands
Adrian Szöke,hu HUN,FW,Heracles Almelo,22,1998,7.1,,5,,,,,,,,,,,3,,,,Netherlands
Kenneth Taylor,nl NED,MF,Ajax,18,2002,0.9,,3,,,,,,,,,,,1,,,,Netherlands
Slobodan Tedić,rs SRB,FW,Zwolle,20,2000,10.2,,6,,,,,,,,,,,4,,,,Netherlands
Tesfaldet Tekie,se SWE,MF,Fortuna Sittard,23,1997,29.8,,37,,,,,,,,,,,59,,,,Netherlands
Hidde ter Avest,nl NED,DF,Utrecht,23,1997,15.8,,16,,,,,,,,,,,26,,,,Netherlands
Jordan Teze,nl NED,DF,PSV Eindhoven,20,1999,31.4,,38,,,,,,,,,,,33,,,,Netherlands
Jurriën Timber,nl NED,DF,Ajax,19,2001,16.8,,17,,,,,,,,,,,29,,,,Netherlands
Ahmed Touba,dz ALG,DF,RKC Waalwijk,22,1998,32.0,,23,,,,,,,,,,,71,,,,Netherlands
Idrissa Touré,de GER,"MF,DF",Vitesse,22,1998,6.1,,11,,,,,,,,,,,16,,,,Netherlands
Mike Trésor,be BEL,"MF,FW",Willem II,21,1999,26.9,,28,,,,,,,,,,,26,,,,Netherlands
Giovanni Troupée,cw CUW,DF,Utrecht,22,1998,2.8,,6,,,,,,,,,,,5,,,,Netherlands
Syb Van Ottele,nl NED,MF,Heerenveen,18,2002,2.2,,3,,,,,,,,,,,4,,,,Netherlands
Keziah Veendorp,nl NED,"MF,DF",Emmen,23,1997,15.3,,15,,,,,,,,,,,17,,,,Netherlands
Joey Veerman,nl NED,MF,Heerenveen,21,1998,30.0,,29,,,,,,,,,,,41,,,,Netherlands
Odysseus Velanas,nl NED,"FW,MF",Utrecht,22,1998,0.1,,0,,,,,,,,,,,0,,,,Netherlands
Dylan Vente,nl NED,FW,Feyenoord,21,1999,0.1,,0,,,,,,,,,,,0,,,,Netherlands
Thibaud Verlinden,be BEL,FW,Fortuna Sittard,21,1999,1.0,,0,,,,,,,,,,,0,,,,Netherlands
Michael Verrips,nl NED,GK,Emmen,23,1996,14.0,,1,,,,,,,,,,,0,,,,Netherlands
Yorbe Vertessen,be BEL,"MF,FW",PSV Eindhoven,19,2001,5.6,,5,,,,,,,,,,,4,,,,Netherlands
Jari Vlak,nl NED,MF,Emmen,21,1998,14.4,,25,,,,,,,,,,,31,,,,Netherlands
Patrick Vroegh,nl NED,MF,Vitesse,20,1999,5.9,,8,,,,,,,,,,,6,,,,Netherlands
Jordy Wehrmann,nl NED,MF,Feyenoord,21,1999,1.5,,1,,,,,,,,,,,2,,,,Netherlands
Owen Wijndal,nl NED,DF,AZ Alkmaar,20,1999,34.0,,31,,,,,,,,,,,58,,,,Netherlands
Dani de Wit,nl NED,MF,AZ Alkmaar,22,1998,13.5,,14,,,,,,,,,,,9,,,,Netherlands
Luuk Wouters,nl NED,DF,RKC Waalwijk,21,1999,9.0,,13,,,,,,,,,,,16,,,,Netherlands
John Yeboah,ec ECU,FW,Willem II,20,2000,3.5,,6,,,,,,,,,,,3,,,,Netherlands
Ramiz Zerrouki,dz ALG,MF,Twente,22,1998,21.7,,41,,,,,,,,,,,58,,,,Netherlands
Rick Zuijderwijk,nl NED,MF,Willem II,19,2001,0.3,,1,,,,,,,,,,,0,,,,Netherlands
Tammy Abraham,eng ENG,FW,Chelsea,22,1997,11.6,7.0,5,3.0,3.0,1.0,1.0,7.0,14.3,6.0,6.0,0.0,6.0,5,12.0,17.0,0.0,PremierLeague
Tosin Adarabioyo,eng ENG,DF,Fulham,22,1997,32.8,37.0,19,30.0,6.0,1.0,19.0,40.0,47.5,21.0,26.0,20.0,6.0,42,79.0,197.0,2.0,PremierLeague
Ola Aina,ng NGA,DF,Fulham,23,1996,29.6,37.0,20,22.0,7.0,8.0,21.0,43.0,48.8,22.0,22.0,6.0,16.0,45,82.0,94.0,2.0,PremierLeague
Rayan Aït-Nouri,dz ALG,DF,Wolves,19,2001,15.6,29.0,16,18.0,10.0,1.0,13.0,27.0,48.1,14.0,14.0,1.0,13.0,15,44.0,25.0,0.0,PremierLeague
Trent Alexander-Arnold,eng ENG,DF,Liverpool,21,1998,33.7,56.0,33,31.0,18.0,7.0,36.0,56.0,64.3,20.0,24.0,3.0,21.0,49,105.0,50.0,3.0,PremierLeague
Steven Alzate,co COL,MF,Brighton,21,1998,10.0,17.0,8,10.0,4.0,3.0,6.0,15.0,40.0,9.0,8.0,1.0,7.0,8,25.0,10.0,0.0,PremierLeague
Ethan Ampadu,wls WAL,"DF,MF",Sheffield Utd,19,2000,23.2,57.0,36,31.0,24.0,2.0,20.0,46.0,43.5,26.0,40.0,19.0,21.0,49,106.0,87.0,3.0,PremierLeague
Elliot Anderson,eng ENG,MF,Newcastle Utd,17,2002,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,PremierLeague
Harvey Barnes,eng ENG,"FW,MF",Leicester City,22,1997,21.6,19.0,9,11.0,3.0,5.0,5.0,22.0,22.7,17.0,16.0,3.0,13.0,8,27.0,11.0,0.0,PremierLeague
Donny van de Beek,nl NED,"MF,FW",Manchester Utd,23,1997,5.8,15.0,10,2.0,11.0,2.0,7.0,15.0,46.7,8.0,10.0,1.0,9.0,6,21.0,7.0,0.0,PremierLeague
Josh Benson,eng ENG,MF,Burnley,20,1999,2.9,5.0,1,3.0,0.0,2.0,1.0,6.0,16.7,5.0,3.0,0.0,3.0,3,8.0,2.0,0.0,PremierLeague
Sander Berge,no NOR,MF,Sheffield Utd,22,1998,12.4,16.0,7,8.0,5.0,3.0,7.0,15.0,46.7,8.0,11.0,2.0,9.0,4,20.0,18.0,0.0,PremierLeague
Steven Bergwijn,nl NED,"FW,MF",Tottenham,22,1997,13.4,15.0,7,8.0,3.0,4.0,7.0,20.0,35.0,13.0,7.0,1.0,6.0,5,20.0,9.0,0.0,PremierLeague
Yves Bissouma,ml MLI,MF,Brighton,23,1996,34.6,104.0,68,50.0,48.0,6.0,33.0,67.0,49.3,34.0,42.0,6.0,36.0,64,168.0,67.0,0.0,PremierLeague
Jayden Bogle,eng ENG,"DF,MF",Sheffield Utd,20,2000,12.3,33.0,23,21.0,10.0,2.0,20.0,39.0,51.3,19.0,14.0,4.0,10.0,14,47.0,22.0,0.0,PremierLeague
Jarrod Bowen,eng ENG,"FW,MF",West Ham,23,1996,28.5,26.0,15,12.0,7.0,7.0,10.0,29.0,34.5,19.0,19.0,1.0,18.0,22,48.0,10.0,0.0,PremierLeague
Rhian Brewster,eng ENG,"FW,MF",Sheffield Utd,20,2000,12.5,8.0,5,1.0,4.0,3.0,1.0,13.0,7.7,12.0,15.0,2.0,13.0,5,13.0,5.0,0.0,PremierLeague
Nathan Broadhead,wls WAL,FW,Everton,22,1998,0.0,1.0,1,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,PremierLeague
Kean Bryan,eng ENG,DF,Sheffield Utd,23,1996,11.2,20.0,10,9.0,11.0,0.0,9.0,19.0,47.4,10.0,16.0,10.0,6.0,13,33.0,39.0,1.0,PremierLeague
Oliver Burke,sct SCO,FW,Sheffield Utd,23,1997,14.1,16.0,8,6.0,9.0,1.0,5.0,24.0,20.8,19.0,24.0,0.0,24.0,2,18.0,6.0,0.0,PremierLeague
Oskar Buur,dk DEN,DF,Wolves,22,1998,0.2,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,PremierLeague
Dominic Calvert-Lewin,eng ENG,FW,Everton,23,1997,31.9,17.0,8,1.0,8.0,8.0,6.0,12.0,50.0,6.0,22.0,6.0,16.0,6,23.0,33.0,0.0,PremierLeague
Fabio Carvalho,pt POR,"MF,FW",Fulham,17,2002,2.8,9.0,6,4.0,4.0,1.0,5.0,9.0,55.6,4.0,2.0,0.0,2.0,1,10.0,1.0,1.0,PremierLeague
Matty Cash,pl POL,DF,Aston Villa,22,1997,26.4,71.0,40,43.0,22.0,6.0,41.0,74.0,55.4,33.0,50.0,11.0,39.0,60,131.0,95.0,0.0,PremierLeague
Dani Ceballos,es ESP,MF,Arsenal,23,1996,17.9,37.0,22,20.0,11.0,6.0,21.0,51.0,41.2,30.0,23.0,6.0,17.0,35,72.0,14.0,1.0,PremierLeague
Ben Chilwell,eng ENG,DF,Chelsea,23,1996,25.4,42.0,22,16.0,22.0,4.0,15.0,33.0,45.5,18.0,28.0,3.0,25.0,24,66.0,58.0,0.0,PremierLeague
Hamza Choudhury,eng ENG,MF,Leicester City,22,1997,3.5,8.0,7,3.0,5.0,0.0,4.0,10.0,40.0,6.0,4.0,1.0,3.0,4,12.0,9.0,1.0,PremierLeague
Carney Chukwuemeka,eng ENG,"MF,FW",Aston Villa,16,2003,0.2,2.0,2,1.0,0.0,1.0,1.0,3.0,33.3,2.0,0.0,0.0,0.0,0,2.0,0.0,0.0,PremierLeague
Aaron Connolly,ie IRL,FW,Brighton,20,2000,8.8,6.0,3,1.0,3.0,2.0,0.0,2.0,0.0,2.0,4.0,0.0,4.0,0,6.0,2.0,0.0,PremierLeague
Theo Corbeanu,ca CAN,FW,Wolves,18,2002,0.1,2.0,1,0.0,2.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1,3.0,0.0,0.0,PremierLeague
Patrick Cutrone,it ITA,FW,Wolves,22,1998,0.3,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,PremierLeague
Tom Davies,eng ENG,MF,Everton,22,1998,15.8,31.0,18,17.0,12.0,2.0,16.0,39.0,41.0,23.0,15.0,9.0,6.0,34,65.0,21.0,2.0,PremierLeague
Keinan Davis,eng ENG,"FW,MF",Aston Villa,22,1998,3.1,2.0,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,2.0,2.0,0.0,PremierLeague
Leif Davis,eng ENG,DF,Leeds United,20,2000,0.4,0.0,0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,1.0,1,1.0,0.0,0.0,PremierLeague
Liam Delap,eng ENG,FW,Manchester City,17,2003,0.4,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,PremierLeague
Amad Diallo,ci CIV,FW,Manchester Utd,18,2002,1.8,3.0,3,1.0,2.0,0.0,0.0,0.0,,0.0,2.0,1.0,1.0,0,3.0,1.0,0.0,PremierLeague
Ibrahima Diallo,fr FRA,MF,Southampton,21,1999,11.3,29.0,16,11.0,17.0,1.0,9.0,16.0,56.3,7.0,10.0,1.0,9.0,10,39.0,12.0,2.0,PremierLeague
Grady Diangana,cd COD,"MF,FW",West Brom,22,1998,13.7,35.0,19,19.0,9.0,7.0,19.0,43.0,44.2,24.0,16.0,2.0,14.0,16,51.0,9.0,0.0,PremierLeague
Rúben Dias,pt POR,DF,Manchester City,23,1997,31.6,24.0,13,13.0,8.0,3.0,4.0,16.0,25.0,12.0,31.0,23.0,8.0,35,59.0,92.0,0.0,PremierLeague
Issa Diop,fr FRA,DF,West Ham,23,1997,15.3,20.0,14,12.0,8.0,0.0,7.0,18.0,38.9,11.0,32.0,22.0,10.0,22,42.0,59.0,0.0,PremierLeague
Moussa Djenepo,ml MLI,MF,Southampton,22,1998,13.8,52.0,27,27.0,17.0,8.0,28.0,63.0,44.4,35.0,24.0,2.0,22.0,10,62.0,14.0,0.0,PremierLeague
Jimmy Dunne,ie IRL,DF,Burnley,22,1997,3.0,3.0,3,2.0,1.0,0.0,1.0,2.0,50.0,1.0,3.0,2.0,1.0,6,9.0,16.0,1.0,PremierLeague
Kyle Edwards,eng ENG,"MF,FW",West Brom,22,1998,1.3,3.0,2,1.0,1.0,1.0,0.0,0.0,,0.0,2.0,0.0,2.0,1,4.0,0.0,0.0,PremierLeague
Anthony Elanga,se SWE,FW,Manchester Utd,18,2002,1.7,4.0,2,3.0,1.0,0.0,4.0,5.0,80.0,1.0,1.0,1.0,0.0,1,5.0,1.0,0.0,PremierLeague
Eberechi Eze,eng ENG,MF,Crystal Palace,22,1998,28.4,27.0,14,11.0,13.0,3.0,16.0,35.0,45.7,19.0,19.0,3.0,16.0,24,51.0,9.0,1.0,PremierLeague
Sam Field,eng ENG,MF,West Brom,22,1998,0.7,5.0,5,3.0,2.0,0.0,0.0,0.0,,0.0,4.0,1.0,3.0,2,7.0,4.0,0.0,PremierLeague
Will Fish,eng ENG,FW,Manchester Utd,17,2003,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,PremierLeague
Phil Foden,eng ENG,"FW,MF",Manchester City,20,2000,18.0,22.0,11,12.0,8.0,2.0,9.0,23.0,39.1,14.0,9.0,0.0,9.0,11,33.0,11.0,0.0,PremierLeague
Wesley Fofana,fr FRA,DF,Leicester City,19,2000,25.1,51.0,37,27.0,22.0,2.0,31.0,46.0,67.4,15.0,28.0,16.0,12.0,61,112.0,94.0,0.0,PremierLeague
Timothy Fosu-Mensah,nl NED,DF,Manchester Utd,22,1998,0.9,2.0,0,1.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,3,5.0,1.0,0.0,PremierLeague
Tyrese Francois,au AUS,DF,Fulham,20,2000,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,PremierLeague
Conor Gallagher,eng ENG,MF,West Brom,20,2000,28.1,81.0,41,30.0,39.0,12.0,29.0,97.0,29.9,68.0,47.0,8.0,39.0,27,108.0,31.0,0.0,PremierLeague
Eric García,es ESP,DF,Manchester City,19,2001,4.3,8.0,7,5.0,3.0,0.0,5.0,7.0,71.4,2.0,4.0,1.0,3.0,4,12.0,10.0,0.0,PremierLeague
Morgan Gibbs-White,eng ENG,"MF,FW",Wolves,20,2000,4.6,9.0,7,3.0,4.0,2.0,5.0,12.0,41.7,7.0,6.0,0.0,6.0,3,12.0,1.0,0.0,PremierLeague
Billy Gilmour,sct SCO,MF,Chelsea,19,2001,2.9,4.0,2,1.0,2.0,1.0,2.0,7.0,28.6,5.0,3.0,2.0,1.0,3,7.0,1.0,0.0,PremierLeague
Ben Godfrey,eng ENG,DF,Everton,22,1998,29.8,55.0,33,37.0,15.0,3.0,27.0,41.0,65.9,14.0,56.0,37.0,19.0,33,88.0,120.0,0.0,PremierLeague
Joe Gomez,eng ENG,DF,Liverpool,23,1997,6.6,3.0,2,1.0,1.0,1.0,0.0,4.0,0.0,4.0,3.0,2.0,1.0,4,7.0,29.0,0.0,PremierLeague
Anthony Gordon,eng ENG,"FW,MF",Everton,19,2001,1.0,3.0,3,3.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,1,4.0,3.0,0.0,PremierLeague
Karlan Grant,eng ENG,"FW,MF",West Brom,22,1997,12.5,5.0,3,3.0,2.0,0.0,2.0,4.0,50.0,2.0,7.0,0.0,7.0,5,10.0,17.0,0.0,PremierLeague
Mason Greenwood,eng ENG,FW,Manchester Utd,18,2001,20.2,13.0,10,6.0,4.0,3.0,5.0,22.0,22.7,17.0,9.0,0.0,9.0,5,18.0,1.0,0.0,PremierLeague
Antwoine Hackford,eng ENG,DF,Sheffield Utd,16,2004,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,PremierLeague
Rekeem Harper,eng ENG,MF,West Brom,20,2000,0.4,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,2.0,1,1.0,0.0,0.0,PremierLeague
Jack Harrison,eng ENG,"MF,FW",Leeds United,23,1996,31.6,63.0,38,20.0,30.0,13.0,26.0,59.0,44.1,33.0,30.0,2.0,28.0,15,78.0,21.0,0.0,PremierLeague
Kai Havertz,de GER,"MF,FW",Chelsea,21,1999,16.9,18.0,9,6.0,10.0,2.0,6.0,27.0,22.2,21.0,25.0,0.0,25.0,4,22.0,22.0,1.0,PremierLeague
Dean Henderson,eng ENG,GK,Manchester Utd,23,1997,12.5,1.0,1,1.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0,1.0,3.0,2.0,PremierLeague
Ki-Jana Hoever,nl NED,"DF,MF",Wolves,18,2002,6.4,14.0,6,11.0,2.0,1.0,10.0,22.0,45.5,12.0,2.0,0.0,2.0,9,23.0,23.0,0.0,PremierLeague
Mason Holgate,eng ENG,DF,Everton,23,1996,25.4,56.0,36,31.0,18.0,7.0,20.0,50.0,40.0,30.0,37.0,13.0,24.0,35,91.0,90.0,3.0,PremierLeague
Callum Hudson-Odoi,eng ENG,"FW,DF",Chelsea,19,2000,11.8,23.0,15,11.0,7.0,5.0,8.0,21.0,38.1,13.0,15.0,1.0,14.0,6,29.0,6.0,0.0,PremierLeague
Niall Huggins,wls WAL,DF,Leeds United,19,2000,0.4,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,PremierLeague
Kelechi Iheanacho,ng NGA,FW,Leicester City,23,1996,16.2,12.0,5,2.0,4.0,6.0,4.0,17.0,23.5,13.0,14.0,0.0,14.0,2,14.0,1.0,1.0,PremierLeague
Daniel James,wls WAL,FW,Manchester Utd,22,1997,10.1,15.0,9,4.0,7.0,4.0,3.0,18.0,16.7,15.0,10.0,1.0,9.0,0,15.0,6.0,0.0,PremierLeague
Reece James,eng ENG,DF,Chelsea,20,1999,26.4,55.0,35,24.0,22.0,9.0,21.0,44.0,47.7,23.0,36.0,7.0,29.0,17,72.0,52.0,0.0,PremierLeague
Alexandre Jankewitz,ch SUI,MF,Southampton,18,2001,0.0,2.0,1,2.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0,2.0,0.0,0.0,PremierLeague
Daniel Jebbison,eng ENG,FW,Sheffield Utd,16,2003,3.2,6.0,2,1.0,3.0,2.0,3.0,7.0,42.9,4.0,6.0,1.0,5.0,1,7.0,0.0,0.0,PremierLeague
Gabriel Jesus,br BRA,FW,Manchester City,23,1997,22.9,17.0,6,5.0,5.0,7.0,11.0,28.0,39.3,17.0,16.0,0.0,16.0,15,32.0,5.0,0.0,PremierLeague
Joelinton,br BRA,"FW,MF",Newcastle Utd,23,1996,22.0,33.0,21,7.0,21.0,5.0,14.0,37.0,37.8,23.0,30.0,2.0,28.0,9,42.0,24.0,0.0,PremierLeague
Ben Johnson,eng ENG,"DF,FW",West Ham,20,2000,5.8,11.0,5,5.0,3.0,3.0,7.0,9.0,77.8,2.0,5.0,1.0,4.0,11,22.0,9.0,0.0,PremierLeague
Curtis Jones,eng ENG,MF,Liverpool,19,2001,13.1,16.0,6,6.0,7.0,3.0,12.0,25.0,48.0,13.0,13.0,0.0,13.0,19,35.0,11.0,1.0,PremierLeague
Diogo Jota,pt POR,FW,Liverpool,23,1996,12.4,12.0,6,4.0,7.0,1.0,2.0,29.0,6.9,27.0,9.0,0.0,9.0,5,17.0,3.0,0.0,PremierLeague
James Justin,eng ENG,DF,Leicester City,22,1998,23.0,61.0,37,38.0,18.0,5.0,20.0,41.0,48.8,21.0,36.0,10.0,26.0,30,91.0,58.0,1.0,PremierLeague
Ozan Kabak,tr TUR,DF,Liverpool,20,2000,8.9,19.0,10,11.0,4.0,4.0,6.0,9.0,66.7,3.0,2.0,2.0,0.0,12,31.0,28.0,1.0,PremierLeague
Moise Kean,it ITA,"FW,MF",Everton,20,2000,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,PremierLeague
Caoimhín Kelleher,ie IRL,GK,Liverpool,21,1998,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0,PremierLeague
Jonjoe Kenny,eng ENG,DF,Everton,23,1997,0.9,2.0,1,1.0,0.0,1.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,1,3.0,3.0,0.0,PremierLeague
