Player,Nation,Position,Squad,Age,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,Non-Penalty Goals + Assists/90,xG/90,xAG/90,xG + xAG/90,npxG/90,npxG + xAG
Fisayo Dele-Bashiru,ng NGA,MF,Sheffield Weds,19,2001,8,2,288,3.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,8,1,11,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04
Tom Dele-Bashiru,ng NGA,MF,Watford,20,1999,2,1,64,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,5,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.18,0.18,0.18
Sepp van den Berg,nl NED,DF,Preston,18,2001,16,15,"1,354",15.0,0,0,0,0,0,0,0,0,0.7,0.7,0.6,1.3,10,35,23,0.00,0.00,0.00,0.00,0.00,0.05,0.04,0.08,0.05,0.08
Kiernan Dewsbury-Hall,eng ENG,MF,Luton Town,21,1998,39,36,"3,222",35.8,3,6,9,3,0,0,3,0,2.6,2.6,6.0,8.6,105,247,87,0.08,0.17,0.25,0.08,0.25,0.07,0.17,0.24,0.07,0.24
Yan Dhanda,eng ENG,MF,Swansea City,21,1998,26,14,"1,313",14.6,1,3,4,1,0,0,2,0,1.4,1.4,1.6,3.0,42,69,66,0.07,0.21,0.27,0.07,0.27,0.09,0.11,0.21,0.09,0.21
Brahima Diarra,ml MLI,FW,Huddersfield,17,2003,1,0,38,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Anfernee Dijksteel,sr SUR,DF,Middlesbrough,23,1996,29,29,"2,526",28.1,0,0,0,0,0,0,4,0,0.2,0.2,1.0,1.1,28,72,29,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04
Daryl Dike,us USA,FW,Barnsley,20,2000,19,13,"1,291",14.3,9,0,9,9,0,1,3,0,5.2,4.4,0.6,5.0,18,23,113,0.63,0.00,0.63,0.63,0.63,0.36,0.04,0.40,0.30,0.35
Tyrhys Dolan,eng ENG,FW,Blackburn,18,2001,37,10,"1,265",14.1,3,1,4,3,0,0,0,0,2.7,2.7,1.3,4.1,46,36,132,0.21,0.07,0.28,0.21,0.28,0.19,0.09,0.29,0.19,0.29
Kieran Dowell,eng ENG,"MF,FW",Norwich City,22,1997,24,12,932,10.4,5,1,6,5,0,0,1,0,2.4,2.4,3.2,5.6,21,60,68,0.48,0.10,0.58,0.48,0.58,0.23,0.31,0.54,0.23,0.54
Demeaco Duhaney,eng ENG,DF,Huddersfield,21,1998,13,7,653,7.3,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,14,16,16,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.05,0.06
Stephen Duke-McKenna,gy GUY,FW,QPR,19,2000,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Josh Earl,eng ENG,DF,Preston,21,1998,5,4,354,3.9,0,0,0,0,0,0,1,0,0.4,0.4,0.2,0.6,6,8,15,0.00,0.00,0.00,0.00,0.00,0.10,0.04,0.14,0.10,0.14
Festy Ebosele,ie IRL,"MF,DF",Derby County,17,2002,3,0,27,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,2,7,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.10
Josh Eccles,eng ENG,"DF,MF",Coventry City,20,2000,7,2,349,3.9,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,3,18,8,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03
Rarmani Edmonds-Green,eng ENG,DF,Huddersfield,21,1999,24,16,"1,477",16.4,2,0,2,2,0,0,1,0,1.1,1.1,0.1,1.2,11,42,0,0.12,0.00,0.12,0.12,0.12,0.07,0.00,0.07,0.07,0.07
George Edmundson,eng ENG,DF,Derby County,22,1997,10,8,749,8.3,1,0,1,1,0,0,0,0,0.6,0.6,0.5,1.0,10,24,3,0.12,0.00,0.12,0.12,0.12,0.07,0.05,0.12,0.07,0.12
Opi Edwards,eng ENG,"MF,DF",Bristol City,21,1999,4,0,31,0.3,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,2,0,4,0.00,2.90,2.90,0.00,2.90,0.00,0.17,0.17,0.00,0.17
Owura Edwards,eng ENG,"FW,MF",Bristol City,19,2001,3,1,110,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Carel Eiting,nl NED,MF,Huddersfield,22,1998,23,17,"1,559",17.3,3,3,6,3,0,0,0,0,1.0,1.0,2.7,3.7,23,103,49,0.17,0.17,0.35,0.17,0.35,0.06,0.16,0.22,0.06,0.22
Ovie Ejaria,eng ENG,FW,Reading,22,1997,38,37,"3,145",34.9,3,5,8,3,0,0,2,0,2.4,2.4,6.6,8.9,84,137,205,0.09,0.14,0.23,0.09,0.23,0.07,0.19,0.26,0.07,0.26
