Player,Nation,Position,Squad,Age,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,Non-Penalty Goals + Assists/90,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,xG/90,xAG/90,xG + xAG/90,npxG/90,npxG + xAG.1
Tyrhys Dolan,eng ENG,FW,Blackburn,18,2001,37,10,"1,265",14.1,3,1,4,3,0,0,0,0,0.21,0.07,0.28,0.21,0.28,2.7,2.7,1.3,4.1,46.0,36.0,132.0,0.19,0.09,0.29,0.19,0.29
Kieran Dowell,eng ENG,"MF,FW",Norwich City,22,1997,24,12,932,10.4,5,1,6,5,0,0,1,0,0.48,0.1,0.58,0.48,0.58,2.4,2.4,3.2,5.6,21.0,60.0,68.0,0.23,0.31,0.54,0.23,0.54
Demeaco Duhaney,eng ENG,DF,Huddersfield,21,1998,13,7,653,7.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.4,14.0,16.0,16.0,0.05,0.01,0.06,0.05,0.06
Stephen Duke-McKenna,gy GUY,FW,QPR,19,2000,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Earl,eng ENG,DF,Preston,21,1998,5,4,354,3.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.6,6.0,8.0,15.0,0.1,0.04,0.14,0.1,0.14
Festy Ebosele,ie IRL,"MF,DF",Derby County,17,2002,3,0,27,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,7.0,0.0,0.1,0.1,0.0,0.1
Josh Eccles,eng ENG,"DF,MF",Coventry City,20,2000,7,2,349,3.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,3.0,18.0,8.0,0.01,0.02,0.03,0.01,0.03
Rarmani Edmonds-Green,eng ENG,DF,Huddersfield,21,1999,24,16,"1,477",16.4,2,0,2,2,0,0,1,0,0.12,0.0,0.12,0.12,0.12,1.1,1.1,0.1,1.2,11.0,42.0,0.0,0.07,0.0,0.07,0.07,0.07
George Edmundson,eng ENG,DF,Derby County,22,1997,10,8,749,8.3,1,0,1,1,0,0,0,0,0.12,0.0,0.12,0.12,0.12,0.6,0.6,0.5,1.0,10.0,24.0,3.0,0.07,0.05,0.12,0.07,0.12
Opi Edwards,eng ENG,"MF,DF",Bristol City,21,1999,4,0,31,0.3,0,1,1,0,0,0,0,0,0.0,2.9,2.9,0.0,2.9,0.0,0.0,0.1,0.1,2.0,0.0,4.0,0.0,0.17,0.17,0.0,0.17
Owura Edwards,eng ENG,"FW,MF",Bristol City,19,2001,3,1,110,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0
Carel Eiting,nl NED,MF,Huddersfield,22,1998,23,17,"1,559",17.3,3,3,6,3,0,0,0,0,0.17,0.17,0.35,0.17,0.35,1.0,1.0,2.7,3.7,23.0,103.0,49.0,0.06,0.16,0.22,0.06,0.22
Ovie Ejaria,eng ENG,FW,Reading,22,1997,38,37,"3,145",34.9,3,5,8,3,0,0,2,0,0.09,0.14,0.23,0.09,0.23,2.4,2.4,6.6,8.9,84.0,137.0,205.0,0.07,0.19,0.26,0.07,0.26
Harvey Elliott,eng ENG,"FW,MF",Blackburn,17,2003,41,31,"2,753",30.6,7,11,18,7,0,0,3,0,0.23,0.36,0.59,0.23,0.59,3.5,3.5,9.5,13.0,106.0,222.0,211.0,0.12,0.31,0.43,0.12,0.43
Tomás Esteves,pt POR,"DF,FW",Reading,18,2002,29,12,"1,240",13.8,1,0,1,1,0,0,0,0,0.07,0.0,0.07,0.07,0.07,0.9,0.9,1.4,2.3,30.0,42.0,54.0,0.06,0.1,0.17,0.06,0.17
Sam Field,eng ENG,MF,QPR,22,1998,19,8,975,10.8,1,0,1,1,0,0,2,0,0.09,0.0,0.09,0.09,0.09,0.3,0.3,0.1,0.4,3.0,48.0,3.0,0.02,0.01,0.03,0.02,0.03
Samuel Folarin,ng NGA,"FW,MF",Middlesbrough,19,2000,2,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,3.0,1.0,4.0,0.28,0.0,0.28,0.28,0.28
William Forrester,eng ENG,DF,Stoke City,19,2001,1,1,90,1.0,1,0,1,1,0,0,0,0,1.0,0.0,1.0,1.0,1.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.16,0.0,0.16,0.16,0.16
Marcus Forss,fi FIN,"FW,MF",Brentford,21,1999,39,9,"1,105",12.3,7,1,8,7,0,0,3,0,0.57,0.08,0.65,0.57,0.65,7.9,7.9,1.9,9.8,23.0,18.0,66.0,0.64,0.16,0.8,0.64,0.8
Dael Fry,eng ENG,DF,Middlesbrough,22,1997,32,30,"2,666",29.6,1,1,2,1,0,0,2,0,0.03,0.03,0.07,0.03,0.07,2.5,2.5,0.8,3.3,8.0,54.0,8.0,0.08,0.03,0.11,0.08,0.11
Jordan Gabriel,eng ENG,DF,Nott'ham Forest,21,1998,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
James Garner,eng ENG,MF,Watford,19,2001,20,12,"1,134",12.6,0,1,1,0,0,0,3,0,0.0,0.08,0.08,0.0,0.08,1.8,1.8,2.0,3.8,18.0,54.0,26.0,0.14,0.16,0.3,0.14,0.3
James Garner,eng ENG,MF,Nott'ham Forest,19,2001,20,19,"1,700",18.9,4,0,4,4,0,0,1,0,0.21,0.0,0.21,0.21,0.21,1.7,1.7,1.3,3.0,14.0,74.0,16.0,0.09,0.07,0.16,0.09,0.16
Jordan Garrick,eng ENG,"FW,MF",Swansea City,22,1998,3,0,50,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,0.0,0.08,0.08,0.0,0.08
Morgan Gibbs-White,eng ENG,MF,Swansea City,20,2000,5,4,318,3.5,1,1,2,1,0,0,0,0,0.28,0.28,0.57,0.28,0.57,1.2,1.2,0.7,1.9,11.0,20.0,35.0,0.34,0.19,0.53,0.34,0.53
Lewis Gibson,eng ENG,DF,Reading,20,2000,13,7,751,8.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.2,1.0,3.0,28.0,6.0,0.09,0.02,0.11,0.09,0.11
Ryan Giles,eng ENG,"DF,MF",Rotherham Utd,20,2000,23,12,"1,168",13.0,2,0,2,2,0,0,0,0,0.15,0.0,0.15,0.15,0.15,0.4,0.4,2.3,2.6,45.0,35.0,37.0,0.03,0.18,0.2,0.03,0.2
Ryan Giles,eng ENG,"DF,MF",Coventry City,20,2000,19,15,"1,363",15.1,0,1,1,0,0,0,0,0,0.0,0.07,0.07,0.0,0.07,0.5,0.5,3.9,4.4,71.0,23.0,96.0,0.03,0.26,0.29,0.03,0.29
Ben Godfrey,eng ENG,DF,Norwich City,22,1998,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,3.0,22.0,2.0,0.02,0.02,0.05,0.02,0.05
Anthony Gordon,eng ENG,FW,Preston,19,2001,11,5,513,5.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,1.0,1.8,19.0,7.0,26.0,0.14,0.17,0.31,0.14,0.31
Kaide Gordon,eng ENG,MF,Derby County,15,2004,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nico Gordon,ms MSR,DF,Birmingham City,18,2002,2,1,119,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
André Green,eng ENG,"FW,MF",Sheffield Weds,22,1998,11,3,305,3.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.1,1.2,10.0,5.0,21.0,0.04,0.32,0.36,0.04,0.36
Marc Guéhi,eng ENG,DF,Swansea City,20,2000,40,40,"3,547",39.4,0,0,0,0,0,0,8,0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,0.6,2.0,41.0,138.0,6.0,0.04,0.01,0.05,0.04,0.05
Viktor Gyökeres,se SWE,FW,Coventry City,22,1998,19,7,762,8.5,3,0,3,3,0,0,0,0,0.35,0.0,0.35,0.35,0.35,2.0,2.0,0.6,2.5,27.0,14.0,63.0,0.23,0.07,0.3,0.23,0.3
Viktor Gyökeres,se SWE,FW,Swansea City,22,1998,11,2,282,3.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.1,0.7,7.0,4.0,32.0,0.18,0.03,0.21,0.18,0.21
Hayden Hackney,eng ENG,FW,Middlesbrough,18,2002,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aapo Halme,fi FIN,"MF,DF",Barnsley,22,1998,18,3,666,7.4,0,1,1,0,0,0,4,0,0.0,0.14,0.14,0.0,0.14,0.1,0.1,0.3,0.4,2.0,24.0,1.0,0.02,0.04,0.06,0.02,0.06
Niko Hämäläinen,fi FIN,DF,QPR,23,1997,22,18,"1,735",19.3,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.9,23.0,77.0,61.0,0.02,0.03,0.05,0.02,0.05
Gustavo Hamer,nl NED,MF,Coventry City,23,1997,42,36,"2,986",33.2,5,3,8,5,0,0,8,1,0.15,0.09,0.24,0.15,0.24,4.0,4.0,4.6,8.6,35.0,201.0,68.0,0.12,0.14,0.26,0.12,0.26
Wes Harding,jm JAM,DF,Rotherham Utd,23,1996,46,41,"3,733",41.5,0,4,4,0,0,0,3,0,0.0,0.1,0.1,0.0,0.1,0.7,0.7,3.6,4.4,37.0,126.0,55.0,0.02,0.09,0.11,0.02,0.11
Rekeem Harper,eng ENG,MF,Birmingham City,20,2000,18,11,"1,017",11.3,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.2,5.0,29.0,9.0,0.01,0.0,0.02,0.01,0.02
Mark Harris,wls WAL,"FW,MF",Cardiff City,21,1998,16,6,646,7.2,3,1,4,3,0,0,0,0,0.42,0.14,0.56,0.42,0.56,1.2,1.2,0.8,2.0,6.0,5.0,39.0,0.17,0.11,0.28,0.17,0.28
Taylor Harwood-Bellis,eng ENG,DF,Blackburn,18,2002,19,17,"1,542",17.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,1.1,3.0,40.0,4.0,0.06,0.01,0.07,0.06,0.07
Maxwell Haygarth,eng ENG,FW,Brentford,18,2002,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Jahmal Hector-Ingram,eng ENG,"FW,MF",Derby County,21,1998,7,0,64,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,2.0,1.0,4.0,0.7,0.0,0.7,0.7,0.7
Rico Henry,eng ENG,DF,Brentford,23,1997,30,30,"2,519",28.0,1,2,3,1,0,0,0,0,0.04,0.07,0.11,0.04,0.11,0.5,0.5,1.8,2.3,79.0,75.0,117.0,0.02,0.07,0.08,0.02,0.08
Scott High,sct SCO,"MF,FW",Huddersfield,19,2001,14,1,316,3.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,6.0,21.0,10.0,0.06,0.04,0.11,0.06,0.11
George Hirst,eng ENG,FW,Rotherham Utd,21,1999,31,4,686,7.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,1.8,1.8,0.1,1.9,4.0,13.0,41.0,0.24,0.02,0.25,0.24,0.25
Tom Holmes,eng ENG,DF,Reading,20,2000,39,30,"2,738",30.4,0,2,2,0,0,0,5,0,0.0,0.07,0.07,0.0,0.07,2.3,2.3,1.4,3.7,18.0,89.0,41.0,0.08,0.04,0.12,0.08,0.12
Joseph Hungbo,eng ENG,"FW,MF",Watford,20,2000,5,1,88,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,1.1,7.0,5.0,12.0,0.1,0.99,1.09,0.1,1.09
Alex Hunt,eng ENG,"MF,DF",Sheffield Weds,20,2000,3,1,70,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,2.0,4.0,0.05,0.03,0.09,0.05,0.09
Adam Idah,ie IRL,"FW,MF",Norwich City,19,2001,17,1,340,3.8,3,1,4,3,0,0,3,1,0.79,0.26,1.06,0.79,1.06,2.7,2.7,0.4,3.1,8.0,6.0,37.0,0.72,0.1,0.82,0.72,0.82
Daniel Iversen,dk DEN,GK,Preston,23,1997,23,23,"2,070",23.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben Jackson,eng ENG,MF,Huddersfield,19,2001,1,1,56,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Vitaly Janelt,de GER,MF,Brentford,22,1998,41,36,"3,076",34.2,3,3,6,3,0,0,8,0,0.09,0.09,0.18,0.09,0.18,1.9,1.9,2.2,4.2,19.0,115.0,34.0,0.06,0.06,0.12,0.06,0.12
Saikou Janneh,eng ENG,FW,Bristol City,19,2001,4,0,83,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,2.0,0.0,0.08,0.08,0.0,0.08
Zach Jeacock,eng ENG,GK,Birmingham City,19,2001,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
João Pedro,br BRA,FW,Watford,18,2001,38,31,"2,747",30.5,9,2,11,7,2,2,6,1,0.29,0.07,0.36,0.23,0.29,9.7,8.1,1.8,9.9,45.0,68.0,187.0,0.32,0.06,0.38,0.27,0.32
Viktor Johansson,se SWE,GK,Rotherham Utd,21,1998,21,21,"1,806",20.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Patrick Jones,wls WAL,"FW,MF",Huddersfield,17,2003,2,0,52,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0
Kamil Jóźwiak,pl POL,"FW,MF",Derby County,22,1998,41,30,"2,681",29.8,1,2,3,1,0,0,6,0,0.03,0.07,0.1,0.03,0.1,2.4,2.4,2.3,4.7,78.0,58.0,195.0,0.08,0.08,0.16,0.08,0.16
Mads Juel Andersen,dk DEN,DF,Barnsley,22,1997,46,46,"4,117",45.7,1,5,6,1,0,0,10,1,0.02,0.11,0.13,0.02,0.13,2.4,2.4,3.8,6.1,15.0,192.0,9.0,0.05,0.08,0.13,0.05,0.13
Adan Kai George,eng ENG,MF,Birmingham City,18,2002,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Osman Kakay,sl SLE,DF,QPR,22,1997,28,23,"2,102",23.4,1,1,2,1,0,0,4,0,0.04,0.04,0.09,0.04,0.09,1.4,1.4,2.2,3.6,43.0,84.0,86.0,0.06,0.09,0.15,0.06,0.15
Herbie Kane,eng ENG,MF,Barnsley,21,1998,24,6,921,10.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.8,1.4,5.0,60.0,10.0,0.06,0.08,0.14,0.06,0.14
Lloyd Kelly,eng ENG,DF,Bournemouth,21,1998,36,33,"3,044",33.8,1,4,5,1,0,0,5,0,0.03,0.12,0.15,0.03,0.15,1.0,1.0,5.0,6.0,64.0,141.0,104.0,0.03,0.15,0.18,0.03,0.18
Charlie Kelman,us USA,"FW,MF",QPR,18,2001,11,1,154,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.3,2.0,0.0,9.0,0.15,0.04,0.19,0.15,0.19
Gavin Kilkenny,ie IRL,MF,Bournemouth,20,2000,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liam Kitching,eng ENG,DF,Barnsley,20,1999,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jason Knight,ie IRL,"MF,FW",Derby County,19,2001,43,41,"3,581",39.8,2,0,2,2,0,0,5,0,0.05,0.0,0.05,0.05,0.05,3.0,3.0,1.1,4.1,67.0,135.0,153.0,0.08,0.03,0.1,0.08,0.1
Josh Knight,eng ENG,"DF,MF",Wycombe,22,1997,37,36,"3,235",35.9,1,0,1,1,0,0,6,1,0.03,0.0,0.03,0.03,0.03,1.3,1.3,0.6,1.9,15.0,102.0,8.0,0.04,0.02,0.05,0.04,0.05
Josh Koroma,sl SLE,FW,Huddersfield,21,1998,20,19,"1,620",18.0,8,2,10,8,0,0,2,0,0.44,0.11,0.56,0.44,0.56,5.3,5.3,2.1,7.3,60.0,44.0,150.0,0.29,0.12,0.41,0.29,0.41
Joël Latibeaudière,jm JAM,DF,Swansea City,20,2000,8,4,419,4.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,3.0,15.0,3.0,0.05,0.0,0.05,0.05,0.05
Ryan Ledson,eng ENG,MF,Preston,22,1997,36,31,"2,690",29.9,2,5,7,2,0,0,10,0,0.07,0.17,0.23,0.07,0.23,0.7,0.7,5.5,6.2,13.0,162.0,28.0,0.02,0.18,0.21,0.02,0.21
Jonathan Leko,eng ENG,"FW,MF",Birmingham City,21,1999,34,15,"1,599",17.8,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,41.0,23.0,105.0,0.11,0.06,0.17,0.11,0.17
Kilian Ludewig,de GER,DF,Barnsley,20,2000,4,3,310,3.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,2.0,13.0,17.0,0.02,0.03,0.06,0.02,0.06
Cornell MacDonald,eng ENG,DF,Derby County,18,2001,7,1,204,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,6.0,0.0,0.01,0.01,0.0,0.01
Connor Mahoney,eng ENG,"MF,FW",Millwall,23,1997,14,4,568,6.3,1,1,2,1,0,0,0,0,0.16,0.16,0.32,0.16,0.32,0.5,0.5,2.3,2.8,20.0,10.0,37.0,0.08,0.36,0.44,0.08,0.44
Connor Malley,eng ENG,"MF,DF",Middlesbrough,20,2000,3,0,114,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,5.0,7.0,4.0,0.05,0.04,0.09,0.05,0.09
Josh Martin,eng ENG,FW,Norwich City,18,2001,9,6,451,5.0,1,1,2,1,0,0,0,0,0.2,0.2,0.4,0.2,0.4,1.7,1.7,1.1,2.8,7.0,17.0,29.0,0.33,0.23,0.56,0.33,0.56
Han-Noah Massengo,fr FRA,MF,Bristol City,19,2001,27,18,"1,510",16.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.8,21.0,35.0,19.0,0.02,0.03,0.05,0.02,0.05
Conor Masterson,ie IRL,"DF,FW",QPR,21,1998,4,3,330,3.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,8.0,0.0,0.01,0.01,0.02,0.01,0.02
Rabbi Matondo,wls WAL,"DF,MF",Stoke City,19,2000,10,5,534,5.9,1,0,1,1,0,0,0,0,0.17,0.0,0.17,0.17,0.17,0.5,0.5,0.4,1.0,25.0,5.0,39.0,0.09,0.07,0.16,0.09,0.16
Loïc Mbe Soh,fr FRA,DF,Nott'ham Forest,19,2001,7,5,460,5.1,1,0,1,1,0,0,0,0,0.2,0.0,0.2,0.2,0.2,0.4,0.4,0.4,0.8,1.0,10.0,0.0,0.09,0.07,0.16,0.09,0.16
Bryan Mbeumo,cm CMR,FW,Brentford,20,1999,44,37,"3,072",34.1,8,10,18,8,0,0,3,0,0.23,0.29,0.53,0.23,0.53,9.0,9.0,7.8,16.8,73.0,79.0,240.0,0.26,0.23,0.49,0.26,0.49
Reece McAlear,sct SCO,DF,Norwich City,18,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam McCallum,eng ENG,DF,Coventry City,19,2000,41,37,"3,332",37.0,1,2,3,1,0,0,2,0,0.03,0.05,0.08,0.03,0.08,0.6,0.6,2.4,3.0,59.0,96.0,115.0,0.02,0.06,0.08,0.02,0.08
Riley McGree,au AUS,"MF,DF",Birmingham City,21,1998,15,8,735,8.2,1,0,1,1,0,0,1,0,0.12,0.0,0.12,0.12,0.12,1.0,1.0,1.0,2.1,11.0,23.0,33.0,0.13,0.13,0.25,0.13,0.25
Tom McIntyre,sct SCO,"DF,MF",Reading,21,1998,26,16,"1,565",17.4,2,2,4,2,0,0,2,0,0.12,0.12,0.23,0.12,0.23,1.5,1.5,1.2,2.7,21.0,38.0,11.0,0.09,0.07,0.16,0.09,0.16
Scott McKenna,sct SCO,DF,Nott'ham Forest,23,1996,24,24,"2,115",23.5,1,0,1,1,0,0,3,0,0.04,0.0,0.04,0.04,0.04,0.8,0.8,0.3,1.0,18.0,59.0,3.0,0.03,0.01,0.04,0.03,0.04
Dan McNamara,ie IRL,"DF,MF",Millwall,21,1998,16,15,"1,238",13.8,0,1,1,0,0,0,5,0,0.0,0.07,0.07,0.0,0.07,0.5,0.5,2.2,2.7,30.0,32.0,54.0,0.04,0.16,0.2,0.04,0.2
Anis Mehmeti,al ALB,MF,Wycombe,19,2001,29,18,"1,495",16.6,3,1,4,2,1,1,3,0,0.18,0.06,0.24,0.12,0.18,2.4,1.6,1.2,2.9,42.0,54.0,53.0,0.15,0.07,0.22,0.1,0.17
Teden Mengi,eng ENG,DF,Derby County,18,2002,9,7,669,7.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,3.0,10.0,3.0,0.01,0.0,0.02,0.01,0.02
Chris Mepham,wls WAL,DF,Bournemouth,22,1997,24,20,"1,901",21.1,1,0,1,1,0,0,3,0,0.05,0.0,0.05,0.05,0.05,1.8,1.8,0.4,2.1,25.0,100.0,9.0,0.08,0.02,0.1,0.08,0.1
Alex Mighten,eng ENG,FW,Nott'ham Forest,18,2002,24,13,"1,197",13.3,3,1,4,3,0,0,1,0,0.23,0.08,0.3,0.23,0.3,2.8,2.8,0.6,3.4,35.0,13.0,84.0,0.21,0.05,0.26,0.21,0.26
Amari Miller,eng ENG,"FW,MF",Birmingham City,17,2002,5,2,189,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.5,4.0,3.0,13.0,0.1,0.13,0.23,0.1,0.23
George Miller,eng ENG,FW,Barnsley,21,1998,5,0,85,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,2.0,6.0,0.13,0.0,0.13,0.13,0.13
Billy Mitchell,eng ENG,MF,Millwall,20,2000,16,10,835,9.3,1,0,1,1,0,0,1,0,0.11,0.0,0.11,0.11,0.11,1.4,1.4,0.1,1.6,12.0,27.0,13.0,0.15,0.01,0.17,0.15,0.17
Jayden Mitchell-Lawson,eng ENG,FW,Derby County,20,1999,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jayson Molumby,ie IRL,MF,Preston,20,1999,15,7,676,7.5,0,1,1,0,0,0,2,0,0.0,0.13,0.13,0.0,0.13,0.3,0.3,0.4,0.7,11.0,17.0,22.0,0.04,0.06,0.1,0.04,0.1
Jasper Moon,eng ENG,MF,Barnsley,19,2000,3,1,115,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,4.0,1.0,0.1,0.0,0.1,0.1,0.1
Taylor Moore,eng ENG,DF,Bristol City,23,1997,22,16,"1,368",15.2,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2,0.6,11.0,56.0,2.0,0.03,0.01,0.04,0.03,0.04
Joe Morrell,wls WAL,MF,Luton Town,23,1997,10,5,452,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,10.0,15.0,2.0,0.02,0.05,0.06,0.02,0.06
Hayden Muller,eng ENG,DF,Millwall,18,2002,2,0,21,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Bali Mumba,eng ENG,DF,Norwich City,18,2001,4,1,116,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.4,13.0,4.0,7.0,0.23,0.09,0.32,0.23,0.32
Admiral Muskwe,zw ZIM,"FW,MF",Wycombe,21,1998,17,13,"1,068",11.9,3,0,3,3,0,0,1,0,0.25,0.0,0.25,0.25,0.25,3.7,3.7,0.4,4.1,12.0,17.0,48.0,0.31,0.04,0.34,0.31,0.34
Jeremy Ngakia,eng ENG,DF,Watford,19,2000,25,18,"1,602",17.8,0,1,1,0,0,0,1,0,0.0,0.06,0.06,0.0,0.06,0.2,0.2,1.3,1.4,33.0,57.0,75.0,0.01,0.07,0.08,0.01,0.08
Sam Nombe,eng ENG,"FW,MF",Luton Town,21,1998,11,1,182,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.0,1.4,3.0,1.0,13.0,0.65,0.02,0.67,0.65,0.67
