Squad,Season,standard_Gls,shooting_Sh,shooting_SoT,shooting_xG,shooting_G-xG,Team_Att_Score,passing_xAG,passing_Ast,passing_KP,passing_PPA,passing_PrgP,Team_Mid_Score,defense_Tkl+Int,defense_Blocks,defense_TklW,defense_Def 3rd,defense_Mid 3rd,defense_Att 3rd,defense_Clr,defense_Tkl,defense_Int,Team_Def_Score
Barcelona,2020-2021,81.77215189873418,68.06201550387595,85.57377049180327,80.22328548644339,67.66839378238342,81.0787028094349,78.18181818181819,69.52380952380952,71.37254901960785,94.12322274881517,86.58195679796697,85.42054186108358,44.76521739130435,37.77777777777777,35.79399141630901,36.592592592592595,32.48780487804878,55.463917525773184,23.850931677018636,33.30073349633251,51.63323782234958,53.08270676691728
Barcelona,2021-2022,69.62025316455696,58.139534883720934,61.9672131147541,67.33652312599679,63.73056994818652,67.7694074217157,69.13131313131314,70.79365079365078,61.568627450980394,70.04739336492891,82.61753494282084,72.56416136135513,52.0,43.799283154121866,48.8412017167382,40.44444444444444,61.75609756097562,55.463917525773184,28.57142857142857,50.51344743276283,43.38108882521491,53.08270676691728
Barcelona,2022-2023,70.63291139240506,67.28682170542635,66.33879781420765,82.77511961722487,40.725388601036265,76.5140686369197,89.33333333333334,75.87301587301587,70.7843137254902,87.48815165876778,87.85260482846252,86.84583113077126,32.9391304347826,45.80645161290322,46.437768240343345,33.03703703703703,40.6829268292683,67.0103092783505,25.093167701863358,37.79951100244499,26.87679083094556,100.0
Barcelona,2023-2024,77.72151898734178,70.07751937984497,80.32786885245902,85.45454545454544,50.88082901554404,81.70626488957568,84.96969696969697,74.6031746031746,72.35294117647058,72.8909952606635,74.79034307496823,78.49661710218801,40.313043478260866,48.67383512544802,59.828326180257505,50.81481481481481,43.41463414634147,52.16494845360825,41.739130434782616,47.38386308068459,27.79369627507164,45.97402597402594
Bayern Munich,2020-2021,100.0,67.59689922480621,80.32786885245902,83.28548644338119,100.0,92.39542420535273,81.41414141414143,99.99999999999999,73.13725490196077,84.07582938388626,82.87166454891995,83.01876966588752,51.58260869565217,55.84229390681003,43.69098712446352,22.07407407407407,46.53658536585367,75.25773195876288,20.0,35.4523227383863,60.343839541547275,45.97402597402594
Bayern Munich,2021-2022,93.9240506329114,82.48062015503876,96.0655737704918,100.0,60.41450777202072,98.05035091108105,100.00000000000001,93.65079365079364,83.92156862745097,90.90047393364928,86.93773824650572,94.05646843942583,52.0,41.50537634408602,51.244635193133036,38.96296296296296,48.8780487804878,67.0103092783505,20.745341614906835,45.81907090464547,48.882521489971346,54.491634491634464
Bayern Munich,2022-2023,91.89873417721519,75.81395348837208,94.31693989071037,82.13716108452951,85.28497409326424,87.4788058292018,83.67676767676768,89.84126984126983,78.43137254901961,85.97156398104265,80.6861499364676,85.01103951763122,51.721739130434784,53.83512544802866,68.06866952789699,48.44444444444444,57.07317073170732,72.78350515463917,29.81366459627329,57.55501222493888,34.6704871060172,53.08270676691728
Bayern Munich,2023-2024,94.9367088607595,77.05426356589146,84.69945355191257,95.15151515151516,70.36269430051813,96.0114180241667,98.70707070707073,94.92063492063491,81.9607843137255,82.93838862559241,75.60355781448538,87.8742932335431,37.530434782608694,52.97491039426522,46.09442060085837,37.77777777777777,30.926829268292693,72.78350515463917,29.316770186335404,37.408312958435204,34.89971346704872,44.973544973544946
Benevento,2020-2021,41.265822784810126,42.63565891472868,40.54644808743169,38.24561403508771,52.953367875647665,37.2343485072865,36.80808080808082,37.77777777777777,41.56862745098039,47.29857819905213,32.6556543837357,38.285564561412045,49.495652173913044,54.12186379928315,34.07725321888411,52.888888888888886,26.243902439024396,33.19587628865979,63.22981366459627,35.6479217603912,56.676217765042985,27.36507936507932
Betis,2020-2021,51.392405063291136,45.89147286821706,47.97814207650273,49.090909090909086,56.0621761658031,48.381945785847655,46.18181818181819,49.2063492063492,48.23529411764705,52.60663507109004,50.19059720457433,48.94561931286138,65.49565217391304,48.38709677419354,43.34763948497853,51.703703703703695,42.63414634146342,38.96907216494846,55.90062111801242,44.449877750611236,72.72206303724928,40.57142857142859
