Player,Nation,Position,Squad,Age,Year of birth,90s Played,Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Passes Blocked,Interceptions,Tkl+Int,Clearances,Errors,Source_League,Season
Jeremie Boga,ci CIV,"FW,MF",Sassuolo,23,1997,19.8,11.0,9,5.0,0.0,6.0,3.0,11.0,27.3,8.0,10.0,0.0,10.0,8,19.0,7.0,0.0,SerieA,2020-2021
Federico Bonazzoli,it ITA,FW,Torino,23,1997,6.3,6.0,4,0.0,4.0,2.0,2.0,13.0,15.4,11.0,3.0,0.0,3.0,2,8.0,3.0,0.0,SerieA,2020-2021
Federico Bonazzoli,it ITA,FW,Sampdoria,23,1997,1.5,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,SerieA,2020-2021
Edoardo Bove,it ITA,MF,Roma,18,2002,0.1,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,SerieA,2020-2021
Jayden Braaf,nl NED,FW,Udinese,17,2002,1.3,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,SerieA,2020-2021
Gleison Bremer,br BRA,DF,Torino,23,1997,32.6,51.0,34,36.0,14.0,1.0,21.0,36.0,58.3,15.0,54.0,21.0,33.0,70,121.0,142.0,1.0,SerieA,2020-2021
Juan Brunetta,ar ARG,"FW,MF",Parma,23,1997,5.3,2.0,2,0.0,2.0,0.0,1.0,6.0,16.7,5.0,5.0,0.0,5.0,1,3.0,2.0,0.0,SerieA,2020-2021
Alessandro Buongiorno,it ITA,DF,Torino,21,1999,9.5,12.0,5,8.0,4.0,0.0,7.0,12.0,58.3,5.0,15.0,9.0,6.0,11,23.0,44.0,1.0,SerieA,2020-2021
Maxime Busi,be BEL,DF,Parma,20,1999,13.3,23.0,13,19.0,3.0,1.0,11.0,28.0,39.3,17.0,14.0,1.0,13.0,16,39.0,32.0,0.0,SerieA,2020-2021
Davide Calabria,it ITA,DF,Milan,23,1996,29.4,101.0,64,61.0,32.0,8.0,54.0,90.0,60.0,36.0,42.0,9.0,33.0,37,138.0,82.0,1.0,SerieA,2020-2021
Riccardo Calafiori,it ITA,DF,Roma,18,2002,0.7,1.0,0,1.0,0.0,0.0,1.0,4.0,25.0,3.0,1.0,0.0,1.0,0,1.0,0.0,0.0,SerieA,2020-2021
Fabrizio Caligara,it ITA,"MF,FW",Cagliari,20,2000,2.0,6.0,4,2.0,2.0,2.0,6.0,9.0,66.7,3.0,9.0,2.0,7.0,3,9.0,3.0,0.0,SerieA,2020-2021
Drissa Camara,ci CIV,MF,Parma,18,2002,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,SerieA,2020-2021
Andrea Carboni,it ITA,DF,Cagliari,19,2001,12.1,34.0,23,23.0,11.0,0.0,15.0,28.0,53.6,13.0,15.0,4.0,11.0,14,48.0,52.0,0.0,SerieA,2020-2021
Giuseppe Caso,it ITA,"DF,FW",Genoa,21,1998,0.6,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,SerieA,2020-2021
Francesco Cassata,it ITA,"DF,FW",Genoa,23,1997,2.5,7.0,6,7.0,0.0,0.0,4.0,7.0,57.1,3.0,0.0,0.0,0.0,3,10.0,1.0,0.0,SerieA,2020-2021
Gaetano Castrovilli,it ITA,MF,Fiorentina,23,1997,25.9,33.0,19,15.0,11.0,7.0,11.0,42.0,26.2,31.0,25.0,2.0,23.0,34,67.0,14.0,0.0,SerieA,2020-2021
Julian Chabot,de GER,DF,Spezia,22,1998,18.4,48.0,34,28.0,16.0,4.0,23.0,37.0,62.2,14.0,25.0,13.0,12.0,37,85.0,43.0,1.0,SerieA,2020-2021
Federico Chiesa,it ITA,DF,Fiorentina,22,1997,2.7,6.0,2,2.0,2.0,2.0,3.0,8.0,37.5,5.0,3.0,1.0,2.0,1,7.0,3.0,0.0,SerieA,2020-2021
Federico Chiesa,it ITA,"MF,DF",Juventus,22,1997,24.6,47.0,26,21.0,14.0,12.0,19.0,50.0,38.0,31.0,23.0,1.0,22.0,12,59.0,16.0,0.0,SerieA,2020-2021
Antonio Cioffi,it ITA,FW,Napoli,17,2002,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,1,1.0,0.0,0.0,SerieA,2020-2021
Ebrima Colley,gm GAM,"MF,FW",Hellas Verona,20,2000,8.2,11.0,4,2.0,6.0,3.0,3.0,11.0,27.3,8.0,6.0,0.0,6.0,6,17.0,1.0,0.0,SerieA,2020-2021
Lorenzo Colombo,it ITA,FW,Milan,18,2002,1.0,2.0,1,1.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0,2.0,3.0,0.0,SerieA,2020-2021
Félix Correia,pt POR,MF,Juventus,19,2001,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,SerieA,2020-2021
Mamadou Coulibaly,sn SEN,MF,Udinese,21,1999,2.0,10.0,8,5.0,5.0,0.0,0.0,0.0,,0.0,2.0,0.0,2.0,1,11.0,0.0,0.0,SerieA,2020-2021
Gian Crespi,it ITA,GK,Crotone,19,2001,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,SerieA,2020-2021
Giovanni Crociata,it ITA,DF,Crotone,22,1997,0.3,1.0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,1.0,0.0,0.0,SerieA,2020-2021
Giuseppe Cuomo,it ITA,DF,Crotone,22,1998,8.9,26.0,19,17.0,9.0,0.0,9.0,14.0,64.3,5.0,10.0,2.0,8.0,18,44.0,19.0,1.0,SerieA,2020-2021
Patrick Cutrone,it ITA,FW,Fiorentina,22,1998,2.2,4.0,3,1.0,2.0,1.0,1.0,2.0,50.0,1.0,1.0,0.0,1.0,1,5.0,0.0,0.0,SerieA,2020-2021
Lennart-Marten Czyborra,de GER,DF,Genoa,21,1999,13.0,19.0,10,7.0,7.0,5.0,11.0,19.0,57.9,8.0,6.0,1.0,5.0,17,36.0,27.0,0.0,SerieA,2020-2021
Diogo Dalot,pt POR,DF,Milan,21,1999,12.1,32.0,17,23.0,6.0,3.0,17.0,34.0,50.0,17.0,18.0,5.0,13.0,25,57.0,42.0,0.0,SerieA,2020-2021
Mikkel Damsgaard,dk DEN,"MF,FW",Sampdoria,20,2000,19.7,42.0,21,14.0,20.0,8.0,22.0,70.0,31.4,48.0,40.0,4.0,36.0,24,66.0,17.0,0.0,SerieA,2020-2021
Andrea Danzi,it ITA,DF,Hellas Verona,21,1999,1.2,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3,3.0,1.0,0.0,SerieA,2020-2021
Ebrima Darboe,gm GAM,MF,Roma,19,2001,3.6,5.0,2,3.0,1.0,1.0,3.0,10.0,30.0,7.0,3.0,0.0,3.0,8,13.0,0.0,1.0,SerieA,2020-2021
Merih Demiral,tr TUR,DF,Juventus,22,1998,10.4,12.0,9,8.0,4.0,0.0,5.0,13.0,38.5,8.0,16.0,9.0,7.0,21,33.0,40.0,0.0,SerieA,2020-2021
Fabio Depaoli,it ITA,DF,Benevento,23,1997,12.4,25.0,13,15.0,6.0,4.0,15.0,32.0,46.9,17.0,16.0,4.0,12.0,12,37.0,38.0,0.0,SerieA,2020-2021
Fabio Depaoli,it ITA,MF,Sampdoria,23,1997,0.9,1.0,0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1,2.0,1.0,0.0,SerieA,2020-2021
Fabio Depaoli,it ITA,DF,Atalanta,23,1997,2.1,3.0,2,0.0,1.0,2.0,1.0,2.0,50.0,1.0,4.0,0.0,4.0,3,6.0,2.0,0.0,SerieA,2020-2021
Kiril Despodov,bg BUL,FW,Cagliari,23,1996,0.1,1.0,1,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,SerieA,2020-2021
Alessandro Di Pardo,it ITA,"FW,DF",Juventus,21,1999,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,SerieA,2020-2021
Giuseppe Di Serio,it ITA,"FW,MF",Benevento,19,2001,3.2,2.0,2,1.0,1.0,0.0,0.0,4.0,0.0,4.0,5.0,0.0,5.0,0,2.0,4.0,0.0,SerieA,2020-2021
Amad Diallo,ci CIV,MF,Atalanta,18,2002,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,SerieA,2020-2021
Amadou Diambo,gh GHA,FW,Benevento,19,2001,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,SerieA,2020-2021
Amadou Diawara,gn GUI,MF,Roma,23,1997,7.3,10.0,8,4.0,6.0,0.0,2.0,8.0,25.0,6.0,11.0,2.0,9.0,12,22.0,4.0,0.0,SerieA,2020-2021
Brahim Díaz,ma MAR,"MF,FW",Milan,20,1999,13.6,18.0,10,7.0,7.0,4.0,10.0,23.0,43.5,13.0,10.0,0.0,10.0,2,20.0,2.0,0.0,SerieA,2020-2021
Daan Dierckx,be BEL,DF,Parma,17,2003,5.2,5.0,4,5.0,0.0,0.0,3.0,5.0,60.0,2.0,10.0,6.0,4.0,13,18.0,21.0,0.0,SerieA,2020-2021
Federico Dimarco,it ITA,DF,Hellas Verona,22,1997,29.0,32.0,19,23.0,7.0,2.0,13.0,28.0,46.4,15.0,18.0,9.0,9.0,47,79.0,50.0,1.0,SerieA,2020-2021
Nicolás Domínguez,ar ARG,MF,Bologna,22,1998,13.9,48.0,28,26.0,17.0,5.0,15.0,37.0,40.5,22.0,26.0,7.0,19.0,24,72.0,20.0,0.0,SerieA,2020-2021
Gianluigi Donnarumma,it ITA,GK,Milan,21,1999,37.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1,1.0,23.0,2.0,SerieA,2020-2021
Bartłomiej Drągowski,pl POL,GK,Fiorentina,22,1997,35.0,1.0,0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1,2.0,13.0,1.0,SerieA,2020-2021
Denis Drăguș,ro ROU,"FW,MF",Crotone,21,1999,2.0,3.0,1,0.0,0.0,3.0,0.0,4.0,0.0,4.0,4.0,0.0,4.0,1,4.0,0.0,0.0,SerieA,2020-2021
Radu Drăgușin,ro ROU,DF,Juventus,18,2002,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,SerieA,2020-2021
Steeve-Mike Ebongue,fr FRA,MF,Genoa,19,2001,0.6,2.0,1,1.0,0.0,1.0,0.0,3.0,0.0,3.0,1.0,0.0,1.0,0,2.0,0.0,0.0,SerieA,2020-2021
Simone Edera,it ITA,"DF,MF",Torino,23,1997,0.6,3.0,1,2.0,1.0,0.0,3.0,4.0,75.0,1.0,0.0,0.0,0.0,1,4.0,1.0,0.0,SerieA,2020-2021
Elif Elmas,mk MKD,"MF,FW",Napoli,20,1999,8.2,15.0,4,3.0,6.0,6.0,7.0,12.0,58.3,5.0,11.0,1.0,10.0,2,17.0,10.0,0.0,SerieA,2020-2021
Martin Erlic,hr CRO,DF,Spezia,22,1998,20.0,23.0,14,16.0,6.0,1.0,11.0,20.0,55.0,9.0,22.0,16.0,6.0,41,64.0,71.0,2.0,SerieA,2020-2021
Nicolò Fagioli,it ITA,MF,Juventus,19,2001,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,SerieA,2020-2021
Andri Fannar Baldursson,is ISL,MF,Bologna,18,2002,2.4,6.0,6,1.0,2.0,3.0,1.0,3.0,33.3,2.0,3.0,1.0,2.0,3,9.0,7.0,0.0,SerieA,2020-2021
Andrea Favilli,it ITA,FW,Hellas Verona,23,1997,3.8,3.0,1,0.0,1.0,2.0,2.0,3.0,66.7,1.0,2.0,0.0,2.0,0,3.0,2.0,0.0,SerieA,2020-2021
Luiz Felipe,it ITA,DF,Lazio,23,1997,10.1,32.0,20,19.0,11.0,2.0,16.0,24.0,66.7,8.0,20.0,9.0,11.0,21,53.0,29.0,1.0,SerieA,2020-2021
Salvador Ferrer,es ESP,DF,Spezia,22,1998,13.2,20.0,10,10.0,8.0,2.0,8.0,22.0,36.4,14.0,13.0,4.0,9.0,24,44.0,37.0,1.0,SerieA,2020-2021
Daam Foulon,be BEL,DF,Benevento,21,1999,11.3,26.0,15,21.0,5.0,0.0,16.0,28.0,57.1,12.0,12.0,3.0,9.0,14,40.0,34.0,0.0,SerieA,2020-2021
Gianluca Frabotta,it ITA,"DF,MF",Juventus,21,1999,7.7,7.0,4,5.0,0.0,2.0,5.0,12.0,41.7,7.0,9.0,1.0,8.0,14,21.0,15.0,0.0,SerieA,2020-2021
Daniel Fuzato,br BRA,GK,Roma,23,1997,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0,0.0,1.0,1.0,SerieA,2020-2021
Matteo Gabbia,it ITA,DF,Milan,20,1999,6.2,9.0,5,3.0,6.0,0.0,2.0,2.0,100.0,0.0,8.0,6.0,2.0,3,12.0,21.0,0.0,SerieA,2020-2021
Adolfo Gaich,ar ARG,FW,Benevento,21,1999,8.5,9.0,4,1.0,7.0,1.0,1.0,13.0,7.7,12.0,4.0,0.0,4.0,2,11.0,4.0,0.0,SerieA,2020-2021
Manuel Gasparini,it ITA,GK,Udinese,18,2002,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,SerieA,2020-2021
Paolo Ghiglione,it ITA,"DF,MF",Genoa,23,1997,15.1,27.0,15,17.0,8.0,2.0,13.0,28.0,46.4,15.0,14.0,2.0,12.0,13,40.0,25.0,0.0,SerieA,2020-2021
Amer Gojak,ba BIH,"MF,FW",Torino,23,1997,5.3,1.0,0,1.0,0.0,0.0,1.0,7.0,14.3,6.0,5.0,0.0,5.0,3,4.0,1.0,0.0,SerieA,2020-2021
Manu Gyabuaa,it ITA,MF,Atalanta,18,2001,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,SerieA,2020-2021
Achraf Hakimi,ma MAR,DF,Inter,21,1998,29.6,53.0,32,23.0,19.0,11.0,23.0,48.0,47.9,25.0,31.0,1.0,30.0,22,75.0,23.0,1.0,SerieA,2020-2021
Theo Hernández,fr FRA,DF,Milan,22,1997,32.6,48.0,29,22.0,21.0,5.0,19.0,38.0,50.0,19.0,29.0,6.0,23.0,34,82.0,64.0,5.0,SerieA,2020-2021
Aaron Hickey,sct SCO,DF,Bologna,18,2002,8.4,12.0,8,10.0,2.0,0.0,7.0,17.0,41.2,10.0,6.0,1.0,5.0,15,27.0,15.0,1.0,SerieA,2020-2021
Roger Ibanez,br BRA,DF,Roma,21,1998,26.6,59.0,37,28.0,25.0,6.0,25.0,45.0,55.6,20.0,38.0,17.0,21.0,68,127.0,78.0,3.0,SerieA,2020-2021
Igor,br BRA,DF,Fiorentina,22,1998,13.0,15.0,9,9.0,6.0,0.0,7.0,12.0,58.3,5.0,17.0,9.0,8.0,23,38.0,34.0,0.0,SerieA,2020-2021
Ivan Ilić,rs SRB,MF,Hellas Verona,19,2001,20.4,26.0,14,11.0,11.0,4.0,7.0,21.0,33.3,14.0,17.0,5.0,12.0,27,53.0,26.0,0.0,SerieA,2020-2021
Ardian Ismajli,al ALB,DF,Spezia,23,1996,14.4,19.0,9,10.0,8.0,1.0,8.0,13.0,61.5,5.0,10.0,7.0,3.0,23,42.0,52.0,1.0,SerieA,2020-2021
Hamed Junior Traorè,ci CIV,"MF,FW",Sassuolo,20,2000,19.9,29.0,17,10.0,10.0,9.0,14.0,35.0,40.0,21.0,27.0,3.0,24.0,18,47.0,9.0,0.0,SerieA,2020-2021
Musa Juwara,gm GAM,"MF,DF",Bologna,18,2001,0.5,2.0,2,2.0,0.0,0.0,1.0,3.0,33.3,2.0,1.0,0.0,1.0,0,2.0,0.0,0.0,SerieA,2020-2021
Yayah Kallon,sl SLE,FW,Genoa,19,2001,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,SerieA,2020-2021
Pierre Kalulu,fr FRA,DF,Milan,20,2000,8.1,18.0,14,11.0,6.0,1.0,10.0,14.0,71.4,4.0,9.0,3.0,6.0,19,37.0,20.0,0.0,SerieA,2020-2021
Yann Karamoh,fr FRA,"FW,MF",Parma,22,1998,14.4,27.0,17,8.0,12.0,7.0,11.0,31.0,35.5,20.0,6.0,0.0,6.0,4,31.0,11.0,0.0,SerieA,2020-2021
Isaac Karamoko,fr FRA,DF,Sassuolo,18,2002,0.0,1.0,0,0.0,0.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,SerieA,2020-2021
Augustus Kargbo,sl SLE,FW,Crotone,20,1999,0.4,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,SerieA,2020-2021
Franck Kessié,ci CIV,MF,Milan,23,1996,35.8,53.0,30,28.0,19.0,6.0,20.0,38.0,52.6,18.0,47.0,15.0,32.0,46,99.0,51.0,0.0,SerieA,2020-2021
Omar Khailoti,it ITA,DF,Bologna,18,2001,0.3,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,2.0,1,1.0,0.0,0.0,SerieA,2020-2021
Justin Kluivert,nl NED,MF,Roma,21,1999,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,SerieA,2020-2021
Márk Kosznovszky,hu HUN,MF,Parma,18,2002,1.0,2.0,2,1.0,1.0,0.0,1.0,4.0,25.0,3.0,2.0,0.0,2.0,1,3.0,1.0,0.0,SerieA,2020-2021
Christian Kouamé,ci CIV,FW,Fiorentina,22,1997,11.1,9.0,4,2.0,4.0,3.0,4.0,12.0,33.3,8.0,9.0,1.0,8.0,5,14.0,4.0,0.0,SerieA,2020-2021
Dejan Kulusevski,se SWE,"MF,FW",Juventus,20,2000,21.4,33.0,19,12.0,10.0,11.0,14.0,43.0,32.6,29.0,22.0,0.0,22.0,9,42.0,2.0,1.0,SerieA,2020-2021
Marash Kumbulla,al ALB,DF,Roma,20,2000,15.1,16.0,11,8.0,7.0,1.0,5.0,17.0,29.4,12.0,12.0,5.0,7.0,24,40.0,38.0,1.0,SerieA,2020-2021
Sam Lammers,nl NED,"FW,MF",Atalanta,23,1997,3.2,2.0,0,0.0,2.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0,2.0,3.0,0.0,SerieA,2020-2021
Rafael Leão,pt POR,FW,Milan,21,1999,21.4,13.0,6,4.0,7.0,2.0,6.0,15.0,40.0,9.0,17.0,0.0,17.0,4,17.0,14.0,1.0,SerieA,2020-2021
Mehdi Léris,dz ALG,"DF,MF",Sampdoria,22,1998,4.3,11.0,5,6.0,4.0,1.0,6.0,16.0,37.5,10.0,12.0,2.0,10.0,12,23.0,15.0,0.0,SerieA,2020-2021
Karlo Letica,hr CRO,GK,Sampdoria,23,1997,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0,SerieA,2020-2021
Matthijs de Ligt,nl NED,DF,Juventus,20,1999,24.7,37.0,19,20.0,16.0,1.0,18.0,28.0,64.3,10.0,42.0,21.0,21.0,31,68.0,64.0,0.0,SerieA,2020-2021
Pol Lirola,es ESP,"DF,FW",Fiorentina,22,1997,5.5,13.0,8,8.0,2.0,3.0,6.0,12.0,50.0,6.0,6.0,3.0,3.0,6,19.0,9.0,0.0,SerieA,2020-2021
Manuel Locatelli,it ITA,MF,Sassuolo,22,1998,32.0,81.0,47,43.0,28.0,10.0,29.0,56.0,51.8,27.0,35.0,15.0,20.0,51,132.0,65.0,1.0,SerieA,2020-2021
Maxime Lopez,fr FRA,MF,Sassuolo,22,1997,20.7,24.0,13,15.0,6.0,3.0,14.0,41.0,34.1,27.0,9.0,0.0,9.0,16,40.0,10.0,1.0,SerieA,2020-2021
Matteo Lovato,it ITA,DF,Hellas Verona,20,2000,15.4,21.0,12,14.0,5.0,2.0,10.0,21.0,47.6,11.0,20.0,10.0,10.0,37,58.0,48.0,1.0,SerieA,2020-2021
Saša Lukić,rs SRB,MF,Torino,23,1996,23.4,32.0,13,11.0,18.0,3.0,15.0,50.0,30.0,35.0,23.0,5.0,18.0,17,49.0,17.0,0.0,SerieA,2020-2021
Sebastiano Luperto,it ITA,DF,Crotone,23,1996,20.9,38.0,20,28.0,8.0,2.0,16.0,27.0,59.3,11.0,17.0,7.0,10.0,27,65.0,74.0,1.0,SerieA,2020-2021
Lyanco,br BRA,DF,Torino,23,1997,21.8,21.0,14,13.0,6.0,2.0,8.0,14.0,57.1,6.0,36.0,26.0,10.0,46,67.0,76.0,0.0,SerieA,2020-2021
Giulio Maggiore,it ITA,MF,Spezia,22,1998,24.6,61.0,36,26.0,28.0,7.0,21.0,53.0,39.6,32.0,33.0,6.0,27.0,19,80.0,25.0,1.0,SerieA,2020-2021
Jean-Victor Makengo,fr FRA,MF,Udinese,22,1998,5.8,8.0,7,5.0,3.0,0.0,3.0,13.0,23.1,10.0,7.0,1.0,6.0,5,13.0,7.0,0.0,SerieA,2020-2021
Daniel Maldini,it ITA,"FW,DF",Milan,18,2001,0.3,1.0,0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0,1.0,0.0,0.0,SerieA,2020-2021
Dennis Man,ro ROU,"FW,MF",Parma,21,1998,7.8,12.0,6,6.0,4.0,2.0,6.0,21.0,28.6,15.0,5.0,0.0,5.0,2,14.0,6.0,0.0,SerieA,2020-2021
Rolando Mandragora,it ITA,MF,Udinese,23,1997,4.4,8.0,5,3.0,4.0,1.0,3.0,10.0,30.0,7.0,10.0,3.0,7.0,6,14.0,5.0,0.0,SerieA,2020-2021
Rolando Mandragora,it ITA,MF,Torino,23,1997,16.9,19.0,4,4.0,9.0,6.0,7.0,30.0,23.3,23.0,19.0,6.0,13.0,20,39.0,19.0,0.0,SerieA,2020-2021
Juan Manuel Ramos,uy URU,DF,Spezia,23,1996,3.3,5.0,0,3.0,0.0,2.0,4.0,7.0,57.1,3.0,1.0,0.0,1.0,2,7.0,6.0,0.0,SerieA,2020-2021
Riccardo Marchizza,it ITA,DF,Spezia,22,1998,17.3,20.0,11,12.0,5.0,3.0,12.0,21.0,57.1,9.0,13.0,4.0,9.0,11,31.0,27.0,0.0,SerieA,2020-2021
Lautaro Martínez,ar ARG,FW,Inter,22,1997,28.5,25.0,12,5.0,11.0,9.0,7.0,24.0,29.2,17.0,31.0,1.0,30.0,27,52.0,16.0,0.0,SerieA,2020-2021
Borja Mayoral,es ESP,FW,Roma,23,1997,17.2,3.0,2,0.0,0.0,3.0,1.0,10.0,10.0,9.0,5.0,0.0,5.0,0,3.0,5.0,2.0,SerieA,2020-2021
Weston McKennie,us USA,MF,Juventus,21,1998,18.9,34.0,19,9.0,20.0,5.0,12.0,33.0,36.4,21.0,21.0,3.0,18.0,28,62.0,26.0,0.0,SerieA,2020-2021
Filippo Melegoni,it ITA,"MF,DF",Genoa,21,1999,4.3,7.0,6,2.0,5.0,0.0,3.0,6.0,50.0,3.0,5.0,0.0,5.0,5,12.0,8.0,0.0,SerieA,2020-2021
Arthur Melo,br BRA,MF,Juventus,23,1996,12.9,17.0,9,7.0,10.0,0.0,12.0,31.0,38.7,19.0,6.0,1.0,5.0,18,35.0,9.0,1.0,SerieA,2020-2021
Alex Meret,it ITA,GK,Napoli,23,1997,22.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,5.0,0.0,SerieA,2020-2021
Yıldırım Mert Çetin,tr TUR,DF,Hellas Verona,23,1997,4.6,8.0,4,3.0,5.0,0.0,2.0,6.0,33.3,4.0,7.0,5.0,2.0,14,22.0,11.0,1.0,SerieA,2020-2021
Petar Mićin,rs SRB,MF,Udinese,21,1998,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,SerieA,2020-2021
Valentin Mihaila,ro ROU,"FW,MF",Parma,20,2000,7.8,2.0,1,1.0,1.0,0.0,0.0,10.0,0.0,10.0,8.0,1.0,7.0,5,7.0,8.0,0.0,SerieA,2020-2021
Nikola Milenković,rs SRB,DF,Fiorentina,22,1997,33.7,49.0,29,33.0,14.0,2.0,21.0,33.0,63.6,12.0,42.0,33.0,9.0,44,93.0,122.0,1.0,SerieA,2020-2021
Vanja Milinković-Savić,rs SRB,GK,Torino,23,1997,5.0,1.0,1,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0,1.0,1.0,3.0,SerieA,2020-2021
Vincenzo Millico,it ITA,"FW,MF",Torino,19,2000,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,SerieA,2020-2021
Nahuel Molina,ar ARG,DF,Udinese,22,1998,20.3,27.0,18,13.0,10.0,4.0,16.0,42.0,38.1,26.0,26.0,4.0,22.0,21,48.0,49.0,1.0,SerieA,2020-2021
Cristóbal Montiel,es ESP,"MF,FW",Fiorentina,20,2000,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,SerieA,2020-2021
Raúl Moro,es ESP,FW,Lazio,17,2002,0.1,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,SerieA,2020-2021
Mert Müldür,tr TUR,DF,Sassuolo,21,1999,18.6,43.0,20,26.0,9.0,8.0,27.0,53.0,50.9,26.0,17.0,1.0,16.0,36,79.0,41.0,0.0,SerieA,2020-2021
Joakim Mæhle,dk DEN,DF,Atalanta,23,1997,13.5,18.0,10,7.0,5.0,6.0,8.0,19.0,42.1,11.0,17.0,2.0,15.0,11,29.0,5.0,0.0,SerieA,2020-2021
M'Bala Nzola,ao ANG,FW,Spezia,23,1996,21.1,12.0,5,2.0,6.0,4.0,4.0,7.0,57.1,3.0,15.0,1.0,14.0,3,15.0,20.0,0.0,SerieA,2020-2021
Brian Oddei,it ITA,"FW,MF",Sassuolo,17,2002,0.5,2.0,1,1.0,1.0,0.0,2.0,3.0,66.7,1.0,1.0,0.0,1.0,0,2.0,1.0,0.0,SerieA,2020-2021
Jérôme Onguéné,cm CMR,DF,Genoa,22,1997,2.0,2.0,1,2.0,0.0,0.0,2.0,7.0,28.6,5.0,2.0,0.0,2.0,2,4.0,8.0,0.0,SerieA,2020-2021
Riccardo Orsolini,it ITA,"FW,MF",Bologna,23,1997,19.5,37.0,18,13.0,12.0,12.0,16.0,39.0,41.0,23.0,22.0,3.0,19.0,10,47.0,22.0,0.0,SerieA,2020-2021
Victor Osimhen,ng NGA,FW,Napoli,21,1998,17.5,22.0,15,2.0,6.0,14.0,3.0,15.0,20.0,12.0,6.0,0.0,6.0,7,29.0,10.0,0.0,SerieA,2020-2021
