Player,Nation,Position,Squad,Age,Year of birth,90s Played,Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Passes Blocked,Interceptions,Tkl+Int,Clearances,Errors,Source_League,Season,Tackles %,keeper_GA,defense_Tkl+Int,defense_Blocks,defense_TklW,defense_Def 3rd,defense_Mid 3rd,defense_Att 3rd,defense_Clr,defense_Tkl%,defense_Tkl,defense_Int,Team_Def_Score,Team_Def_Score_Norm,Tackles_Contribution,Tackles Won_Contribution,Interceptions_Contribution,Blocks_Contribution,Clearances_Contribution,Tackles (Def 3rd)_Contribution,Tackles (Mid 3rd)_Contribution,Tackles %_Contribution,Total_Player_Contribution,Role_Adjustment,Final_Contribution_Index
Kai Havertz,de GER,"FW,MF",Chelsea,22,1999,20.1,17.0,8,5.0,7.0,5.0,4.0,14.0,28.6,10.0,28.0,1.0,27.0,4,21.0,32.0,1.0,PremierLeague,2021-2022,212.5,33,968,408,348,267,269,85,641,45.3,621,347,0.030303030303030304,0.5122655122655122,0.027375201288244767,0.022988505747126436,0.011527377521613832,0.06862745098039216,0.0499219968798752,0.018726591760299626,0.026022304832713755,4.690949227373069,4.9161386563833345,0.44999999999999996,1.133265729231223
Ki-Jana Hoever,nl NED,"DF,MF",Wolves,19,2002,3.4,10.0,6,5.0,5.0,0.0,7.0,12.0,58.3,5.0,6.0,0.0,6.0,6,16.0,8.0,0.0,PremierLeague,2021-2022,166.66666666666669,43,1062,437,377,377,242,54,820,40.7,673,389,0.023255813953488372,0.3377630121816168,0.014858841010401188,0.015915119363395226,0.015424164524421594,0.013729977116704805,0.00975609756097561,0.013262599469496022,0.02066115702479339,4.095004095004096,4.198612051074283,0.8,1.134508682682309
Callum Hudson-Odoi,eng ENG,"MF,FW",Chelsea,20,2000,10.7,14.0,10,5.0,6.0,3.0,8.0,23.0,34.8,15.0,8.0,0.0,8.0,2,16.0,6.0,1.0,PremierLeague,2021-2022,140.0,33,968,408,348,267,269,85,641,45.3,621,347,0.030303030303030304,0.5122655122655122,0.02254428341384863,0.028735632183908046,0.005763688760806916,0.0196078431372549,0.0093603744149766,0.018726591760299626,0.022304832713754646,3.090507726269316,3.2175509726541653,0.44999999999999996,0.7417081787611873
Adam Idah,ie IRL,"FW,MF",Norwich City,20,2001,6.9,9.0,6,2.0,5.0,2.0,2.0,3.0,66.7,1.0,4.0,2.0,2.0,3,12.0,7.0,0.0,PremierLeague,2021-2022,150.0,84,995,450,368,322,242,50,860,41.6,614,381,0.011904761904761904,0.05668934240362811,0.014657980456026058,0.016304347826086956,0.007874015748031496,0.008888888888888889,0.00813953488372093,0.006211180124223602,0.02066115702479339,3.605769230769231,3.688506335721002,0.44999999999999996,0.09409454938063778
Tim Iroegbunam,eng ENG,MF,Aston Villa,18,2003,1.0,5.0,4,2.0,3.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,2,7.0,1.0,0.0,PremierLeague,2021-2022,125.0,54,973,453,382,300,259,75,693,46.2,634,339,0.018518518518518517,0.22045855379188706,0.007886435331230283,0.010471204188481676,0.0058997050147492625,0.0,0.001443001443001443,0.006666666666666667,0.011583011583011582,2.7056277056277054,2.7495777298548463,0.6,0.3637007579173076
Daniel James,wls WAL,FW,Manchester Utd,23,1997,1.4,2.0,1,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,0.0,2.0,0,2.0,1.0,0.0,PremierLeague,2021-2022,200.0,57,925,404,358,320,197,68,704,43.6,585,340,0.017543859649122806,0.19632414369256468,0.003418803418803419,0.002793296089385475,0.0,0.0049504950495049506,0.0014204545454545455,0.0,0.01015228426395939,4.587155963302752,4.60989129666986,0.3,0.27150988840035506
Daniel James,wls WAL,"FW,MF",Leeds United,23,1997,26.3,24.0,14,8.0,8.0,8.0,10.0,23.0,43.5,13.0,18.0,1.0,17.0,8,32.0,12.0,0.0,PremierLeague,2021-2022,171.42857142857142,79,1182,473,437,396,298,93,621,46.0,787,395,0.012658227848101266,0.07534659433393609,0.030495552731893267,0.032036613272311214,0.020253164556962026,0.03805496828752643,0.01932367149758454,0.020202020202020204,0.026845637583892617,3.7267080745341614,3.9139197026663517,0.44999999999999996,0.1327052340415806
Reece James,eng ENG,DF,Chelsea,21,1999,20.7,33.0,25,14.0,18.0,1.0,9.0,22.0,40.9,13.0,20.0,2.0,18.0,17,50.0,22.0,0.0,PremierLeague,2021-2022,132.0,33,968,408,348,267,269,85,641,45.3,621,347,0.030303030303030304,0.5122655122655122,0.05314009661835749,0.07183908045977011,0.04899135446685879,0.049019607843137254,0.0343213728549142,0.052434456928838954,0.06691449814126393,2.913907284768212,3.290567752081353,1.0,1.6856443751643293
Vitaly Janelt,de GER,MF,Brentford,23,1998,25.5,61.0,32,26.0,27.0,8.0,27.0,53.0,50.9,26.0,23.0,7.0,16.0,28,89.0,35.0,0.0,PremierLeague,2021-2022,190.625,56,1000,383,342,299,228,80,863,47.2,607,393,0.017857142857142856,0.20408163265306117,0.10049423393739704,0.0935672514619883,0.07124681933842239,0.06005221932114883,0.04055619930475087,0.08695652173913043,0.11842105263157894,4.038665254237288,4.609959551971705,0.6,0.5644848430985759
João Pedro,br BRA,"FW,MF",Watford,19,2001,18.3,20.0,14,7.0,8.0,5.0,6.0,23.0,26.1,17.0,23.0,3.0,20.0,15,35.0,17.0,0.0,PremierLeague,2021-2022,142.85714285714286,77,1058,440,356,341,213,60,899,44.4,614,444,0.012987012987012988,0.08348794063079779,0.03257328990228013,0.03932584269662921,0.033783783783783786,0.05227272727272727,0.018909899888765295,0.020527859237536656,0.03755868544600939,3.217503217503218,3.4524553057309495,0.44999999999999996,0.12970727261790674
Ben Johnson,eng ENG,DF,West Ham,21,2000,15.5,33.0,16,15.0,15.0,3.0,21.0,28.0,75.0,7.0,16.0,8.0,8.0,22,55.0,55.0,0.0,PremierLeague,2021-2022,206.25,51,908,420,301,273,199,62,781,43.1,534,374,0.0196078431372549,0.24743230625583562,0.06179775280898876,0.053156146179401995,0.058823529411764705,0.0380952380952381,0.07042253521126761,0.054945054945054944,0.07537688442211055,4.78538283062645,5.197999971700276,1.0,1.2861531209155677
Curtis Jones,eng ENG,MF,Liverpool,20,2001,9.5,11.0,9,3.0,6.0,2.0,1.0,10.0,10.0,9.0,4.0,0.0,4.0,6,17.0,4.0,0.0,PremierLeague,2021-2022,122.22222222222223,26,894,359,320,207,240,107,523,40.5,554,340,0.038461538461538464,0.7142857142857142,0.019855595667870037,0.028125,0.01764705882352941,0.011142061281337047,0.0076481835564053535,0.014492753623188406,0.025,3.0178326474622774,3.141743300414608,0.6,1.346461414463403
James Justin,eng ENG,DF,Leicester City,23,1998,11.1,22.0,13,11.0,8.0,3.0,7.0,15.0,46.7,8.0,16.0,4.0,12.0,17,39.0,34.0,0.0,PremierLeague,2021-2022,169.23076923076923,59,1057,469,384,336,270,84,777,42.5,690,367,0.01694915254237288,0.1815980629539951,0.03188405797101449,0.033854166666666664,0.04632152588555858,0.03411513859275053,0.043758043758043756,0.03273809523809524,0.02962962962962963,3.981900452488688,4.234201110230447,1.0,0.7689227197755046
Ozan Kabak,tr TUR,DF,Norwich City,21,2000,10.2,10.0,5,4.0,6.0,0.0,5.0,9.0,55.6,4.0,19.0,11.0,8.0,16,26.0,26.0,0.0,PremierLeague,2021-2022,200.0,84,995,450,368,322,242,50,860,41.6,614,381,0.011904761904761904,0.05668934240362811,0.016286644951140065,0.01358695652173913,0.04199475065616798,0.042222222222222223,0.030232558139534883,0.012422360248447204,0.024793388429752067,4.8076923076923075,4.989231188861311,1.0,0.28283623519621937
Samuel Kalu,ng NGA,FW,Watford,23,1997,2.5,2.0,2,0.0,2.0,0.0,1.0,1.0,100.0,0.0,2.0,0.0,2.0,3,5.0,3.0,0.0,PremierLeague,2021-2022,100.0,77,1058,440,356,341,213,60,899,44.4,614,444,0.012987012987012988,0.08348794063079779,0.003257328990228013,0.0056179775280898875,0.006756756756756757,0.004545454545454545,0.0033370411568409346,0.0,0.009389671361502348,2.2522522522522523,2.285156482591125,0.3,0.057234902625195164
Edo Kayembe,cd COD,MF,Watford,23,1998,8.9,21.0,13,11.0,9.0,1.0,8.0,16.0,50.0,8.0,6.0,1.0,5.0,9,30.0,13.0,0.0,PremierLeague,2021-2022,161.53846153846155,77,1058,440,356,341,213,60,899,44.4,614,444,0.012987012987012988,0.08348794063079779,0.03420195439739414,0.03651685393258427,0.02027027027027027,0.013636363636363636,0.014460511679644048,0.03225806451612903,0.04225352112676056,3.6382536382536386,3.8318511778127844,0.6,0.19194801818357177
Moise Kean,it ITA,FW,Everton,21,2000,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,PremierLeague,2021-2022,,66,1070,496,402,369,252,84,815,45.7,705,365,0.015151515151515152,0.1370851370851371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
Caoimhín Kelleher,ie IRL,GK,Liverpool,22,1998,2.0,1.0,1,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,PremierLeague,2021-2022,100.0,26,894,359,320,207,240,107,523,40.5,554,340,0.038461538461538464,0.7142857142857142,0.0018050541516245488,0.003125,0.0,0.0,0.0019120458891013384,0.004830917874396135,0.0,2.4691358024691357,2.4808088203842575,0.5,0.8860031501372347
Kristoffer Klaesson,no NOR,GK,Leeds United,20,2000,0.4,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,PremierLeague,2021-2022,,79,1182,473,437,396,298,93,621,46.0,787,395,0.012658227848101266,0.07534659433393609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
Ibrahima Konaté,fr FRA,DF,Liverpool,22,1999,11.0,16.0,10,9.0,6.0,1.0,7.0,10.0,70.0,3.0,13.0,9.0,4.0,16,32.0,37.0,1.0,PremierLeague,2021-2022,160.0,26,894,359,320,207,240,107,523,40.5,554,340,0.038461538461538464,0.7142857142857142,0.02888086642599278,0.03125,0.047058823529411764,0.036211699164345405,0.07074569789674952,0.043478260869565216,0.025,3.950617283950617,4.233242631836681,1.0,3.0237447370262007
Ezri Konsa,eng ENG,DF,Aston Villa,23,1997,27.5,25.0,15,13.0,11.0,1.0,10.0,13.0,76.9,3.0,31.0,22.0,9.0,15,40.0,86.0,2.0,PremierLeague,2021-2022,166.66666666666669,54,973,453,382,300,259,75,693,46.2,634,339,0.018518518518518517,0.22045855379188706,0.03943217665615142,0.03926701570680628,0.04424778761061947,0.0684326710816777,0.1240981240981241,0.043333333333333335,0.04247104247104247,3.6075036075036078,4.008785758461363,1.0,0.8837711107719051
Alex Král,cz CZE,MF,West Ham,23,1998,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,PremierLeague,2021-2022,,51,908,420,301,273,199,62,781,43.1,534,374,0.0196078431372549,0.24743230625583562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0
Dejan Kulusevski,se SWE,"MF,FW",Tottenham,21,2000,14.0,19.0,13,7.0,10.0,2.0,5.0,23.0,21.7,18.0,14.0,0.0,14.0,13,32.0,3.0,0.0,PremierLeague,2021-2022,146.15384615384613,40,953,470,349,286,244,68,793,44.9,598,355,0.025,0.380952380952381,0.03177257525083612,0.03724928366762178,0.036619718309859155,0.029787234042553193,0.0037831021437578815,0.024475524475524476,0.040983606557377046,3.2550967962994686,3.459767840746998,0.44999999999999996,0.5931030584137711
Tariq Lamptey,gh GHA,"DF,FW",Brighton,20,2000,17.3,36.0,25,14.0,17.0,5.0,15.0,25.0,60.0,10.0,13.0,3.0,10.0,21,57.0,23.0,0.0,PremierLeague,2021-2022,144.0,44,1026,480,403,306,257,105,723,43.2,668,358,0.022727272727272728,0.3246753246753246,0.05389221556886228,0.062034739454094295,0.05865921787709497,0.027083333333333334,0.0318118948824343,0.0457516339869281,0.06614785992217899,3.333333333333333,3.6787142283582592,0.65,0.7763520287119702
Jamal Lewis,nir NIR,DF,Newcastle Utd,23,1998,2.9,8.0,6,6.0,1.0,1.0,3.0,4.0,75.0,1.0,3.0,2.0,1.0,3,11.0,8.0,0.0,PremierLeague,2021-2022,133.33333333333331,62,1019,420,383,334,266,59,776,47.4,659,360,0.016129032258064516,0.16129032258064513,0.012139605462822459,0.015665796344647518,0.008333333333333333,0.007142857142857143,0.010309278350515464,0.017964071856287425,0.0037593984962406013,2.812939521800281,2.8882538627869847,1.0,0.4658473972237071
Valentino Livramento,eng ENG,DF,Southampton,18,2002,24.5,54.0,28,30.0,18.0,6.0,27.0,45.0,60.0,18.0,23.0,9.0,14.0,47,101.0,50.0,1.0,PremierLeague,2021-2022,192.85714285714286,67,1048,430,340,285,243,74,795,42.7,602,446,0.014925373134328358,0.13148542999289264,0.08970099667774087,0.08235294117647059,0.10538116591928251,0.053488372093023255,0.06289308176100629,0.10526315789473684,0.07407407407407407,4.516560722649715,5.08971451224605,1.0,0.6692233011837377
Sean Longstaff,eng ENG,MF,Newcastle Utd,23,1997,16.3,54.0,34,18.0,31.0,5.0,24.0,65.0,36.9,41.0,18.0,6.0,12.0,9,63.0,18.0,0.0,PremierLeague,2021-2022,158.8235294117647,62,1019,420,383,334,266,59,776,47.4,659,360,0.016129032258064516,0.16129032258064513,0.0819423368740516,0.08877284595300261,0.025,0.04285714285714286,0.023195876288659795,0.05389221556886228,0.11654135338345864,3.3507073715562172,3.7829091424813948,0.6,0.36608798153045746
Ademola Lookman,ng NGA,"FW,MF",Leicester City,23,1997,16.1,32.0,14,10.0,13.0,9.0,10.0,28.0,35.7,18.0,19.0,1.0,18.0,10,42.0,4.0,0.0,PremierLeague,2021-2022,228.57142857142856,59,1057,469,384,336,270,84,777,42.5,690,367,0.01694915254237288,0.1815980629539951,0.0463768115942029,0.036458333333333336,0.027247956403269755,0.04051172707889126,0.005148005148005148,0.02976190476190476,0.04814814814814815,5.378151260504201,5.611804146971957,0.44999999999999996,0.4585917432452868
Imran Louza,ma MAR,MF,Watford,22,1999,15.7,41.0,21,18.0,20.0,3.0,16.0,38.0,42.1,22.0,28.0,6.0,22.0,42,83.0,20.0,1.0,PremierLeague,2021-2022,195.23809523809524,77,1058,440,356,341,213,60,899,44.4,614,444,0.012987012987012988,0.08348794063079779,0.06677524429967427,0.05898876404494382,0.0945945945945946,0.06363636363636363,0.02224694104560623,0.05278592375366569,0.09389671361502347,4.397254397254398,4.850178942244269,0.6,0.24295887094730106
Douglas Luiz,br BRA,MF,Aston Villa,23,1998,30.2,59.0,39,30.0,24.0,5.0,21.0,72.0,29.2,51.0,30.0,7.0,23.0,34,93.0,28.0,1.0,PremierLeague,2021-2022,151.28205128205127,54,973,453,382,300,259,75,693,46.2,634,339,0.018518518518518517,0.22045855379188706,0.09305993690851735,0.10209424083769633,0.10029498525073746,0.06622516556291391,0.04040404040404041,0.1,0.09266409266409266,3.274503274503274,3.869245736131272,0.6,0.5118049915517554
Alexis Mac Allister,ar ARG,"MF,FW",Brighton,22,1998,23.6,65.0,40,23.0,30.0,12.0,29.0,68.0,42.6,39.0,37.0,7.0,30.0,13,78.0,22.0,0.0,PremierLeague,2021-2022,162.5,44,1026,480,403,306,257,105,723,43.2,668,358,0.022727272727272728,0.3246753246753246,0.09730538922155689,0.09925558312655088,0.036312849162011177,0.07708333333333334,0.030428769017980636,0.07516339869281045,0.11673151750972763,3.761574074074074,4.293854914138045,0.44999999999999996,0.6273489322604284
Gabriel Magalhães,br BRA,DF,Arsenal,23,1997,34.0,50.0,30,36.0,12.0,2.0,30.0,41.0,73.2,11.0,34.0,26.0,8.0,13,63.0,112.0,4.0,PremierLeague,2021-2022,166.66666666666669,48,836,386,311,261,195,84,658,48.8,540,296,0.020833333333333332,0.27777777777777773,0.09259259259259259,0.09646302250803858,0.04391891891891892,0.08808290155440414,0.1702127659574468,0.13793103448275862,0.06153846153846154,3.415300546448088,4.1060402440007095,1.0,1.1405667344446413
Ainsley Maitland-Niles,eng ENG,MF,Arsenal,23,1997,3.0,8.0,4,5.0,3.0,0.0,2.0,4.0,50.0,2.0,2.0,0.0,2.0,4,12.0,4.0,0.0,PremierLeague,2021-2022,200.0,48,836,386,311,261,195,84,658,48.8,540,296,0.020833333333333332,0.27777777777777773,0.014814814814814815,0.012861736334405145,0.013513513513513514,0.0051813471502590676,0.0060790273556231,0.019157088122605363,0.015384615384615385,4.0983606557377055,4.1853527984135415,0.6,0.6975587997355902
Gabriel Martinelli,br BRA,"FW,MF",Arsenal,20,2001,20.7,27.0,19,7.0,14.0,6.0,10.0,29.0,34.5,19.0,26.0,1.0,25.0,20,47.0,15.0,0.0,PremierLeague,2021-2022,142.10526315789474,48,836,386,311,261,195,84,658,48.8,540,296,0.020833333333333332,0.27777777777777773,0.05,0.06109324758842444,0.06756756756756757,0.06735751295336788,0.022796352583586626,0.02681992337164751,0.07179487179487179,2.9119930974978434,3.2794225733573095,0.44999999999999996,0.4099278216696636
Bryan Mbeumo,cm CMR,FW,Brentford,21,1999,32.3,28.0,16,1.0,12.0,15.0,6.0,20.0,30.0,14.0,21.0,6.0,15.0,11,39.0,20.0,0.0,PremierLeague,2021-2022,175.0,56,1000,383,342,299,228,80,863,47.2,607,393,0.017857142857142856,0.20408163265306117,0.04612850082372323,0.04678362573099415,0.027989821882951654,0.05483028720626632,0.023174971031286212,0.0033444816053511705,0.05263157894736842,3.7076271186440675,3.9625103858720085,0.3,0.24260267668604127
James Mcatee,eng ENG,"MF,FW",Manchester City,18,2002,0.2,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,PremierLeague,2021-2022,,26,777,267,284,183,214,101,403,44.6,498,279,0.038461538461538464,0.7142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996,0.0
Kasey McAteer,ie IRL,FW,Leicester City,19,2001,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,PremierLeague,2021-2022,,59,1057,469,384,336,270,84,777,42.5,690,367,0.01694915254237288,0.1815980629539951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
Liam McCarron,sct SCO,FW,Leeds United,20,2001,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,PremierLeague,2021-2022,,79,1182,473,437,396,298,93,621,46.0,787,395,0.012658227848101266,0.07534659433393609,0.0,0.0,0.0,0.0021141649048625794,0.0,0.0,0.0,0.0,0.0021141649048625794,0.3,4.778853763251761e-05
Stuart McKinstry,sct SCO,MF,Leeds United,18,2002,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,PremierLeague,2021-2022,,79,1182,473,437,396,298,93,621,46.0,787,395,0.012658227848101266,0.07534659433393609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0
Dwight McNeil,eng ENG,MF,Burnley,21,1999,34.5,78.0,49,27.0,38.0,13.0,33.0,73.0,45.2,40.0,64.0,11.0,53.0,35,113.0,31.0,1.0,PremierLeague,2021-2022,159.18367346938774,53,1000,509,324,273,235,82,887,46.8,590,410,0.018867924528301886,0.22911051212938,0.13220338983050847,0.15123456790123457,0.08536585365853659,0.12573673870333987,0.03494926719278467,0.0989010989010989,0.16170212765957448,3.401360544217687,4.191453588064764,0.6,0.5761836468768272
Hannibal Mejbri,tn TUN,FW,Manchester Utd,18,2003,0.8,2.0,1,1.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0,2.0,0.0,0.0,PremierLeague,2021-2022,200.0,57,925,404,358,320,197,68,704,43.6,585,340,0.017543859649122806,0.19632414369256468,0.003418803418803419,0.002793296089385475,0.0,0.0,0.0,0.003125,0.005076142131979695,4.587155963302752,4.601569204942921,0.3,0.27101974014074837
Illan Meslier,fr FRA,GK,Leeds United,21,2000,37.6,1.0,1,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0,1.0,27.0,1.0,PremierLeague,2021-2022,100.0,79,1182,473,437,396,298,93,621,46.0,787,395,0.012658227848101266,0.07534659433393609,0.0012706480304955528,0.002288329519450801,0.0,0.0,0.043478260869565216,0.0025252525252525255,0.0,2.1739130434782608,2.223475534423025,0.5,0.08376565455180171
Tyrick Mitchell,eng ENG,DF,Crystal Palace,21,1999,34.5,104.0,57,67.0,26.0,11.0,46.0,67.0,68.7,21.0,47.0,5.0,42.0,41,145.0,101.0,0.0,PremierLeague,2021-2022,182.45614035087718,46,970,452,374,323,236,78,761,47.5,637,333,0.021739130434782608,0.3002070393374741,0.16326530612244897,0.15240641711229946,0.12312312312312312,0.10398230088495575,0.13272010512483573,0.20743034055727555,0.11016949152542373,3.84118190212373,4.834278986574092,1.0,1.451284581890773
Jakub Moder,pl POL,MF,Brighton,22,1999,18.9,42.0,25,18.0,17.0,7.0,23.0,42.0,54.8,19.0,25.0,2.0,23.0,10,52.0,22.0,1.0,PremierLeague,2021-2022,168.0,44,1026,480,403,306,257,105,723,43.2,668,358,0.022727272727272728,0.3246753246753246,0.06287425149700598,0.062034739454094295,0.027932960893854747,0.052083333333333336,0.030428769017980636,0.058823529411764705,0.06614785992217899,3.888888888888889,4.249214332419101,0.6,0.8277690257959287
Tyler Morton,eng ENG,MF,Liverpool,18,2002,0.7,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,3,3.0,0.0,0.0,PremierLeague,2021-2022,,26,894,359,320,207,240,107,523,40.5,554,340,0.038461538461538464,0.7142857142857142,0.0,0.0,0.008823529411764706,0.0,0.0,0.0,0.0,0.0,0.008823529411764706,0.6,0.0037815126050420164
Mason Mount,eng ENG,MF,Chelsea,22,1999,26.3,41.0,16,10.0,17.0,14.0,10.0,34.0,29.4,24.0,18.0,1.0,17.0,13,54.0,12.0,0.0,PremierLeague,2021-2022,256.25,33,968,408,348,267,269,85,641,45.3,621,347,0.030303030303030304,0.5122655122655122,0.06602254428341385,0.04597701149425287,0.037463976945244955,0.04411764705882353,0.0187207488299532,0.03745318352059925,0.06319702602230483,5.65673289183223,5.969685029986823,0.6,1.8348382559699756
Bali Mumba,eng ENG,DF,Norwich City,19,2001,0.5,1.0,1,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,1.0,5.0,0.0,PremierLeague,2021-2022,100.0,84,995,450,368,322,242,50,860,41.6,614,381,0.011904761904761904,0.05668934240362811,0.0016286644951140066,0.002717391304347826,0.0,0.0,0.005813953488372093,0.003105590062111801,0.0,2.4038461538461537,2.4171117531960995,1.0,0.1370244758047675
Enock Mwepu,zm ZAM,MF,Brighton,23,1998,11.1,22.0,12,10.0,10.0,2.0,5.0,27.0,18.5,22.0,20.0,2.0,18.0,12,34.0,19.0,0.0,PremierLeague,2021-2022,183.33333333333331,44,1026,480,403,306,257,105,723,43.2,668,358,0.022727272727272728,0.3246753246753246,0.03293413173652695,0.02977667493796526,0.0335195530726257,0.041666666666666664,0.02627939142461964,0.032679738562091505,0.038910505836575876,4.243827160493827,4.479593822730898,0.6,0.8726481472852398
Vitaliy Mykolenko,ua UKR,DF,Everton,22,1999,11.7,25.0,15,15.0,7.0,3.0,12.0,21.0,57.1,9.0,15.0,2.0,13.0,16,41.0,37.0,0.0,PremierLeague,2021-2022,166.66666666666669,66,1070,496,402,369,252,84,815,45.7,705,365,0.015151515151515152,0.1370851370851371,0.03546099290780142,0.03731343283582089,0.043835616438356165,0.03024193548387097,0.04539877300613497,0.04065040650406504,0.027777777777777776,3.6469730123997084,3.9076519473535356,1.0,0.5356810028839624
Reiss Nelson,eng ENG,FW,Arsenal,21,1999,0.2,1.0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,1.0,0.0,0.0,PremierLeague,2021-2022,inf,48,836,386,311,261,195,84,658,48.8,540,296,0.020833333333333332,0.27777777777777773,0.001851851851851852,0.0,0.0,0.0025906735751295338,0.0,0.0,0.0,0.0,0.004442525426981385,0.3,0.00037021045224844875
Pedro Neto,pt POR,"FW,MF",Wolves,21,2000,5.2,4.0,4,2.0,0.0,2.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,6,10.0,1.0,0.0,PremierLeague,2021-2022,100.0,43,1062,437,377,377,242,54,820,40.7,673,389,0.023255813953488372,0.3377630121816168,0.005943536404160475,0.010610079575596816,0.015424164524421594,0.0,0.0012195121951219512,0.005305039787798408,0.0,2.457002457002457,2.4955047894895563,0.44999999999999996,0.3793001465752398
Jeremy Ngakia,eng ENG,DF,Watford,20,2000,10.0,31.0,18,23.0,5.0,3.0,11.0,26.0,42.3,15.0,11.0,4.0,7.0,12,43.0,32.0,0.0,PremierLeague,2021-2022,172.22222222222223,77,1058,440,356,341,213,60,899,44.4,614,444,0.012987012987012988,0.08348794063079779,0.050488599348534204,0.05056179775280899,0.02702702702702703,0.025,0.035595105672969966,0.06744868035190615,0.023474178403755867,3.8788788788788793,4.158474267435881,1.0,0.3471824527543872
Eddie Nketiah,eng ENG,FW,Arsenal,22,1999,9.3,9.0,4,1.0,4.0,4.0,1.0,4.0,25.0,3.0,9.0,2.0,7.0,4,13.0,5.0,0.0,PremierLeague,2021-2022,225.0,48,836,386,311,261,195,84,658,48.8,540,296,0.020833333333333332,0.27777777777777773,0.016666666666666666,0.012861736334405145,0.013513513513513514,0.023316062176165803,0.007598784194528876,0.0038314176245210726,0.020512820512820513,4.610655737704918,4.708956738727539,0.3,0.3924130615606282
Michael Olise,fr FRA,"FW,MF",Crystal Palace,19,2001,12.7,22.0,18,8.0,11.0,3.0,7.0,24.0,29.2,17.0,17.0,0.0,17.0,6,28.0,6.0,0.0,PremierLeague,2021-2022,122.22222222222223,46,970,452,374,323,236,78,761,47.5,637,333,0.021739130434782608,0.3002070393374741,0.03453689167974882,0.0481283422459893,0.018018018018018018,0.03761061946902655,0.00788436268068331,0.02476780185758514,0.046610169491525424,2.5730994152046787,2.7906556206472555,0.44999999999999996,0.37699850775824717
Andrew Omobamidele,ie IRL,DF,Norwich City,19,2002,4.2,8.0,6,5.0,3.0,0.0,5.0,11.0,45.5,6.0,8.0,8.0,0.0,5,13.0,13.0,0.0,PremierLeague,2021-2022,133.33333333333331,84,995,450,368,322,242,50,860,41.6,614,381,0.011904761904761904,0.05668934240362811,0.013029315960912053,0.016304347826086956,0.013123359580052493,0.017777777777777778,0.015116279069767442,0.015527950310559006,0.012396694214876033,3.2051282051282044,3.308403929868236,1.0,0.18755124318980926
