Player,Nation,Position,Squad,Age,Year of birth,90s Played,Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Passes Blocked,Interceptions,Tkl+Int,Clearances,Errors,Source_League
Aboubakar Keita,ci CIV,MF,Charleroi,23,1997,0.1,,0,,,,,,,,,,,0,,,,BelgianProLeague
Amadou Keita,gn GUI,FW,Eupen,19,2001,1.0,,1,,,,,,,,,,,0,,,,BelgianProLeague
Mandela Keita,be BEL,MF,OH Leuven,19,2002,17.6,,33,,,,,,,,,,,16,,,,BelgianProLeague
Sibiry Keita,ml MLI,MF,Eupen,20,2001,3.2,,4,,,,,,,,,,,1,,,,BelgianProLeague
Aboubakary Koita,mr MTN,"MF,FW",Sint-Truiden,22,1998,12.8,,20,,,,,,,,,,,18,,,,BelgianProLeague
Giannis Konstantelias,gr GRE,MF,Eupen,18,2003,1.3,,1,,,,,,,,,,,1,,,,BelgianProLeague
Tolis Konstantopoulos,gr GRE,DF,Beerschot,18,2002,4.3,,9,,,,,,,,,,,11,,,,BelgianProLeague
Christian Kouamé,ci CIV,FW,Anderlecht,23,1997,22.3,,19,,,,,,,,,,,6,,,,BelgianProLeague
Kacper Kozłowski,pl POL,FW,Union SG,17,2003,2.2,,1,,,,,,,,,,,3,,,,BelgianProLeague
Leon Kreković,hr CRO,FW,Beerschot,21,2000,2.8,,7,,,,,,,,,,,1,,,,BelgianProLeague
Mykola Kukharevych,ua UKR,FW,OH Leuven,20,2001,2.6,,3,,,,,,,,,,,2,,,,BelgianProLeague
Dereck Kutesa,ch SUI,"MF,FW",Zulte Waregem,23,1997,18.4,,25,,,,,,,,,,,10,,,,BelgianProLeague
Sami Lahssaini,be BEL,MF,R.F.C. Seraing,22,1998,7.8,,11,,,,,,,,,,,13,,,,BelgianProLeague
Boris lambert,be BEL,"MF,DF",Eupen,21,2000,21.0,,36,,,,,,,,,,,35,,,,BelgianProLeague
Senne Lammens,be BEL,GK,Club Brugge,19,2002,1.0,,0,,,,,,,,,,,0,,,,BelgianProLeague
Noa Lang,nl NED,"FW,MF",Club Brugge,22,1999,26.0,,15,,,,,,,,,,,13,,,,BelgianProLeague
Ilyas Lefrancq,ma MAR,MF,OH Leuven,17,2003,0.1,,0,,,,,,,,,,,0,,,,BelgianProLeague
Antoine Lejoly,be BEL,GK,Beerschot,23,1998,3.0,,0,,,,,,,,,,,0,,,,BelgianProLeague
Kilian Lokembo,be BEL,DF,Charleroi,19,2002,1.0,,2,,,,,,,,,,,1,,,,BelgianProLeague
Jhon Lucumí,co COL,DF,Genk,23,1998,20.7,,18,,,,,,,,,,,42,,,,BelgianProLeague
Senne Lynen,be BEL,MF,Union SG,22,1999,5.6,,5,,,,,,,,,,,7,,,,BelgianProLeague
Koki Machida,jp JPN,DF,Union SG,23,1997,4.2,,6,,,,,,,,,,,10,,,,BelgianProLeague
Tyreek Magee,jm JAM,MF,Eupen,21,1999,0.2,,0,,,,,,,,,,,0,,,,BelgianProLeague
Gary Magnée,be BEL,MF,Eupen,21,1999,12.4,,15,,,,,,,,,,,27,,,,BelgianProLeague
Yonas Malede,il ISR,"FW,MF",Gent,21,1999,6.0,,4,,,,,,,,,,,3,,,,BelgianProLeague
Faitout Maouassa,fr FRA,"DF,FW",Club Brugge,23,1998,2.9,,2,,,,,,,,,,,5,,,,BelgianProLeague
Rabbi Matondo,wls WAL,"FW,MF",Cercle Brugge,20,2000,22.5,,17,,,,,,,,,,,8,,,,BelgianProLeague
Noah Mawete,be BEL,"DF,MF",Standard Liège,15,2005,0.0,,0,,,,,,,,,,,1,,,,BelgianProLeague
Youssef Maziz,fr FRA,"FW,MF",R.F.C. Seraing,23,1998,31.1,,18,,,,,,,,,,,16,,,,BelgianProLeague
Noah Mbamba,be BEL,"DF,MF",Club Brugge,16,2005,5.0,,10,,,,,,,,,,,14,,,,BelgianProLeague
Dylan Mbayo,be BEL,"MF,FW",Kortrijk,19,2001,14.0,,18,,,,,,,,,,,15,,,,BelgianProLeague
Mark McKenzie,us USA,DF,Genk,22,1999,14.5,,19,,,,,,,,,,,29,,,,BelgianProLeague
Zech Medley,eng ENG,DF,Oostende,21,2000,14.4,,18,,,,,,,,,,,40,,,,BelgianProLeague
Nayel Mehssatou,cl CHI,DF,Kortrijk,19,2002,5.0,,5,,,,,,,,,,,5,,,,BelgianProLeague
Billal Messaoudi,dz ALG,FW,Kortrijk,23,1997,11.3,,11,,,,,,,,,,,1,,,,BelgianProLeague
Georges Mikautadze,ge GEO,FW,R.F.C. Seraing,20,2000,25.5,,5,,,,,,,,,,,13,,,,BelgianProLeague
Álex Millán,es ESP,FW,Union SG,21,1999,1.7,,0,,,,,,,,,,,0,,,,BelgianProLeague
Álex Millán,es ESP,"FW,MF",Cercle Brugge,21,1999,11.4,,5,,,,,,,,,,,2,,,,BelgianProLeague
Camil Mmaee,ma MAR,FW,Standard Liège,17,2004,0.0,,0,,,,,,,,,,,0,,,,BelgianProLeague
David Mukuna,be BEL,FW,Beerschot,19,2001,0.4,,0,,,,,,,,,,,0,,,,BelgianProLeague
Jackson Muleka,cd COD,FW,Standard Liège,21,1999,11.3,,11,,,,,,,,,,,4,,,,BelgianProLeague
Torben Müsel,de GER,FW,Eupen,22,1999,3.1,,4,,,,,,,,,,,0,,,,BelgianProLeague
Konan N'dri,ci CIV,"MF,FW",Eupen,20,2000,16.8,,17,,,,,,,,,,,11,,,,BelgianProLeague
Stanley N'Soki,fr FRA,DF,Club Brugge,22,1999,23.2,,29,,,,,,,,,,,72,,,,BelgianProLeague
Anas Nanah,ma MAR,MF,Eupen,18,2003,0.8,,0,,,,,,,,,,,3,,,,BelgianProLeague
Théo Ndicka,fr FRA,"MF,DF",Oostende,21,2000,25.0,,24,,,,,,,,,,,27,,,,BelgianProLeague
András Németh,hu HUN,FW,Genk,18,2002,0.2,,1,,,,,,,,,,,0,,,,BelgianProLeague
Julien Ngoy,be BEL,"FW,MF",Eupen,23,1997,16.4,,4,,,,,,,,,,,4,,,,BelgianProLeague
Nathan Ngoy,be BEL,"DF,MF",Standard Liège,18,2003,6.9,,14,,,,,,,,,,,14,,,,BelgianProLeague
Niels Nkounkou,fr FRA,"DF,MF",Standard Liège,20,2000,17.4,,40,,,,,,,,,,,29,,,,BelgianProLeague
Ken Nkuba,be BEL,"MF,FW",Charleroi,19,2002,3.2,,4,,,,,,,,,,,4,,,,BelgianProLeague
Lucas Noubi,be BEL,DF,Standard Liège,16,2005,1.7,,5,,,,,,,,,,,8,,,,BelgianProLeague
Bruny Nsimba,be BEL,FW,Antwerp,21,2000,0.1,,1,,,,,,,,,,,0,,,,BelgianProLeague
Isaac Nuhu,gh GHA,"FW,MF",Eupen,19,2002,16.5,,10,,,,,,,,,,,12,,,,BelgianProLeague
Manaf Nurudeen,gh GHA,GK,Eupen,22,1999,20.0,,1,,,,,,,,,,,1,,,,BelgianProLeague
Antonio Nusa,no NOR,FW,Club Brugge,16,2005,0.0,,0,,,,,,,,,,,0,,,,BelgianProLeague
Eric Ocansey,gh GHA,"FW,MF",Kortrijk,23,1997,1.5,,4,,,,,,,,,,,1,,,,BelgianProLeague
Lorenzo Offermann,be BEL,FW,Eupen,19,2002,0.2,,0,,,,,,,,,,,0,,,,BelgianProLeague
Dario Oger,be BEL,MF,Eupen,19,2002,0.1,,0,,,,,,,,,,,0,,,,BelgianProLeague
David Okereke,ng NGA,MF,Club Brugge,23,1997,0.8,,1,,,,,,,,,,,0,,,,BelgianProLeague
Abraham Okyere,gh GHA,MF,Beerschot,19,2002,0.7,,1,,,,,,,,,,,1,,,,BelgianProLeague
Adewale Oladoye,ng NGA,MF,Gent,19,2001,0.5,,0,,,,,,,,,,,0,,,,BelgianProLeague
Manuel Osifo,be BEL,MF,Oostende,18,2003,1.8,,6,,,,,,,,,,,5,,,,BelgianProLeague
Aziz Ouattara,ci CIV,MF,Genk,20,2001,3.1,,4,,,,,,,,,,,2,,,,BelgianProLeague
Dylan Ouédraogo,bf BFA,"MF,DF",OH Leuven,23,1998,2.4,,4,,,,,,,,,,,11,,,,BelgianProLeague
Samuel Oum Gouet,cm CMR,MF,Mechelen,23,1997,19.9,,27,,,,,,,,,,,15,,,,BelgianProLeague
Elisha Owusu,gh GHA,MF,Gent,23,1997,10.8,,13,,,,,,,,,,,17,,,,BelgianProLeague
Luca Oyen,be BEL,"MF,FW",Genk,18,2003,7.1,,6,,,,,,,,,,,5,,,,BelgianProLeague
Cenk Özkacar,tr TUR,DF,OH Leuven,20,2000,31.5,,51,,,,,,,,,,,78,,,,BelgianProLeague
Valentine Ozornwafor,ng NGA,DF,Charleroi,22,1999,11.7,,16,,,,,,,,,,,27,,,,BelgianProLeague
Joseph Paintsil,gh GHA,"FW,MF",Genk,23,1998,9.7,,6,,,,,,,,,,,3,,,,BelgianProLeague
Ante Palaversa,hr CRO,MF,Kortrijk,21,2000,25.9,,35,,,,,,,,,,,41,,,,BelgianProLeague
Evangelos Patoulidis,be BEL,MF,Oostende,19,2001,1.4,,3,,,,,,,,,,,2,,,,BelgianProLeague
Louis Patris,be BEL,DF,OH Leuven,20,2001,5.2,,9,,,,,,,,,,,23,,,,BelgianProLeague
Damjan Pavlovic,rs SRB,MF,Standard Liège,20,2001,6.5,,14,,,,,,,,,,,19,,,,BelgianProLeague
Daouda Peeters,be BEL,MF,Standard Liège,22,1999,2.3,,3,,,,,,,,,,,5,,,,BelgianProLeague
Daniel Perez,ve VEN,FW,Club Brugge,19,2002,0.4,,0,,,,,,,,,,,0,,,,BelgianProLeague
Tibo Persyn,be BEL,MF,Club Brugge,19,2002,0.9,,0,,,,,,,,,,,1,,,,BelgianProLeague
Nauris Petkevičius,lt LTU,FW,Charleroi,21,2000,0.2,,1,,,,,,,,,,,0,,,,BelgianProLeague
Ewoud Pletinckx,be BEL,DF,Zulte Waregem,20,2000,24.8,,36,,,,,,,,,,,39,,,,BelgianProLeague
Boris Popović,rs SRB,DF,Cercle Brugge,21,2000,17.0,,8,,,,,,,,,,,26,,,,BelgianProLeague
Ángelo Preciado,ec ECU,DF,Genk,23,1998,12.0,,18,,,,,,,,,,,10,,,,BelgianProLeague
Cameron Puertas,ch SUI,FW,Union SG,22,1998,1.2,,4,,,,,,,,,,,1,,,,BelgianProLeague
Robbe Quirynen,be BEL,DF,Antwerp,19,2001,1.3,,2,,,,,,,,,,,4,,,,BelgianProLeague
Stipe Radić,hr CRO,DF,Beerschot,21,2000,29.0,,32,,,,,,,,,,,75,,,,BelgianProLeague
Toon Raemaekers,be BEL,DF,OH Leuven,20,2000,1.0,,0,,,,,,,,,,,1,,,,BelgianProLeague
Hamza Rafia,tn TUN,"MF,FW",Standard Liège,22,1999,3.4,,5,,,,,,,,,,,3,,,,BelgianProLeague
Nicolas Raskin,be BEL,MF,Standard Liège,20,2001,26.5,,50,,,,,,,,,,,20,,,,BelgianProLeague
Serge Raux Yao,fr FRA,DF,Cercle Brugge,22,1999,0.1,,1,,,,,,,,,,,0,,,,BelgianProLeague
Rocco Reitz,de GER,MF,Sint-Truiden,19,2002,8.9,,16,,,,,,,,,,,14,,,,BelgianProLeague
Matteo Renzulli,be BEL,MF,R.F.C. Seraing,18,2003,0.2,,0,,,,,,,,,,,1,,,,BelgianProLeague
Bryan Reynolds,us USA,DF,Kortrijk,20,2001,7.5,,12,,,,,,,,,,,10,,,,BelgianProLeague
Dante Rigo,be BEL,MF,Beerschot,22,1998,4.0,,5,,,,,,,,,,,2,,,,BelgianProLeague
Kenny Rocha Santos,cv CPV,MF,Oostende,21,2000,23.6,,30,,,,,,,,,,,20,,,,BelgianProLeague
Tuur Rommens,be BEL,DF,Genk,18,2003,0.0,,0,,,,,,,,,,,0,,,,BelgianProLeague
Alessandro Russo,it ITA,GK,Sint-Truiden,20,2001,2.0,,0,,,,,,,,,,,0,,,,BelgianProLeague
Mujaid Sadick,es ESP,DF,Genk,21,2000,21.2,,42,,,,,,,,,,,38,,,,BelgianProLeague
Matisse Samoise,be BEL,MF,Gent,19,2001,22.0,,35,,,,,,,,,,,27,,,,BelgianProLeague
Aske Sampers,be BEL,FW,Cercle Brugge,20,2001,0.9,,2,,,,,,,,,,,0,,,,BelgianProLeague
Cisse Sandra,be BEL,"MF,FW",Club Brugge,17,2003,2.5,,2,,,,,,,,,,,0,,,,BelgianProLeague
Ali Sanogo,ci CIV,FW,R.F.C. Seraing,22,1998,0.4,,0,,,,,,,,,,,0,,,,BelgianProLeague
Abdoulie Sanyang,gm GAM,"MF,FW",Beerschot,22,1999,4.5,,8,,,,,,,,,,,2,,,,BelgianProLeague
Killian Sardella,be BEL,DF,Anderlecht,19,2002,2.8,,2,,,,,,,,,,,1,,,,BelgianProLeague
Jordy Schelfhout,be BEL,GK,Oostende,20,2001,1.0,,0,,,,,,,,,,,0,,,,BelgianProLeague
Kjell Scherpen,nl NED,GK,Oostende,21,2000,7.0,,0,,,,,,,,,,,0,,,,BelgianProLeague
Ilias Sebaoui,be BEL,"MF,FW",Beerschot,19,2001,7.1,,11,,,,,,,,,,,11,,,,BelgianProLeague
Femi Seriki,eng ENG,DF,Beerschot,19,2002,0.1,,1,,,,,,,,,,,0,,,,BelgianProLeague
Zakaria Silini,be BEL,FW,R.F.C. Seraing,18,2003,0.3,,0,,,,,,,,,,,0,,,,BelgianProLeague
Leonardo da Silva Lopes,pt POR,MF,Cercle Brugge,22,1998,26.6,,49,,,,,,,,,,,38,,,,BelgianProLeague
Hugo Siquet,be BEL,"DF,MF",Standard Liège,19,2002,16.0,,23,,,,,,,,,,,23,,,,BelgianProLeague
Abdoulaye Sissako,fr FRA,MF,Zulte Waregem,23,1998,14.2,,19,,,,,,,,,,,12,,,,BelgianProLeague
Moussa Sissako,ml MLI,DF,Standard Liège,20,2000,16.2,,22,,,,,,,,,,,38,,,,BelgianProLeague
Sambou Sissoko,ml MLI,"MF,DF",Kortrijk,21,2000,7.7,,16,,,,,,,,,,,11,,,,BelgianProLeague
Andreas Skov Olsen,dk DEN,MF,Club Brugge,21,1999,8.2,,10,,,,,,,,,,,5,,,,BelgianProLeague
Thibo Somers,be BEL,"FW,MF",Cercle Brugge,22,1999,16.8,,20,,,,,,,,,,,6,,,,BelgianProLeague
Matthew Sorinola,eng ENG,"DF,MF",Union SG,20,2001,1.8,,4,,,,,,,,,,,0,,,,BelgianProLeague
Issa Soumaré,sn SEN,"FW,MF",Beerschot,20,2000,7.0,,6,,,,,,,,,,,5,,,,BelgianProLeague
David Sousa,br BRA,DF,Cercle Brugge,20,2001,9.2,,15,,,,,,,,,,,13,,,,BelgianProLeague
Abderahmane Soussi,ma MAR,MF,Antwerp,18,2003,0.8,,1,,,,,,,,,,,1,,,,BelgianProLeague
Vinicius Souza,br BRA,"MF,DF",Mechelen,22,1999,25.1,,66,,,,,,,,,,,64,,,,BelgianProLeague
Emmanuel Sowah,gh GHA,DF,Eupen,23,1998,0.4,,1,,,,,,,,,,,0,,,,BelgianProLeague
Kamal Sowah,gh GHA,"FW,MF",Club Brugge,21,2000,4.8,,9,,,,,,,,,,,2,,,,BelgianProLeague
Elias Spago,be BEL,DF,R.F.C. Seraing,19,2001,2.5,,3,,,,,,,,,,,3,,,,BelgianProLeague
Alessio Sternon,be BEL,MF,Eupen,19,2001,0.1,,1,,,,,,,,,,,0,,,,BelgianProLeague
