Player,Nation,Position,Squad,Age,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,Non-Penalty Goals + Assists/90,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,xG/90,xAG/90,xG + xAG/90,npxG/90,npxG + xAG.1
Arnaud Dony,be BEL,"MF,DF",Sint-Truiden,17,2004,3,3,172,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Maidine Douane,fr FRA,MF,R.F.C. Seraing,18,2002,6,0,69,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Idrissa Doumbia,ci CIV,MF,Zulte Waregem,23,1998,19,12,"1,190",13.2,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Denis Drăguș,ro ROU,FW,Standard Liège,22,1999,28,12,"1,174",13.0,6,0,6,6,0,0,3,0,0.46,0.0,0.46,0.46,0.46,,,,,,,,,,,,
Rick van Drongelen,nl NED,DF,Mechelen,22,1998,8,5,484,5.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Ferdy Druijf,nl NED,FW,Mechelen,23,1998,14,6,579,6.4,3,0,3,3,0,1,1,0,0.47,0.0,0.47,0.47,0.47,,,,,,,,,,,,
Olivier Dumont,be BEL,MF,Standard Liège,19,2002,2,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Kyle Duncan,us USA,MF,Oostende,23,1997,7,7,528,5.9,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Chris Durkin,us USA,MF,Sint-Truiden,21,2000,27,17,"1,506",16.7,0,1,1,0,0,0,5,0,0.0,0.06,0.06,0.0,0.06,,,,,,,,,,,,
Pierre Dwomoh,be BEL,MF,Antwerp,17,2004,5,2,205,2.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Aron Dønnum,no NOR,"MF,FW",Standard Liège,23,1998,25,16,"1,435",15.9,2,0,2,2,0,0,5,0,0.13,0.0,0.13,0.13,0.13,,,,,,,,,,,,
Johannes Eggestein,de GER,FW,Antwerp,23,1998,16,0,262,2.9,0,1,1,0,0,0,0,0,0.0,0.34,0.34,0.0,0.34,,,,,,,,,,,,
Carel Eiting,nl NED,"MF,DF",Genk,23,1998,12,10,775,8.6,0,1,1,0,0,0,3,0,0.0,0.12,0.12,0.0,0.12,,,,,,,,,,,,
Emanuel Emegha,nl NED,FW,Antwerp,18,2003,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Alieu Fadera,gm GAM,"MF,FW",Zulte Waregem,19,2001,18,6,650,7.2,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Fabio Ferraro,be BEL,MF,Charleroi,18,2002,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Timothy Galje,be BEL,GK,R.F.C. Seraing,20,2001,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Jay-Dee Geusens,be BEL,MF,Genk,19,2002,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Brahim Ghalidi,be BEL,FW,Standard Liège,16,2005,1,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Jo Gilis,be BEL,MF,OH Leuven,21,2000,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Silas Gnaka,ci CIV,"DF,MF",Eupen,22,1998,18,11,"1,054",11.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Sergio Gómez,es ESP,DF,Anderlecht,20,2000,34,34,"2,975",33.1,5,11,16,2,3,3,4,0,0.15,0.33,0.48,0.06,0.39,,,,,,,,,,,,
Makhtar Gueye,sn SEN,FW,Oostende,23,1997,31,24,"2,188",24.3,12,1,13,10,2,2,10,0,0.49,0.04,0.53,0.41,0.45,,,,,,,,,,,,
Pape Habib Guèye,sn SEN,FW,Kortrijk,21,1999,16,12,"1,006",11.2,5,1,6,5,0,0,4,0,0.45,0.09,0.54,0.45,0.54,,,,,,,,,,,,
Anouar Ait El Hadj,be BEL,MF,Anderlecht,19,2002,23,8,867,9.6,2,0,2,2,0,0,1,0,0.21,0.0,0.21,0.21,0.21,,,,,,,,,,,,
Taichi Hara,jp JPN,FW,Sint-Truiden,22,1999,28,20,"1,968",21.9,8,2,10,8,0,0,6,0,0.37,0.09,0.46,0.37,0.46,,,,,,,,,,,,
Taylor Harwood-Bellis,eng ENG,DF,Anderlecht,19,2002,16,12,"1,097",12.2,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Daiki Hashioka,jp JPN,MF,Sint-Truiden,22,1999,30,28,"2,311",25.7,0,4,4,0,0,0,4,0,0.0,0.16,0.16,0.0,0.16,,,,,,,,,,,,
Jesaja Herrmann,de GER,FW,Kortrijk,21,2000,13,1,263,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Daan Heymans,be BEL,MF,Charleroi,22,1999,10,8,610,6.8,2,1,3,2,0,0,0,0,0.3,0.15,0.44,0.3,0.44,,,,,,,,,,,,
Cameron Humphreys,eng ENG,DF,Zulte Waregem,22,1998,26,23,"2,108",23.4,0,1,1,0,0,0,6,1,0.0,0.04,0.04,0.0,0.04,,,,,,,,,,,,
Marko Ilić,rs SRB,GK,Kortrijk,23,1998,32,32,"2,880",32.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Frederik Jäkel,de GER,DF,Oostende,20,2001,25,25,"2,205",24.5,3,1,4,3,0,0,3,0,0.12,0.04,0.16,0.12,0.16,,,,,,,,,,,,
Ablie Jallow,gm GAM,"FW,MF",R.F.C. Seraing,22,1998,23,22,"1,866",20.7,5,1,6,5,0,0,2,0,0.24,0.05,0.29,0.24,0.29,,,,,,,,,,,,
Kelvin John,tz TAN,MF,Genk,18,2003,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Abdelkahar Kadri,dz ALG,MF,Kortrijk,21,2000,22,19,"1,441",16.0,1,6,7,1,0,0,2,1,0.06,0.37,0.44,0.06,0.44,,,,,,,,,,,,
Marco Kana,be BEL,"MF,DF",Anderlecht,18,2002,4,1,68,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Ismaël Kandouss,ma MAR,DF,Union SG,23,1997,31,28,"2,498",27.8,1,0,1,1,0,0,5,0,0.04,0.0,0.04,0.04,0.04,,,,,,,,,,,,
Franck Kanouté,sn SEN,MF,Cercle Brugge,22,1998,6,3,234,2.6,1,0,1,1,0,0,2,0,0.38,0.0,0.38,0.38,0.38,,,,,,,,,,,,
Edo Kayembe,cd COD,MF,Eupen,23,1998,17,17,"1,471",16.3,4,1,5,4,0,0,3,0,0.24,0.06,0.31,0.24,0.31,,,,,,,,,,,,
Aboubakar Keita,ci CIV,MF,Charleroi,23,1997,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Amadou Keita,gn GUI,FW,Eupen,19,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Mandela Keita,be BEL,MF,OH Leuven,19,2002,25,18,"1,585",17.6,0,1,1,0,0,0,5,0,0.0,0.06,0.06,0.0,0.06,,,,,,,,,,,,
Sibiry Keita,ml MLI,MF,Eupen,20,2001,10,3,288,3.2,1,0,1,1,0,0,1,0,0.31,0.0,0.31,0.31,0.31,,,,,,,,,,,,
Aboubakary Koita,mr MTN,"MF,FW",Sint-Truiden,22,1998,24,12,"1,155",12.8,3,0,3,3,0,0,4,0,0.23,0.0,0.23,0.23,0.23,,,,,,,,,,,,
Giannis Konstantelias,gr GRE,MF,Eupen,18,2003,7,0,113,1.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Tolis Konstantopoulos,gr GRE,DF,Beerschot,18,2002,10,4,391,4.3,1,0,1,1,0,0,1,0,0.23,0.0,0.23,0.23,0.23,,,,,,,,,,,,
Christian Kouamé,ci CIV,FW,Anderlecht,23,1997,25,24,"2,004",22.3,8,3,11,8,0,0,3,1,0.36,0.13,0.49,0.36,0.49,,,,,,,,,,,,
Kacper Kozłowski,pl POL,FW,Union SG,17,2003,6,2,195,2.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Leon Kreković,hr CRO,FW,Beerschot,21,2000,7,2,253,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Mykola Kukharevych,ua UKR,FW,OH Leuven,20,2001,6,3,233,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Dereck Kutesa,ch SUI,"MF,FW",Zulte Waregem,23,1997,29,19,"1,654",18.4,3,4,7,3,0,0,2,0,0.16,0.22,0.38,0.16,0.38,,,,,,,,,,,,
Sami Lahssaini,be BEL,MF,R.F.C. Seraing,22,1998,15,7,704,7.8,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Boris lambert,be BEL,"MF,DF",Eupen,21,2000,30,21,"1,887",21.0,2,2,4,2,0,0,8,0,0.1,0.1,0.19,0.1,0.19,,,,,,,,,,,,
Senne Lammens,be BEL,GK,Club Brugge,19,2002,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Noa Lang,nl NED,"FW,MF",Club Brugge,22,1999,31,27,"2,340",26.0,7,12,19,7,0,0,8,2,0.27,0.46,0.73,0.27,0.73,,,,,,,,,,,,
Ilyas Lefrancq,ma MAR,MF,OH Leuven,17,2003,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Antoine Lejoly,be BEL,GK,Beerschot,23,1998,4,3,271,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Kilian Lokembo,be BEL,DF,Charleroi,19,2002,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Jhon Lucumí,co COL,DF,Genk,23,1998,24,20,"1,863",20.7,1,0,1,1,0,0,3,0,0.05,0.0,0.05,0.05,0.05,,,,,,,,,,,,
Senne Lynen,be BEL,MF,Union SG,22,1999,10,7,503,5.6,1,2,3,1,0,0,0,0,0.18,0.36,0.54,0.18,0.54,,,,,,,,,,,,
Koki Machida,jp JPN,DF,Union SG,23,1997,6,4,377,4.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Tyreek Magee,jm JAM,MF,Eupen,21,1999,2,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Gary Magnée,be BEL,MF,Eupen,21,1999,16,12,"1,119",12.4,1,0,1,1,0,0,1,0,0.08,0.0,0.08,0.08,0.08,,,,,,,,,,,,
Yonas Malede,il ISR,"FW,MF",Gent,21,1999,19,5,543,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Faitout Maouassa,fr FRA,"DF,FW",Club Brugge,23,1998,7,4,265,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Rabbi Matondo,wls WAL,"FW,MF",Cercle Brugge,20,2000,26,23,"2,024",22.5,9,2,11,9,0,0,6,1,0.4,0.09,0.49,0.4,0.49,,,,,,,,,,,,
Noah Mawete,be BEL,"DF,MF",Standard Liège,15,2005,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Youssef Maziz,fr FRA,"FW,MF",R.F.C. Seraing,23,1998,33,33,"2,803",31.1,8,8,16,8,0,0,4,0,0.26,0.26,0.51,0.26,0.51,,,,,,,,,,,,
Noah Mbamba,be BEL,"DF,MF",Club Brugge,16,2005,14,3,453,5.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Dylan Mbayo,be BEL,"MF,FW",Kortrijk,19,2001,28,12,"1,260",14.0,2,1,3,2,0,0,6,0,0.14,0.07,0.21,0.14,0.21,,,,,,,,,,,,
Mark McKenzie,us USA,DF,Genk,22,1999,18,15,"1,303",14.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Zech Medley,eng ENG,DF,Oostende,21,2000,18,15,"1,293",14.4,1,0,1,1,0,0,2,0,0.07,0.0,0.07,0.07,0.07,,,,,,,,,,,,
Nayel Mehssatou,cl CHI,DF,Kortrijk,19,2002,5,5,450,5.0,0,1,1,0,0,0,0,0,0.0,0.2,0.2,0.0,0.2,,,,,,,,,,,,
Billal Messaoudi,dz ALG,FW,Kortrijk,23,1997,17,11,"1,014",11.3,1,1,2,1,0,1,0,0,0.09,0.09,0.18,0.09,0.18,,,,,,,,,,,,
Georges Mikautadze,ge GEO,FW,R.F.C. Seraing,20,2000,28,26,"2,297",25.5,9,1,10,7,2,2,3,0,0.35,0.04,0.39,0.27,0.31,,,,,,,,,,,,
Álex Millán,es ESP,FW,Union SG,21,1999,7,1,155,1.7,1,0,1,1,0,0,0,0,0.58,0.0,0.58,0.58,0.58,,,,,,,,,,,,
Álex Millán,es ESP,"FW,MF",Cercle Brugge,21,1999,18,12,"1,029",11.4,3,2,5,1,2,2,3,0,0.26,0.17,0.44,0.09,0.26,,,,,,,,,,,,
Camil Mmaee,ma MAR,FW,Standard Liège,17,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
David Mukuna,be BEL,FW,Beerschot,19,2001,2,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Jackson Muleka,cd COD,FW,Standard Liège,21,1999,19,12,"1,021",11.3,2,0,2,2,0,0,3,0,0.18,0.0,0.18,0.18,0.18,,,,,,,,,,,,
Torben Müsel,de GER,FW,Eupen,22,1999,9,3,278,3.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Konan N'dri,ci CIV,"MF,FW",Eupen,20,2000,31,16,"1,512",16.8,1,2,3,1,0,0,3,0,0.06,0.12,0.18,0.06,0.18,,,,,,,,,,,,
Stanley N'Soki,fr FRA,DF,Club Brugge,22,1999,26,25,"2,086",23.2,0,0,0,0,0,0,7,2,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Anas Nanah,ma MAR,MF,Eupen,18,2003,1,1,69,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Théo Ndicka,fr FRA,"MF,DF",Oostende,21,2000,30,26,"2,247",25.0,0,2,2,0,0,0,6,0,0.0,0.08,0.08,0.0,0.08,,,,,,,,,,,,
András Németh,hu HUN,FW,Genk,18,2002,3,0,21,0.2,1,0,1,1,0,0,0,0,4.29,0.0,4.29,4.29,4.29,,,,,,,,,,,,
Julien Ngoy,be BEL,"FW,MF",Eupen,23,1997,24,18,"1,473",16.4,4,2,6,4,0,0,2,0,0.24,0.12,0.37,0.24,0.37,,,,,,,,,,,,
Nathan Ngoy,be BEL,"DF,MF",Standard Liège,18,2003,11,6,617,6.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Niels Nkounkou,fr FRA,"DF,MF",Standard Liège,20,2000,23,18,"1,570",17.4,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Ken Nkuba,be BEL,"MF,FW",Charleroi,19,2002,8,3,291,3.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Lucas Noubi,be BEL,DF,Standard Liège,16,2005,2,2,153,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
