Squad,Season,standard_Gls,shooting_Sh,shooting_SoT,shooting_xG,shooting_G-xG,Team_Att_Score,passing_xAG,passing_Ast,passing_KP,passing_PPA,passing_PrgP,Team_Mid_Score,defense_Tkl+Int,defense_Blocks,defense_TklW,defense_Def 3rd,defense_Mid 3rd,defense_Att 3rd,defense_Clr,defense_Tkl,defense_Int,Team_Def_Score
Mallorca,2023-2024,90.72463768115944,84.35164835164835,87.34177215189871,85.80869565217392,82.78145695364238,90.68349768613864,84.55172413793105,79.66101694915255,83.73626373626374,83.23232323232322,81.07667210440457,83.10622040315465,31.188811188811172,77.14285714285717,52.16931216931219,48.34645669291339,38.99280575539571,86.17283950617285,55.14529914529915,44.727272727272705,33.647058823529434,70.73170731707316
Manchester City,2023-2024,20.0,37.23076923076924,19.999999999999986,30.156521739130426,27.152317880794683,22.99081724129573,30.48275862068965,22.711864406779668,31.648351648351664,32.92929292929293,23.262642740619896,26.873023016801,87.31934731934734,82.68398268398272,87.30158730158732,100.0,73.52517985611513,31.851851851851862,100.0,85.69696969696969,95.76470588235297,55.81061692969874
Manchester Utd,2023-2024,62.89855072463769,61.84615384615384,61.518987341772146,63.54782608695653,61.58940397350992,63.84948998134374,67.44827586206897,67.45762711864408,56.043956043956044,62.42424242424241,61.174551386623165,60.52970688969329,42.750582750582765,20.000000000000014,43.28042328042332,52.44094488188976,62.589928057553976,42.71604938271605,41.606837606837615,47.15151515151514,58.117647058823565,82.97729184188394
Marseille,2023-2024,71.0144927536232,73.45054945054946,76.70886075949366,65.77391304347827,75.89403973509931,69.32813219295907,67.08045977011496,72.8813559322034,74.72527472527472,65.25252525252525,52.430668841761815,64.20974853761467,52.63403263403262,78.52813852813854,59.365079365079396,72.59842519685039,48.77697841726621,74.320987654321,75.93162393162393,64.6060606060606,49.17647058823533,67.01963117192145
Metz,2023-2024,88.40579710144928,100.0,99.99999999999997,94.57391304347827,60.79470198675496,94.29166767620478,98.52873563218391,82.37288135593221,100.0,100.0,98.30342577487765,100.0,57.48251748251748,60.86580086580089,75.02645502645507,60.0,95.39568345323742,75.30864197530866,48.44444444444446,74.78787878787878,41.647058823529434,82.97729184188394
Milan,2023-2024,40.8695652173913,59.91208791208793,51.392405063291136,50.052173913043475,36.95364238410593,44.87728054660428,56.59770114942529,40.33898305084746,56.92307692307692,62.42424242424241,55.30179445350734,56.50584750964063,72.77389277389277,77.83549783549785,75.44973544973547,71.33858267716536,67.19424460431655,74.320987654321,87.55555555555554,71.39393939393938,86.82352941176472,75.90841214534592
Monaco,2023-2024,52.463768115942045,67.2967032967033,51.392405063291136,65.63478260869566,33.77483443708607,59.52898989654253,71.86206896551724,55.25423728813561,70.10989010989012,56.96969696969697,45.05709624796084,60.15385165247716,29.8834498834499,60.1731601731602,42.01058201058204,76.06299212598425,20.000000000000014,53.58024691358027,82.90598290598291,50.06060606060608,20.000000000000014,68.31591173054582
Montpellier,2023-2024,81.44927536231884,80.4835164835165,76.20253164556962,78.15652173913045,76.15894039735099,81.61122283332928,84.0,81.0169491525424,84.61538461538461,87.07070707070707,81.07667210440457,84.28431337552155,54.312354312354316,57.05627705627708,55.97883597883602,46.771653543307096,93.09352517985612,64.44444444444446,57.74358974358974,60.96969696969697,60.47058823529416,74.95934959349594
Monza,2023-2024,84.92753623188406,78.02197802197801,91.39240506329112,87.20000000000002,66.88741721854304,88.41082547912679,90.06896551724138,76.9491525423729,74.94505494505495,79.99999999999999,76.24796084828711,80.15025491246561,69.79020979020979,74.02597402597405,75.02645502645507,60.94488188976378,88.48920863309355,81.23456790123458,74.70085470085469,74.06060606060605,74.11764705882356,77.69488283118119
Nantes,2023-2024,94.20289855072464,91.20879120879121,88.35443037974683,89.84347826086957,83.04635761589404,94.72681898577763,94.29885057471265,93.22033898305085,90.989010989011,84.24242424242424,76.57422512234909,86.87393419474061,56.73659673659674,87.53246753246755,67.40740740740743,60.94488188976378,74.10071942446044,89.13580246913583,67.17948717948718,69.93939393939394,49.17647058823533,80.87804878048792
