Nation,Position,Squad,Age_x,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,Non-Penalty Goals + Assists/90,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,xG/90,xAG/90,xG + xAG/90,npxG/90,npxG + xAG.1,MarketValue,Player,ID,Name,Age_y,Overall rating,Potential,Height,Weight,foot,Best overall,Best position,Growth,Value,Wage,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Att. Position,Vision,Penalties,Total defending,Defensive awareness,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Weak foot,Attacking work rate,Defensive work rate,International reputation,Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Passes Blocked,Interceptions_x,Tkl+Int,Clearances,Errors,Source_League,Interceptions_y
ar ARG,"MF,FW",Banfield,20,2002,18,8,721,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,2200000.0,Ignacio Rodríguez,2911,I. Rodríguez,20,63,75,175,68,Left,66,MF,12,1200000,2000,262,53,58,41,68,42,296,64,53,49,65,65,321,64,54,69,66,68,254,61,49,50,44,50,285,49,59,64,64,49,161,48,57,56,42,6,10,7,6,13,2,Medium,Medium,1,,3.0,,,,,,,,,,,2.0,,,,LigaProfesionalArgentina,59.0
ar ARG,"FW,MF",Racing Club,20,2002,7,4,342,3.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,50000.0,Emiliano Saliadarre,3198,E. Saliadarre,20,61,74,178,67,Left,63,MF,13,800000,3000,284,56,62,61,57,48,269,63,46,49,47,64,316,69,69,66,58,54,282,59,57,55,54,57,266,48,38,65,55,60,120,40,41,39,50,10,12,6,12,10,3,Medium,Medium,1,,,,,,,,,,,,,,,,,,
ar ARG,"MF,DF",Independiente,18,2004,10,2,248,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,300000.0,Santiago Salle,3200,S. Salle,18,61,73,182,75,Right,63,MF,12,725000,650,285,62,53,62,61,47,281,63,61,46,53,58,308,61,67,58,64,58,303,65,63,56,72,47,278,54,54,63,57,50,168,56,57,55,55,5,12,12,14,12,3,Medium,Medium,1,,,,,,,,,,,,,,,,,,
py PAR,"DF,MF",Boca Juniors,22,2001,10,5,463,5.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1500000.0,Agustín Sández,1948,A. Sández,21,68,75,181,78,Left,68,MF,7,2300000,5000,245,66,34,55,62,28,279,62,60,44,55,58,342,73,76,67,64,62,326,50,70,80,77,49,289,82,63,60,42,42,195,64,63,68,46,11,7,11,7,10,2,Medium,High,1,,16.0,,,,,,,,,,,8.0,,,,LigaProfesionalArgentina,63.0
ar ARG,"MF,FW",Platense,22,2000,19,3,503,5.6,0,1,1,0,0,0,2,0,0.0,0.18,0.18,0.0,0.18,,,,,,,,,,,,,800000.0,Ignacio Schor,1573,I. Schor,21,71,81,182,74,Right,72,MF,10,4200000,7000,305,65,62,53,75,50,303,71,45,49,67,71,358,74,75,76,65,68,321,65,57,74,62,63,291,57,42,70,72,50,159,55,50,54,40,7,7,8,9,9,3,High,Medium,1,,1.0,,,,,,,,,,,1.0,,,,LigaProfesionalArgentina,42.0
ar ARG,MF,Vélez Sarsfield,18,2004,14,2,415,4.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,600000.0,Mateo Seoane,2513,M. Seoane,18,65,76,178,67,Right,68,MF,11,1500000,1000,265,56,42,54,72,41,289,64,39,44,71,71,340,73,67,62,62,76,288,55,59,75,55,44,303,80,59,51,65,48,180,58,60,62,53,10,10,14,8,11,3,Low,High,1,,,,,,,,,,,,,,,,,,
ar ARG,MF,Talleres,20,2003,6,0,110,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,800000.0,Luis Sequeira,3077,L. Sequeira,19,62,76,172,69,Right,64,MF,14,950000,2000,278,59,55,44,64,56,304,64,59,59,58,64,333,71,62,67,55,78,273,60,40,51,62,60,237,41,31,58,64,43,120,35,44,41,37,6,5,7,10,9,3,Medium,Low,1,,0.0,,,,,,,,,,,0.0,,,,LigaProfesionalArgentina,31.0
ar ARG,MF,Colón,23,1999,2,0,57,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,4000000.0,Gonzalo Silva,1555,Gabriel Silva,20,71,82,177,78,Right,72,MF,11,4099999,4000,320,68,67,57,65,63,347,73,68,70,62,74,364,78,74,78,69,65,308,60,53,66,60,69,274,41,24,70,67,72,71,24,24,23,44,10,7,7,10,10,3,High,Medium,1,3.0,2.0,0.0,3.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,BrazilSerieA,24.0
ar ARG,MF,Colón,23,1999,2,0,57,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,4000000.0,Gonzalo Silva,1555,Gabriel Silva,20,71,82,177,78,Right,72,MF,11,4099999,4000,320,68,67,57,65,63,347,73,68,70,62,74,364,78,74,78,69,65,308,60,53,66,60,69,274,41,24,70,67,72,71,24,24,23,44,10,7,7,10,10,3,High,Medium,1,,0.0,,,,,,,,,,,0.0,,,,PrimeiraLigaPortugal,24.0
ar ARG,MF,River Plate,20,2002,10,2,276,3.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,5500000.0,Santiago Simón,1378,S. Simón,20,74,84,181,74,Right,75,MF,10,9500000,11000,316,72,61,55,73,55,348,74,69,58,72,75,383,81,73,79,72,78,334,65,60,73,70,66,351,77,65,75,76,58,206,65,71,70,53,13,15,8,6,11,2,Medium,Medium,1,,16.0,,,,,,,,,,,9.0,,,,LigaProfesionalArgentina,65.0
ar ARG,MF,Gimnasia–LP,19,2003,12,5,498,5.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,150000.0,Alan Sosa,3057,A. Sosa,19,62,73,183,78,Left,63,MF,11,850000,2000,290,65,52,58,69,46,307,59,61,63,62,62,295,61,62,58,56,58,302,59,57,73,66,47,270,57,51,58,56,48,146,45,51,50,44,13,11,6,6,8,2,Medium,Medium,1,,3.0,,,,,,,,,,,7.0,,,,LigaProfesionalArgentina,51.0
ar ARG,"DF,MF",Banfield,22,2000,8,7,604,6.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,250000.0,Pedro Souto,3064,P. Souto,22,62,69,178,70,Left,62,MF,7,775000,2000,222,54,38,45,52,33,222,59,32,33,42,56,320,69,71,56,54,70,238,34,62,62,48,32,245,57,54,48,43,43,191,59,66,66,44,9,8,7,14,6,3,Medium,Medium,1,,,,,,,,,,,,,,,,,,
ar ARG,MF,Huracán,21,2001,5,4,307,3.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,250000.0,Agostino Spina,2536,A. Spina,20,65,76,175,71,Right,67,MF,11,1500000,2000,268,53,48,49,70,48,310,63,59,54,70,64,330,57,66,70,64,73,288,58,59,68,56,47,299,58,64,60,65,52,182,58,65,59,45,7,9,8,15,6,3,Medium,Medium,1,,,,,,,,,,,,,,,,,,
ar ARG,"MF,FW",Platense,21,2001,25,20,"1,773",19.7,2,3,5,1,1,1,5,0,0.1,0.15,0.25,0.05,0.2,,,,,,,,,,,,,1500000.0,Vicente Taborda,1689,V. Taborda,21,70,81,175,75,Right,72,MF,11,3600000,7000,328,62,72,62,72,60,317,70,62,50,66,69,351,70,73,72,66,70,336,69,63,72,68,64,300,50,54,71,70,55,138,53,55,30,46,11,11,6,11,7,3,High,Low,1,,3.0,,,,,,,,,,,1.0,,,,LigaProfesionalArgentina,54.0
ar ARG,"MF,FW",Arsenal,20,2002,23,18,"1,649",18.3,4,1,5,4,0,0,7,0,0.22,0.05,0.27,0.22,0.27,,,,,,,,,,,,,1700000.0,Santiago Toloza,2518,S. Toloza,19,65,78,171,69,Right,67,MF,13,1700000,2000,266,58,63,26,68,51,324,68,63,62,65,66,304,65,66,72,53,48,262,58,40,55,46,63,294,53,51,66,65,59,152,53,50,49,48,14,5,7,9,13,3,Medium,Medium,1,,,,,,,,,,,,,,,,,,
ar ARG,MF,Gimnasia–LP,23,1999,14,4,530,5.9,1,1,2,1,0,0,1,1,0.17,0.17,0.34,0.17,0.34,,,,,,,,,,,,,30000000.0,Franco Torres,43,Ferran Torres,22,82,88,184,77,Right,84,MF,6,49000000,150000,389,79,80,75,81,74,382,84,76,60,78,84,411,87,81,83,82,78,372,79,75,73,69,76,330,54,34,86,82,74,87,35,24,28,59,12,9,11,15,12,4,High,Medium,1,13.0,7.0,4.0,5.0,4.0,5.0,20.0,25.0,15.0,11.0,2.0,9.0,3.0,16.0,5.0,0.0,Laliga,34.0
ar ARG,MF,Gimnasia–LP,23,1999,14,4,530,5.9,1,1,2,1,0,0,1,1,0.17,0.17,0.34,0.17,0.34,,,,,,,,,,,,,30000000.0,Franco Torres,43,Ferran Torres,22,82,88,184,77,Right,84,MF,6,49000000,150000,389,79,80,75,81,74,382,84,76,60,78,84,411,87,81,83,82,78,372,79,75,73,69,76,330,54,34,86,82,74,87,35,24,28,59,12,9,11,15,12,4,High,Medium,1,,4.0,,,,,,,,,,,2.0,,,,LigaProfesionalArgentina,34.0
ar ARG,MF,Gimnasia–LP,23,1999,14,4,530,5.9,1,1,2,1,0,0,1,1,0.17,0.17,0.34,0.17,0.34,,,,,,,,,,,,,30000000.0,Franco Torres,43,Ferran Torres,22,82,88,184,77,Right,84,MF,6,49000000,150000,389,79,80,75,81,74,382,84,76,60,78,84,411,87,81,83,82,78,372,79,75,73,69,76,330,54,34,86,82,74,87,35,24,28,59,12,9,11,15,12,4,High,Medium,1,,2.0,,,,,,,,,,,2.0,,,,LigaProfesionalArgentina,34.0
ar ARG,"FW,MF",Arg Juniors,21,2001,24,14,"1,308",14.5,0,0,0,0,0,0,7,1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1200000.0,Gastón Verón,1815,G. Verón,21,69,76,184,82,Right,71,MF,7,2900000,6000,321,50,69,68,73,61,316,69,57,56,64,70,351,73,69,72,71,66,319,62,71,62,65,59,265,49,22,72,63,59,82,29,26,27,40,8,10,8,6,8,3,High,Low,1,,,,,,,,,,,,,,,,,,
ar ARG,MF,Talleres,21,2001,26,26,"2,234",24.8,0,1,1,0,0,0,5,0,0.0,0.04,0.04,0.0,0.04,,,,,,,,,,,,,5500000.0,Rodrigo Villagra,1493,R. Villagra,21,72,79,178,76,Right,73,MF,7,4500000,8000,271,58,38,56,74,45,296,64,52,46,66,68,333,69,65,63,69,67,320,68,59,74,70,49,319,76,73,59,57,54,211,75,70,66,46,11,6,7,8,14,3,Medium,Medium,1,,2.0,,,,,,,,,,,2.0,,,,LigaProfesionalArgentina,73.0
ar ARG,MF,Talleres,20,2002,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,350000.0,David Zalazar,2927,D. Zalazar,20,63,74,179,76,Right,64,MF,11,1100000,2000,283,56,59,48,58,62,310,68,65,62,55,60,375,84,80,83,54,74,289,58,60,52,56,63,254,55,21,63,58,57,102,33,36,33,45,6,15,5,14,5,3,Medium,Medium,1,,,,,,,,,,,,,,,,,,
ar ARG,MF,Platense,21,2001,15,4,416,4.6,1,0,1,1,0,0,1,0,0.22,0.0,0.22,0.22,0.22,,,,,,,,,,,,,1800000.0,Maximiliano Zalazar,2338,M. Zalazar,21,66,78,175,70,Right,67,MF,12,2100000,4000,301,68,67,54,60,52,293,71,54,44,51,73,329,72,71,62,52,72,259,74,46,48,47,44,253,51,21,60,61,60,95,28,33,34,49,12,10,8,14,5,3,High,Low,1,,,,,,,,,,,,,,,,,,
ar ARG,MF,Estudiantes,21,2001,9,3,335,3.7,0,1,1,0,0,0,1,0,0.0,0.27,0.27,0.0,0.27,,,,,,,,,,,,,900000.0,Franco Zapiola,2142,F. Zapiola,21,67,79,176,70,Left,68,MF,12,2500000,4000,298,62,53,54,75,54,312,64,56,57,64,71,352,72,80,69,52,79,268,61,54,60,47,46,272,51,36,61,67,57,163,51,54,58,59,6,10,14,15,14,3,High,Medium,1,,5.0,,,,,,,,,,,8.0,,,,LigaProfesionalArgentina,36.0
dz ALG,"MF,FW",Angers,22,1999,30,24,"2,137",23.7,2,2,4,2,0,0,3,0,0.08,0.08,0.17,0.08,0.17,1.4,1.4,2.9,4.3,58.0,151.0,111.0,0.06,0.12,0.18,0.06,0.18,2500000.0,Himad Abdelli,470,H. Abdelli,22,71,77,185,81,Right,73,MF,6,3000000,13000,319,58,66,63,73,59,314,76,45,47,70,76,312,72,68,60,70,42,341,70,69,68,75,59,332,68,61,68,74,61,167,54,64,49,56,9,8,14,13,12,3,High,Medium,1,64.0,38.0,22.0,32.0,10.0,31.0,67.0,46.3,36.0,30.0,1.0,29.0,28.0,92.0,15.0,0.0,Ligue1,61.0
gh GHA,MF,Lens,22,2000,33,33,"2,894",32.2,1,1,2,1,0,0,6,1,0.03,0.03,0.06,0.03,0.06,0.9,0.9,1.6,2.5,33.0,165.0,44.0,0.03,0.05,0.08,0.03,0.08,18000000.0,Salis Abdul Samed,131,S. Abdul Samed,22,77,84,179,69,Right,78,MF,7,20000000,26000,278,48,48,67,77,38,297,68,49,34,71,75,339,63,66,65,76,69,328,49,74,87,73,45,335,83,77,58,72,45,224,76,78,70,51,11,14,8,11,7,2,Medium,High,1,46.0,26.0,18.0,23.0,5.0,29.0,52.0,55.8,23.0,38.0,9.0,29.0,36.0,82.0,26.0,0.0,Ligue1,77.0
fr FRA,"FW,MF",Auxerre,19,2003,19,8,806,9.0,2,1,3,1,1,2,1,0,0.22,0.11,0.33,0.11,0.22,3.6,2.0,0.7,2.7,14.0,8.0,49.0,0.4,0.08,0.47,0.22,0.3,4500000.0,Matthis Abline,572,M. Abline,19,69,83,182,81,Right,71,MF,14,3300000,13000,302,41,72,58,64,67,297,72,60,40,53,72,370,79,76,76,63,76,313,71,60,57,62,63,246,33,14,70,57,72,60,20,22,18,60,13,14,12,12,9,3,Medium,Medium,1,4.0,2.0,0.0,3.0,1.0,0.0,5.0,0.0,5.0,6.0,1.0,5.0,1.0,5.0,1.0,0.0,Ligue1,14.0
ma MAR,"FW,MF",Toulouse,22,2000,37,28,"2,473",27.5,10,5,15,10,0,0,4,0,0.36,0.18,0.55,0.36,0.55,11.5,11.5,3.3,14.7,100.0,72.0,276.0,0.42,0.12,0.54,0.42,0.54,9000000.0,Zakaria Aboukhlal,300,Z. Aboukhlal,22,74,81,179,73,Left,76,MF,7,8500000,17000,319,67,74,49,74,55,333,75,70,52,64,72,403,87,86,85,69,76,371,74,65,90,73,69,293,68,20,69,71,65,131,53,44,34,43,10,6,10,5,12,5,High,Medium,1,33.0,23.0,13.0,9.0,11.0,14.0,45.0,31.1,31.0,18.0,1.0,17.0,22.0,55.0,23.0,0.0,Ligue1,20.0
fr FRA,"MF,FW",Reims,18,2003,5,0,107,1.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,3.0,1.0,0.06,0.0,0.06,0.06,0.06,800000.0,Martin Adeline,2238,M. Adeline,18,66,78,180,63,Right,68,MF,12,2000000,2000,292,59,55,57,72,49,315,71,59,48,67,70,322,65,64,60,63,70,300,65,60,59,58,58,297,62,54,59,65,57,173,53,62,58,53,9,10,8,11,15,3,Medium,Medium,1,3.0,3.0,2.0,1.0,0.0,3.0,4.0,75.0,1.0,3.0,1.0,2.0,3.0,6.0,3.0,0.0,Ligue1,54.0
fr FRA,"MF,FW",Monaco,20,2002,11,5,402,4.5,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.9,9.0,16.0,42.0,0.1,0.11,0.21,0.1,0.21,6000000.0,Maghnes Akliouche,694,M. Akliouche,20,66,80,183,63,Left,68,MF,14,2100000,9000,283,60,58,46,66,53,318,72,61,54,64,67,362,72,75,76,64,75,274,64,36,58,59,57,275,47,41,63,67,57,135,42,49,44,40,8,10,9,5,8,3,Medium,Medium,1,7.0,4.0,4.0,3.0,0.0,2.0,8.0,25.0,6.0,2.0,0.0,2.0,3.0,10.0,2.0,0.0,Ligue1,41.0
fr FRA,MF,Lorient,20,2002,11,1,250,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.1,0.6,16.0,23.0,20.0,0.2,0.02,0.22,0.2,0.22,2200000.0,Adil Aouchiche,464,A. Aouchiche,19,71,78,181,72,Right,73,MF,7,3600000,7000,305,67,62,54,74,48,355,73,71,67,70,74,348,69,68,74,69,68,321,70,65,60,61,65,293,47,50,68,73,55,169,60,57,52,46,8,9,14,8,7,3,Medium,Medium,1,5.0,2.0,3.0,1.0,1.0,1.0,9.0,11.1,8.0,1.0,0.0,1.0,4.0,9.0,1.0,0.0,Ligue1,50.0
fr FRA,"DF,MF",Nantes,18,2004,5,0,66,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,7.0,3.0,10.0,0.09,0.29,0.38,0.09,0.38,150000.0,Stredair Appuah,1185,S. Appuah,18,58,76,180,70,Left,59,MF,18,525000,2000,270,55,63,42,56,54,268,68,51,46,42,61,308,68,69,64,40,67,259,71,50,43,49,46,211,31,18,47,51,64,83,24,29,30,49,13,5,10,7,14,3,Medium,Medium,1,2.0,1.0,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,0.0,2.0,1.0,3.0,0.0,0.0,Ligue1,18.0
fr FRA,MF,Lyon,18,2004,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,Mohamed El Arouch,693,M. El Arouch,18,66,84,166,64,Right,68,MF,18,2200000,5000,272,58,58,32,68,56,333,72,61,62,69,69,384,78,73,88,58,87,278,63,45,55,56,59,281,49,48,58,60,66,165,52,57,56,59,11,12,11,14,11,3,Medium,Medium,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Ligue1,48.0
cm CMR,MF,Lille,18,2004,19,5,478,5.3,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.1,0.6,16.0,33.0,12.0,0.09,0.02,0.11,0.09,0.11,5000000.0,Carlos Baleba,742,C. Baleba,18,65,79,179,75,Left,67,MF,14,1700000,3000,258,42,42,59,72,43,296,64,53,43,68,68,366,76,79,73,63,75,330,66,72,65,74,53,295,65,54,59,67,50,184,59,64,61,52,11,6,8,14,13,2,High,High,1,13.0,11.0,2.0,9.0,2.0,9.0,14.0,64.3,5.0,13.0,3.0,10.0,1.0,14.0,3.0,2.0,Ligue1,54.0
fr FRA,"FW,MF",Lyon,19,2002,26,15,"1,440",16.0,5,8,13,5,0,0,3,0,0.31,0.5,0.81,0.31,0.81,3.4,3.4,3.9,7.4,51.0,39.0,156.0,0.22,0.25,0.46,0.22,0.46,18000000.0,Bradley Barcola,290,B. Barcola,19,74,84,186,70,Right,75,MF,10,9000000,30000,332,66,73,60,69,64,327,80,62,52,58,75,384,81,88,75,72,68,315,69,52,68,60,66,283,60,20,72,73,58,86,23,35,28,43,8,8,15,6,6,3,High,Medium,1,25.0,16.0,8.0,10.0,7.0,8.0,39.0,20.5,31.0,29.0,0.0,29.0,19.0,44.0,10.0,0.0,Ligue1,20.0
ma MAR,"FW,MF",Toulouse,21,2001,3,1,65,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,1.0,3.0,3.0,0.0,0.37,0.37,0.0,0.37,1000000.0,Yanis Begraoui,2417,Y. Begraoui,20,65,76,178,70,Right,67,MF,11,1600000,4000,299,51,68,63,64,53,269,69,36,50,44,70,363,74,74,69,66,80,315,60,72,70,62,51,237,34,17,63,55,68,51,13,18,20,49,9,9,14,12,5,5,High,Low,1,2.0,0.0,1.0,0.0,1.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,Ligue1,17.0
fr FRA,"MF,DF",Nice,21,2001,14,7,545,6.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.1,0.5,13.0,25.0,23.0,0.08,0.01,0.09,0.08,0.09,4500000.0,Alexis Beka Beka,523,A. Beka Beka,21,70,80,178,75,Right,71,MF,10,3400000,14000,267,59,50,52,70,36,310,72,53,44,71,70,370,78,74,71,69,78,329,68,48,76,69,68,303,70,68,65,56,44,205,69,70,66,54,11,10,14,10,9,3,Medium,High,1,16.0,5.0,6.0,9.0,1.0,4.0,15.0,26.7,11.0,9.0,1.0,8.0,12.0,28.0,6.0,0.0,Ligue1,68.0
ma MAR,MF,Nice,18,2004,4,1,182,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,3.0,10.0,1.0,0.04,0.01,0.05,0.04,0.05,300000.0,Reda Belahyane,1063,R. Belahyane,18,60,77,169,53,Right,61,MF,17,600000,2000,246,49,41,58,66,32,277,66,46,41,56,68,323,63,62,50,55,93,216,53,59,42,26,36,261,64,58,42,48,49,187,59,65,63,48,7,9,13,6,13,3,Medium,Medium,1,8.0,6.0,5.0,3.0,0.0,3.0,5.0,60.0,2.0,5.0,1.0,4.0,2.0,10.0,0.0,0.0,Ligue1,58.0
ma MAR,"FW,MF",Monaco,17,2005,19,13,"1,052",11.7,4,1,5,4,0,0,1,0,0.34,0.09,0.43,0.34,0.43,1.9,1.9,1.2,3.2,31.0,55.0,93.0,0.17,0.11,0.27,0.17,0.27,18000000.0,Eliesse Ben Seghir,458,E. Ben Seghir,17,71,86,178,72,Right,73,MF,15,4300000,6000,322,59,73,55,67,68,331,75,65,58,58,75,382,78,78,80,69,77,314,74,52,58,56,74,276,51,23,73,65,64,81,22,28,31,39,6,10,6,10,7,3,Medium,Medium,1,18.0,10.0,4.0,12.0,2.0,4.0,12.0,33.3,8.0,18.0,1.0,17.0,4.0,22.0,1.0,0.0,Ligue1,23.0
fr FRA,MF,Marseille,19,2003,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,Salim Ben Seghir,2421,S. Ben Seghir,19,65,78,174,57,Right,66,MF,13,1700000,5000,307,69,71,52,64,51,338,73,72,74,54,65,344,70,63,64,71,76,251,73,51,37,31,59,233,27,28,64,48,66,81,22,29,30,41,6,6,13,5,11,4,High,Medium,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Ligue1,28.0
dz ALG,"FW,MF",Nice,17,2004,19,9,863,9.6,0,4,4,0,0,0,0,0,0.0,0.42,0.42,0.0,0.42,1.7,1.7,3.5,5.2,47.0,31.0,98.0,0.18,0.36,0.54,0.18,0.54,6000000.0,Badredine Bouanani,649,B. Bouanani,17,67,79,172,64,Left,68,MF,12,2300000,2000,300,66,61,45,70,58,322,71,65,55,62,69,343,74,73,72,47,77,287,65,51,61,51,59,249,38,26,60,66,59,92,28,34,30,55,10,7,9,14,15,3,Medium,Medium,1,13.0,9.0,2.0,7.0,4.0,7.0,14.0,50.0,7.0,4.0,0.0,4.0,1.0,14.0,2.0,0.0,Ligue1,26.0
dz ALG,MF,Nice,22,1999,27,22,"1,875",20.8,1,2,3,1,0,0,5,0,0.05,0.1,0.14,0.05,0.14,0.9,0.9,1.9,2.8,39.0,110.0,55.0,0.04,0.09,0.14,0.04,0.14,8000000.0,Hicham Boudaoui,238,H. Boudaoui,22,75,79,175,61,Right,77,MF,4,8000000,31000,335,68,68,73,75,51,361,76,77,58,73,77,384,76,76,78,77,77,351,65,71,84,69,62,344,75,71,72,72,54,223,72,76,75,41,7,6,7,13,8,3,Medium,Medium,1,67.0,32.0,31.0,30.0,6.0,35.0,53.0,66.0,18.0,34.0,5.0,29.0,36.0,103.0,16.0,0.0,Ligue1,71.0
dz ALG,"FW,MF",Nice,22,2000,26,5,800,8.9,3,2,5,3,0,0,0,0,0.34,0.23,0.56,0.34,0.56,1.0,1.0,1.7,2.8,41.0,16.0,100.0,0.12,0.19,0.31,0.12,0.31,7000000.0,Bilal Brahimi,460,B. Brahimi,22,71,79,183,73,Left,72,MF,8,4200000,21000,324,69,72,58,69,56,340,78,64,64,60,74,350,76,77,69,60,68,345,73,64,63,76,69,242,36,22,67,63,54,84,19,34,31,44,15,6,10,6,7,3,Medium,Medium,1,8.0,5.0,2.0,5.0,1.0,1.0,7.0,14.3,6.0,4.0,0.0,4.0,4.0,12.0,0.0,0.0,Ligue1,22.0
se SWE,MF,Reims,22,1999,31,14,"1,530",17.0,3,1,4,3,0,0,8,1,0.18,0.06,0.24,0.18,0.24,1.5,1.5,1.2,2.8,46.0,109.0,40.0,0.09,0.07,0.16,0.09,0.16,6000000.0,Jens Cajuste,352,J. Cajuste,22,73,80,188,77,Right,75,MF,7,6000000,15000,308,58,59,66,75,50,331,73,64,44,74,76,364,69,77,75,69,74,353,74,61,76,78,64,331,73,69,69,75,45,203,68,70,65,43,6,12,12,6,7,4,Medium,Medium,1,46.0,25.0,25.0,14.0,7.0,25.0,48.0,52.1,23.0,30.0,6.0,24.0,18.0,64.0,22.0,0.0,Ligue1,69.0
ml MLI,MF,Monaco,22,2000,29,25,"2,194",24.4,0,3,3,0,0,0,6,1,0.0,0.12,0.12,0.0,0.12,1.0,1.0,2.2,3.2,28.0,135.0,19.0,0.04,0.09,0.13,0.04,0.13,30000000.0,Mohamed Camara,108,M. Camara,22,78,85,173,65,Right,79,MF,7,27000000,39000,284,53,51,53,78,49,339,74,63,51,74,77,420,84,79,88,78,91,370,68,80,90,69,63,346,82,74,63,70,57,225,73,78,74,36,7,5,5,8,11,3,Medium,High,1,83.0,45.0,38.0,39.0,6.0,48.0,92.0,52.2,44.0,45.0,6.0,39.0,27.0,110.0,14.0,1.0,Ligue1,74.0
ml MLI,MF,Monaco,22,2000,29,25,"2,194",24.4,0,3,3,0,0,0,6,1,0.0,0.12,0.12,0.0,0.12,1.0,1.0,2.2,3.2,28.0,135.0,19.0,0.04,0.09,0.13,0.04,0.13,30000000.0,Mohamed Camara,108,M. Camara,22,78,85,173,65,Right,79,MF,7,27000000,39000,284,53,51,53,78,49,339,74,63,51,74,77,420,84,79,88,78,91,370,68,80,90,69,63,346,82,74,63,70,57,225,73,78,74,36,7,5,5,8,11,3,Medium,High,1,,12.0,,,,,,,,,,,8.0,,,,Ligue2,74.0
