Player,Nation,Position,Squad,Age,Year of birth,90s Played,Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Passes Blocked,Interceptions,Tkl+Int,Clearances,Errors,Source_League
Jurgen Ekkelenkamp,nl NED,MF,Antwerp,23,2000,23.5,,18,,,,,,,,,,,11,,,,BelgianProLeague
Romaric Etonde,fr FRA,FW,Cercle Brugge,18,2005,0.1,,0,,,,,,,,,,,0,,,,BelgianProLeague
Alieu Fadera,gm GAM,"MF,FW",Genk,21,2001,10.7,,20,,,,,,,,,,,5,,,,BelgianProLeague
Noah Fadiga,sn SEN,MF,Gent,23,1999,4.6,,8,,,,,,,,,,,8,,,,BelgianProLeague
Matias Fernandez-Pardo,be BEL,FW,Gent,18,2005,2.1,,0,,,,,,,,,,,0,,,,BelgianProLeague
Fabio Ferraro,be BEL,MF,RWD Molenbeek,20,2002,0.2,,0,,,,,,,,,,,0,,,,BelgianProLeague
Matteo Filorizzo,be BEL,FW,Eupen,17,2006,0.4,,0,,,,,,,,,,,0,,,,BelgianProLeague
Seydou Fini,it ITA,MF,Standard Liège,17,2006,0.5,,1,,,,,,,,,,,0,,,,BelgianProLeague
Alexis Flips,fr FRA,"FW,MF",Anderlecht,23,2000,4.2,,8,,,,,,,,,,,2,,,,BelgianProLeague
Malick Fofana,be BEL,MF,Gent,18,2005,12.7,,13,,,,,,,,,,,12,,,,BelgianProLeague
Matija Frigan,hr CRO,FW,Westerlo,20,2003,11.2,,4,,,,,,,,,,,1,,,,BelgianProLeague
Haruya Fujii,jp JPN,DF,Kortrijk,22,2000,5.0,,8,,,,,,,,,,,6,,,,BelgianProLeague
Joel Fujita,jp JPN,MF,Sint-Truiden,21,2002,9.9,,18,,,,,,,,,,,14,,,,BelgianProLeague
Matías Galarza,ar ARG,MF,Genk,21,2002,14.4,,19,,,,,,,,,,,23,,,,BelgianProLeague
Omri Gandelman,il ISR,MF,Gent,23,2000,8.7,,8,,,,,,,,,,,5,,,,BelgianProLeague
Munashe Garan'anga,zw ZIM,DF,Mechelen,22,2001,4.9,,10,,,,,,,,,,,10,,,,BelgianProLeague
Yann Gboho,fr FRA,"MF,FW",Cercle Brugge,22,2001,15.4,,11,,,,,,,,,,,5,,,,BelgianProLeague
Théo Gécé,be BEL,MF,RWD Molenbeek,22,2001,1.4,,4,,,,,,,,,,,2,,,,BelgianProLeague
Fernand Gouré,ci CIV,FW,Westerlo,21,2002,0.3,,0,,,,,,,,,,,0,,,,BelgianProLeague
Parfait Guiagon,ci CIV,"MF,FW",Charleroi,22,2001,15.2,,16,,,,,,,,,,,4,,,,BelgianProLeague
Muhammed Gümüskaya,tr TUR,MF,Westerlo,22,2001,0.9,,0,,,,,,,,,,,1,,,,BelgianProLeague
Pape Habib Guèye,sn SEN,FW,Kortrijk,23,1999,0.1,,0,,,,,,,,,,,0,,,,BelgianProLeague
Anouar Ait El Hadj,be BEL,"MF,FW",Genk,21,2002,3.1,,4,,,,,,,,,,,0,,,,BelgianProLeague
Bakary Haidara,ci CIV,DF,Westerlo,18,2005,3.9,,4,,,,,,,,,,,8,,,,BelgianProLeague
Dogucan Haspolat,tr TUR,MF,Westerlo,23,2000,5.2,,8,,,,,,,,,,,5,,,,BelgianProLeague
Ibe Hautekiet,be BEL,DF,Standard Liège,21,2002,0.6,,1,,,,,,,,,,,2,,,,BelgianProLeague
Shion Homma,jp JPN,MF,Club Brugge,22,2000,0.1,,0,,,,,,,,,,,0,,,,BelgianProLeague
Nathan Huygevelde,be BEL,MF,Union SG,19,2004,0.0,,0,,,,,,,,,,,0,,,,BelgianProLeague
George Ilenikhena,fr FRA,FW,Antwerp,16,2006,10.8,,0,,,,,,,,,,,0,,,,BelgianProLeague
Joachim Imbrechts,se SWE,GK,Union SG,21,2001,0.2,,0,,,,,,,,,,,0,,,,BelgianProLeague
Abdoul Kader Yaméogo,ci CIV,DF,Club Brugge,18,2004,0.1,,0,,,,,,,,,,,0,,,,BelgianProLeague
Abdelkahar Kadri,dz ALG,MF,Kortrijk,23,2000,25.4,,38,,,,,,,,,,,26,,,,BelgianProLeague
Marco Kana,be BEL,"DF,MF",Anderlecht,20,2002,0.2,,0,,,,,,,,,,,1,,,,BelgianProLeague
Marco Kana,be BEL,"MF,DF",Kortrijk,20,2002,14.5,,22,,,,,,,,,,,31,,,,BelgianProLeague
Fatih Kaya,,FW,Sint-Truiden,23,1999,13.0,,8,,,,,,,,,,,2,,,,BelgianProLeague
Emilio Kehrer,de GER,FW,Cercle Brugge,21,2002,0.4,,2,,,,,,,,,,,0,,,,BelgianProLeague
Amadou Keita,gn GUI,MF,Eupen,21,2001,15.1,,33,,,,,,,,,,,19,,,,BelgianProLeague
Mandela Keita,be BEL,MF,OH Leuven,21,2002,0.7,,1,,,,,,,,,,,0,,,,BelgianProLeague
Mandela Keita,be BEL,MF,Antwerp,21,2002,16.5,,28,,,,,,,,,,,32,,,,BelgianProLeague
Bilal El Khannouss,ma MAR,MF,Genk,19,2004,24.2,,36,,,,,,,,,,,8,,,,BelgianProLeague
Bram Lagae,be BEL,DF,Gent,19,2004,1.5,,1,,,,,,,,,,,4,,,,BelgianProLeague
Boris lambert,be BEL,"MF,DF",Eupen,23,2000,15.8,,28,,,,,,,,,,,26,,,,BelgianProLeague
Félix Lemaréchal,fr FRA,MF,Cercle Brugge,19,2003,17.4,,29,,,,,,,,,,,11,,,,BelgianProLeague
Theo Leoni,be BEL,MF,Anderlecht,23,2000,21.1,,41,,,,,,,,,,,43,,,,BelgianProLeague
Fedde Leysen,be BEL,DF,Union SG,20,2003,3.7,,2,,,,,,,,,,,6,,,,BelgianProLeague
Tobe Leysen,be BEL,GK,OH Leuven,21,2002,16.0,,0,,,,,,,,,,,1,,,,BelgianProLeague
Jonas Lietaert,be BEL,DF,Cercle Brugge,19,2004,1.9,,8,,,,,,,,,,,3,,,,BelgianProLeague
Justin Lonwijk,sr SUR,"FW,MF",Anderlecht,23,1999,0.5,,1,,,,,,,,,,,1,,,,BelgianProLeague
Nicolas Madsen,dk DEN,MF,Westerlo,23,2000,23.5,,15,,,,,,,,,,,14,,,,BelgianProLeague
Gary Magnée,be BEL,"MF,DF",Eupen,23,1999,21.8,,31,,,,,,,,,,,26,,,,BelgianProLeague
Christ Makosso,cg CGO,DF,RWD Molenbeek,19,2004,4.0,,7,,,,,,,,,,,6,,,,BelgianProLeague
Yonas Malede,il ISR,FW,Mechelen,23,1999,3.6,,2,,,,,,,,,,,4,,,,BelgianProLeague
Mark Mampasi,ua UKR,DF,Kortrijk,20,2003,18.9,,19,,,,,,,,,,,31,,,,BelgianProLeague
Théo Maréchal,nl NED,MF,Eupen,18,2005,0.1,,0,,,,,,,,,,,0,,,,BelgianProLeague
Eliot Matazo,be BEL,MF,Antwerp,21,2002,0.2,,2,,,,,,,,,,,0,,,,BelgianProLeague
Dylan Mbayo,be BEL,"MF,FW",Kortrijk,21,2001,5.0,,7,,,,,,,,,,,2,,,,BelgianProLeague
Pathé Mboup,sn SEN,"MF,FW",RWD Molenbeek,19,2003,8.5,,13,,,,,,,,,,,4,,,,BelgianProLeague
Dire Mebude,sct SCO,MF,Westerlo,19,2004,1.1,,1,,,,,,,,,,,1,,,,BelgianProLeague
Nayel Mehssatou,cl CHI,"MF,DF",Kortrijk,21,2002,21.4,,25,,,,,,,,,,,18,,,,BelgianProLeague
Bjorn Meijer,nl NED,DF,Club Brugge,20,2003,14.9,,13,,,,,,,,,,,15,,,,BelgianProLeague
Alex Mighten,eng ENG,MF,Kortrijk,21,2002,2.7,,1,,,,,,,,,,,2,,,,BelgianProLeague
Alan Minda,ec ECU,"MF,FW",Cercle Brugge,20,2003,16.8,,6,,,,,,,,,,,1,,,,BelgianProLeague
Lars Montegnies,be BEL,MF,Kortrijk,17,2005,1.9,,3,,,,,,,,,,,5,,,,BelgianProLeague
Luca Monticelli,be BEL,MF,Anderlecht,18,2005,0.0,,0,,,,,,,,,,,0,,,,BelgianProLeague
Roméo Monticelli,be BEL,MF,Charleroi,17,2005,1.3,,1,,,,,,,,,,,2,,,,BelgianProLeague
Suphanat Mueanta,th THA,FW,OH Leuven,20,2002,1.6,,1,,,,,,,,,,,2,,,,BelgianProLeague
Ngal'Ayel Mukau,cd COD,MF,Mechelen,18,2004,12.8,,29,,,,,,,,,,,28,,,,BelgianProLeague
Romaine Mundle,eng ENG,MF,Standard Liège,20,2003,1.7,,5,,,,,,,,,,,1,,,,BelgianProLeague
Moussa N'Diaye,sn SEN,DF,Anderlecht,21,2002,7.2,,14,,,,,,,,,,,11,,,,BelgianProLeague
Konan N'dri,ci CIV,"MF,FW",OH Leuven,22,2000,5.6,,9,,,,,,,,,,,3,,,,BelgianProLeague
Flávio Nazinho,pt POR,"DF,MF",Cercle Brugge,20,2003,12.6,,14,,,,,,,,,,,13,,,,BelgianProLeague
Nathan Ngoy,be BEL,DF,Standard Liège,20,2003,13.1,,18,,,,,,,,,,,35,,,,BelgianProLeague
Ken Nkuba,be BEL,MF,Charleroi,21,2002,1.7,,6,,,,,,,,,,,3,,,,BelgianProLeague
Ken Nkuba,be BEL,MF,Genk,21,2002,0.5,,3,,,,,,,,,,,1,,,,BelgianProLeague
Lucas Noubi,be BEL,DF,Standard Liège,18,2005,11.8,,16,,,,,,,,,,,20,,,,BelgianProLeague
Nachon Nsingi,be BEL,"FW,MF",OH Leuven,22,2001,13.5,,7,,,,,,,,,,,2,,,,BelgianProLeague
Mitchy Ntelo,be BEL,FW,Charleroi,22,2001,0.4,,0,,,,,,,,,,,2,,,,BelgianProLeague
Isaac Nuhu,gh GHA,"FW,MF",Eupen,21,2002,25.3,,12,,,,,,,,,,,12,,,,BelgianProLeague
Antonio Nusa,no NOR,"MF,FW",Club Brugge,18,2005,11.2,,15,,,,,,,,,,,9,,,,BelgianProLeague
Noah Ohio,nl NED,FW,Standard Liège,20,2003,3.5,,2,,,,,,,,,,,0,,,,BelgianProLeague
Kazeem Olaigbe,be BEL,"MF,FW",Cercle Brugge,20,2003,6.7,,8,,,,,,,,,,,2,,,,BelgianProLeague
Jacob Ondrejka,se SWE,"MF,FW",Antwerp,20,2002,7.7,,5,,,,,,,,,,,2,,,,BelgianProLeague
Raphael Onyedika,ng NGA,MF,Club Brugge,22,2001,17.6,,32,,,,,,,,,,,11,,,,BelgianProLeague
Nathan Opoku,gh GHA,FW,OH Leuven,22,2001,9.1,,6,,,,,,,,,,,3,,,,BelgianProLeague
Gift Orban,ng NGA,"FW,MF",Gent,21,2002,9.2,,6,,,,,,,,,,,1,,,,BelgianProLeague
Joel Ordóñez,ec ECU,DF,Club Brugge,19,2004,5.2,,4,,,,,,,,,,,2,,,,BelgianProLeague
Zakaria El Ouahdi,ma MAR,"DF,MF",Genk,21,2001,11.8,,21,,,,,,,,,,,13,,,,BelgianProLeague
Zakaria El Ouahdi,ma MAR,"DF,FW",RWD Molenbeek,21,2001,4.8,,11,,,,,,,,,,,4,,,,BelgianProLeague
Aziz Ouattara,ci CIV,MF,Genk,22,2001,3.2,,4,,,,,,,,,,,10,,,,BelgianProLeague
Kader Ouattara,bf BFA,FW,Cercle Brugge,18,2005,0.5,,0,,,,,,,,,,,1,,,,BelgianProLeague
Luca Oyen,be BEL,"MF,FW",Genk,20,2003,7.1,,3,,,,,,,,,,,3,,,,BelgianProLeague
Rune Paeshuyse,be BEL,DF,Eupen,21,2002,25.2,,27,,,,,,,,,,,41,,,,BelgianProLeague
Jonathan Panzo,eng ENG,DF,Standard Liège,22,2000,2.4,,2,,,,,,,,,,,3,,,,BelgianProLeague
Louis Patris,be BEL,DF,Anderlecht,22,2001,10.4,,23,,,,,,,,,,,24,,,,BelgianProLeague
Del Piage,br BRA,MF,RWD Molenbeek,23,2000,0.7,,3,,,,,,,,,,,0,,,,BelgianProLeague
Arthur Piedfort,be BEL,"MF,DF",Westerlo,18,2005,16.3,,20,,,,,,,,,,,17,,,,BelgianProLeague
Ewoud Pletinckx,be BEL,DF,OH Leuven,22,2000,30.0,,24,,,,,,,,,,,26,,,,BelgianProLeague
Boris Popović,rs SRB,DF,Cercle Brugge,23,2000,22.2,,26,,,,,,,,,,,43,,,,BelgianProLeague
Isaac Price,nir NIR,MF,Standard Liège,19,2003,18.4,,40,,,,,,,,,,,27,,,,BelgianProLeague
Abdoul Rachid Ayinde,bf BFA,DF,Gent,18,2005,0.1,,0,,,,,,,,,,,0,,,,BelgianProLeague
Toon Raemaekers,be BEL,MF,Mechelen,22,2000,1.3,,0,,,,,,,,,,,3,,,,BelgianProLeague
Christiaan Ravych,be BEL,DF,Cercle Brugge,21,2002,11.9,,28,,,,,,,,,,,16,,,,BelgianProLeague
Bryan Reynolds,us USA,"DF,MF",Westerlo,22,2001,26.2,,37,,,,,,,,,,,33,,,,BelgianProLeague
Rikelmi,br BRA,"MF,FW",RWD Molenbeek,21,2001,3.0,,2,,,,,,,,,,,1,,,,BelgianProLeague
Kevin Rodríguez,ec ECU,FW,Union SG,23,2000,4.9,,1,,,,,,,,,,,1,,,,BelgianProLeague
Žan Rogelj,si SVN,"MF,DF",Charleroi,23,1999,23.2,,39,,,,,,,,,,,38,,,,BelgianProLeague
Tuur Rommens,be BEL,"DF,MF",Westerlo,20,2003,10.5,,17,,,,,,,,,,,22,,,,BelgianProLeague
Kyriani Sabbe,be BEL,DF,Club Brugge,18,2005,6.3,,10,,,,,,,,,,,5,,,,BelgianProLeague
Mujaid Sadick,es ESP,DF,Genk,23,2000,16.0,,20,,,,,,,,,,,17,,,,BelgianProLeague
Noah Sadiki,cd COD,MF,Union SG,18,2004,12.7,,25,,,,,,,,,,,14,,,,BelgianProLeague
Richie Sagrado,be BEL,"MF,DF",OH Leuven,19,2004,18.9,,25,,,,,,,,,,,15,,,,BelgianProLeague
Hakim Sahabo,rw RWA,MF,Standard Liège,18,2005,5.3,,10,,,,,,,,,,,8,,,,BelgianProLeague
Matisse Samoise,be BEL,"MF,DF",Gent,21,2001,25.9,,56,,,,,,,,,,,27,,,,BelgianProLeague
Killian Sardella,be BEL,DF,Anderlecht,21,2002,22.0,,18,,,,,,,,,,,14,,,,BelgianProLeague
Mamadou Sarr,fr FRA,"MF,DF",RWD Molenbeek,17,2005,6.0,,14,,,,,,,,,,,5,,,,BelgianProLeague
Allahyar Sayyadmanesh,ir IRN,MF,Westerlo,22,2001,4.3,,4,,,,,,,,,,,4,,,,BelgianProLeague
Joël Schingtienne,be BEL,DF,OH Leuven,20,2002,21.7,,26,,,,,,,,,,,25,,,,BelgianProLeague
Christopher Scott,de GER,MF,Antwerp,21,2002,0.1,,0,,,,,,,,,,,0,,,,BelgianProLeague
Djiby Seck,sn SEN,FW,Kortrijk,19,2004,0.6,,0,,,,,,,,,,,0,,,,BelgianProLeague
Matias Segovia,py PAR,MF,RWD Molenbeek,20,2003,0.4,,0,,,,,,,,,,,0,,,,BelgianProLeague
Jordan Semedo,fr FRA,"MF,DF",Cercle Brugge,20,2003,5.4,,10,,,,,,,,,,,8,,,,BelgianProLeague
Raz Shlomo,il ISR,"MF,DF",OH Leuven,23,1999,5.8,,7,,,,,,,,,,,6,,,,BelgianProLeague
Florent da Silva,fr FRA,"MF,FW",RWD Molenbeek,20,2003,5.6,,5,,,,,,,,,,,6,,,,BelgianProLeague
Hugo Siquet,be BEL,"DF,MF",Cercle Brugge,21,2002,18.0,,43,,,,,,,,,,,34,,,,BelgianProLeague
Moussa Sissako,ml MLI,DF,RWD Molenbeek,22,2000,11.0,,18,,,,,,,,,,,26,,,,BelgianProLeague
Michał Skóraś,pl POL,"FW,MF",Club Brugge,23,2000,5.0,,4,,,,,,,,,,,5,,,,BelgianProLeague
Andreas Skov Olsen,dk DEN,"MF,FW",Club Brugge,23,1999,23.6,,24,,,,,,,,,,,13,,,,BelgianProLeague
Gaga Slonina,us USA,GK,Eupen,19,2004,28.0,,1,,,,,,,,,,,0,,,,BelgianProLeague
Matte Smets,be BEL,DF,Sint-Truiden,19,2004,30.0,,21,,,,,,,,,,,43,,,,BelgianProLeague
Milan Smits,be BEL,MF,Antwerp,18,2004,0.8,,0,,,,,,,,,,,0,,,,BelgianProLeague
Frederic Soelle Soelle,be BEL,FW,Mechelen,17,2005,0.3,,0,,,,,,,,,,,0,,,,BelgianProLeague
Frederic Soelle Soelle,be BEL,FW,RWD Molenbeek,17,2005,0.7,,0,,,,,,,,,,,0,,,,BelgianProLeague
Momodou Sonko,se SWE,FW,Gent,18,2005,1.3,,1,,,,,,,,,,,0,,,,BelgianProLeague
Yira Sor,ng NGA,"FW,MF",Genk,23,2000,11.9,,5,,,,,,,,,,,4,,,,BelgianProLeague
David Sousa,br BRA,DF,RWD Molenbeek,22,2001,7.5,,6,,,,,,,,,,,23,,,,BelgianProLeague
Kamal Sowah,gh GHA,"FW,MF",Standard Liège,23,2000,13.6,,12,,,,,,,,,,,8,,,,BelgianProLeague
Jorne Spileers,be BEL,DF,Club Brugge,18,2005,22.9,,7,,,,,,,,,,,24,,,,BelgianProLeague
Lucas Stassin,be BEL,FW,Westerlo,18,2004,9.6,,6,,,,,,,,,,,3,,,,BelgianProLeague
Jarne Steuckers,be BEL,"MF,FW",Sint-Truiden,21,2002,27.1,,10,,,,,,,,,,,9,,,,BelgianProLeague
Mario Stroeykens,be BEL,"MF,FW",Anderlecht,18,2004,18.8,,40,,,,,,,,,,,14,,,,BelgianProLeague
Nikola Štulić,rs SRB,FW,Charleroi,21,2001,4.9,,2,,,,,,,,,,,4,,,,BelgianProLeague
Franck Surdez,ch SUI,FW,Gent,21,2002,0.6,,1,,,,,,,,,,,1,,,,BelgianProLeague
Zion Suzuki,jp JPN,GK,Sint-Truiden,20,2002,22.0,,0,,,,,,,,,,,0,,,,BelgianProLeague
Youssuf Sylla,be BEL,FW,Charleroi,20,2002,6.9,,2,,,,,,,,,,,1,,,,BelgianProLeague
Ravil Tagir,tr TUR,DF,Westerlo,20,2003,10.9,,7,,,,,,,,,,,18,,,,BelgianProLeague
Chemsdine Talbi,be BEL,MF,Club Brugge,18,2005,0.1,,0,,,,,,,,,,,0,,,,BelgianProLeague
Casper Terho,fi FIN,MF,Union SG,20,2003,10.9,,22,,,,,,,,,,,11,,,,BelgianProLeague
Thiago,br BRA,FW,Club Brugge,22,2001,20.4,,13,,,,,,,,,,,4,,,,BelgianProLeague
Victor Udoh,ng NGA,FW,Antwerp,18,2004,0.8,,3,,,,,,,,,,,0,,,,BelgianProLeague
